月份,固定资产投资完成额_累计值,固定资产投资完成额_累计增长,建筑安装工程固定资产投资完成额_累计值,建筑安装工程固定资产投资完成额_累计增长,设备工器具购置固定资产投资完成额_累计值,设备工器具购置固定资产投资完成额_累计增长,其他费用固定资产投资完成额_累计值,其他费用固定资产投资完成额_累计增长,地区
201105,1135.856,29.8,570.5196,10.4,411.8701,54.3,153.4663,68.6,吉林省
201106,2294.2583,30.0,1274.2724,20.0,719.2432,42.7,300.7427,51.5,吉林省
201107,3439.1002,30.2,1944.2523,23.5,1061.2934,34.7,433.5545,55.3,吉林省
201108,4615.9872,30.2,2693.5484,26.7,1413.1553,36.1,509.2835,33.7,吉林省
201109,5820.1951,30.5,3480.4706,31.1,1725.8741,30.4,613.8504,27.6,吉林省
201110,6813.5832,30.7,4015.8279,26.5,2071.8981,36.9,725.8572,38.4,吉林省
201111,7207.2041,31.0,4272.9897,30.0,2180.9727,34.0,753.2417,27.6,吉林省
201112,7221.6427,30.3,4283.5582,32.4,2180.9727,27.1,757.1118,28.3,吉林省
201201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,吉林省
201202,64.7417,30.7,21.2258,19.2,38.503,42.7,5.0129,5.8,吉林省
201203,272.916,29.5,105.874,31.8,141.6271,31.3,25.4149,13.1,吉林省
201204,624.9113,28.7,295.8379,25.0,274.1656,41.1,54.9078,0.6,吉林省
201205,1459.6096,28.8,729.7394,27.9,561.8355,36.4,168.0347,9.5,吉林省
201206,2980.7778,29.9,1624.4118,27.5,1012.7797,40.8,343.5863,14.2,吉林省
201207,4410.2607,29.8,2465.2018,26.8,1462.6925,37.8,482.3664,11.3,吉林省
201208,5985.3985,31.0,3391.5514,25.9,1982.2992,40.3,611.5479,20.1,吉林省
201209,7603.3977,31.0,4433.7197,27.4,2440.8097,41.4,728.8683,18.7,吉林省
201210,8802.3415,31.0,5125.1851,27.6,2872.189,38.6,804.9674,10.9,吉林省
201211,9252.8894,30.9,5389.4406,26.1,3006.7971,37.9,856.6517,13.7,吉林省
201212,9462.0941,30.9,5503.7356,28.7,3041.2401,31.0,917.1184,19.3,吉林省
201301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,吉林省
201302,81.4486,25.8,42.8518,101.9,35.3675,-8.1,3.2293,-35.6,吉林省
201303,332.5501,25.5,149.0726,40.8,156.0354,10.2,27.4421,8.0,吉林省
201304,750.178,26.1,360.7218,21.9,307.6471,12.2,81.8091,49.0,吉林省
201305,1747.8787,25.1,918.2364,25.8,659.6099,17.4,170.0324,1.2,吉林省
201306,3552.291,25.0,2000.8852,26.2,1236.3679,22.1,315.0379,-8.3,吉林省
201307,5204.1024,23.7,3070.185,24.5,1707.4194,16.7,426.498,-11.6,吉林省
201308,6882.9952,23.5,4112.0185,25.2,2237.9448,12.9,533.0319,-12.8,吉林省
201309,8507.6786,22.5,5196.4732,24.3,2674.4494,9.6,636.756,-12.6,吉林省
201310,9502.033,22.0,5870.081,29.5,2951.2936,2.8,680.6584,-15.4,吉林省
201311,9708.1791,21.0,6011.7725,22.6,2954.722,3.0,741.6846,-6.0,吉林省
201312,9880.0,20.0,6155.5025,22.0,2966.784,2.1,757.7135,-15.8,吉林省
201401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,吉林省
201402,43.1029,15.0,19.6171,19.9,19.4347,-45.0,4.0511,25.4,吉林省
201403,385.6479,16.0,164.6156,10.4,191.1242,22.5,29.9081,9.0,吉林省
201404,856.9796,16.5,445.4137,23.5,348.0186,13.1,63.5473,-22.3,吉林省
201405,2013.5957,16.8,1146.7783,24.9,723.2983,9.7,143.5191,-15.6,吉林省
201406,4155.7024,17.0,2417.0686,20.8,1462.1562,18.3,276.4776,-12.2,吉林省
201407,6022.8889,17.2,3526.0327,16.8,2088.1292,22.3,408.727,-1.2,吉林省
201408,7970.5367,17.2,4712.366,16.6,2720.9062,21.6,537.2645,0.8,吉林省
201409,8597.8206,16.9,5220.2689,17.5,2777.3579,15.9,600.1938,13.0,吉林省
201410,10903.3159,16.5,6399.5282,17.0,3735.6716,20.6,768.1161,12.8,吉林省
201411,11075.718,16.0,6604.9303,16.5,3672.2073,24.3,798.5804,7.7,吉林省
201412,11254.8416,15.4,6742.93,15.4,3685.3221,19.0,826.5895,5.0,吉林省
201501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,吉林省
201502,47.0318,9.1,23.8845,21.8,20.117,3.5,3.0303,-25.2,吉林省
201503,396.1726,2.7,159.5921,-3.1,213.2241,11.6,23.3564,-21.9,吉林省
201504,944.6111,10.2,483.4122,8.5,395.2281,13.6,65.9708,3.8,吉林省
201505,2236.1355,11.1,1192.6409,4.0,850.9425,17.6,192.5521,34.2,吉林省
201506,4658.5434,12.1,2679.2755,10.8,1599.7101,9.4,379.5578,37.3,吉林省
201507,6757.6813,12.2,3894.5052,10.5,2337.9034,12.0,525.2727,28.5,吉林省
201508,8942.9519,12.2,5174.3005,9.8,3074.8624,13.0,693.789,29.1,吉林省
201509,9640.2665,12.1,5716.006,9.5,3171.9144,14.2,752.3461,25.4,吉林省
201510,12222.4493,12.1,6987.9598,9.2,4335.1018,16.0,899.3877,17.1,吉林省
201511,12435.8562,12.3,7153.1502,8.3,4344.7985,18.3,937.9075,17.4,吉林省
201512,12508.5936,12.6,7321.1895,10.5,4226.5632,15.9,960.8409,14.7,吉林省
201601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,吉林省
201602,50.2372,6.8,27.7564,16.2,16.827,-16.4,5.6538,86.6,吉林省
201603,430.0059,8.5,212.0669,32.9,184.7308,-13.4,33.2082,42.2,吉林省
201604,1037.2328,9.8,587.9132,21.6,361.9674,-8.4,87.3522,32.4,吉林省
201605,2454.8682,9.8,1416.5654,18.8,847.3153,-0.4,190.9875,-0.8,吉林省
201606,5137.469,10.3,3073.1014,14.7,1701.3206,6.4,363.047,-4.4,吉林省
201607,7446.921,10.2,4453.6269,14.4,2467.591,5.5,525.7031,0.1,吉林省
201608,9845.5074,10.1,5868.983,13.4,3300.0604,7.3,676.464,-2.5,吉林省
201609,10637.3374999999,10.3,6548.9888,14.6,3314.2761,4.5,774.0726,2.9,吉林省
201610,13484.3894,10.3,8269.0873,18.3,4232.0249,-2.4,983.2772,9.3,吉林省
201611,13703.6407,10.2,8460.5998,18.3,4243.1719,-2.3,999.869,6.6,吉林省
201612,13773.1688,10.1,8515.5197,16.3,4251.2219,0.6,1006.4272,4.7,吉林省
201701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,吉林省
201702,53.5047,6.5,33.5431,20.8,13.1551,-21.8,6.8065,20.4,吉林省
201703,455.7108,6.0,278.1904,31.2,152.3622,-17.5,25.1582,-24.2,吉林省
201704,1102.7752,6.3,748.8225,27.4,281.4842,-22.2,72.4685,-17.0,吉林省
201705,2620.6353,6.8,1694.4736,19.6,756.3534,-10.7,169.8083,-11.1,吉林省
201706,5258.9058,2.4,3412.573,11.0,1529.4637,-10.1,316.8691,-12.7,吉林省
201707,7212.959,-3.1,4665.7002,4.8,2127.4204,-13.8,419.8384,-20.1,吉林省
201708,9719.6778,-1.3,6333.9636,7.9,2858.0255,-13.4,527.6887,-22.0,吉林省
201709,10636.8386,0.0,7015.1227,7.1,3034.0649,-8.5,587.651,-24.1,吉林省
201710,12619.2586,-6.4,8320.8559,0.6,3595.8301,-15.0,702.5726,-28.5,吉林省
201711,13027.823,-2.5,8668.8909,4.1,3622.2625,-11.0,736.6696,-22.9,吉林省
201712,13130.9042,1.4,8695.8992,7.6,3611.0906,-8.1,823.9144,-11.4,吉林省
201801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,吉林省
201802,0.0,9.1,0.0,-2.4,0.0,44.8,0.0,-2.7,吉林省
201803,0.0,-8.6,0.0,-4.7,0.0,-26.3,0.0,20.3,吉林省
201804,0.0,-9.8,0.0,-7.7,0.0,-22.7,0.0,5.1,吉林省
201805,0.0,-13.9,0.0,-14.2,0.0,-26.9,0.0,20.8,吉林省
201806,0.0,-1.5,0.0,-4.4,0.0,-5.2,0.0,31.7,吉林省
201807,0.0,-4.8,0.0,-6.5,0.0,-15.3,0.0,28.8,吉林省
201808,0.0,-4.0,0.0,-5.4,0.0,-15.0,0.0,27.9,吉林省
201809,0.0,0.9,0.0,-1.4,0.0,-12.1,0.0,43.9,吉林省
201810,0.0,0.6,0.0,-1.9,0.0,-9.2,0.0,38.2,吉林省
201811,0.0,1.2,0.0,-1.4,0.0,-10.2,0.0,40.6,吉林省
201812,0.0,1.6,0.0,-0.4,0.0,-6.8,0.0,28.6,吉林省
200801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,黑龙江省
200802,8.1833,28.5,4.0849,41.3,3.5625,54.8,0.5359,-54.5,黑龙江省
200803,60.4892,30.1,38.2931,22.2,14.0379,79.3,8.1582,11.2,黑龙江省
200804,173.9415,25.6,110.7803,31.1,43.0333,53.0,20.1279,-22.2,黑龙江省
200805,356.6953,25.9,226.0988,27.1,92.3059,50.8,38.2906,-13.3,黑龙江省
200806,722.9218,29.2,460.638,30.9,174.0981,37.0,88.1857,9.6,黑龙江省
200807,1050.3801,25.1,685.6385,26.2,232.1519,35.3,132.5897,6.2,黑龙江省
200808,1345.998,23.9,889.3792,23.8,299.2386,37.9,157.3802,4.3,黑龙江省
200809,1732.2364,26.2,1134.1885,22.9,394.8859,41.1,203.162,19.7,黑龙江省
200810,2145.2228,27.8,1407.4288,24.5,490.677,41.1,247.117,23.4,黑龙江省
200811,2549.8271,26.5,1658.0282,23.5,600.4774,38.1,291.3215,22.1,黑龙江省
200812,3368.2084,30.0,2105.3845,24.5,853.2795,42.2,409.5444,36.0,黑龙江省
200901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,黑龙江省
200902,25.89,216.4,12.45,204.7,10.66,199.1,2.79,420.1,黑龙江省
200903,104.5551,72.8,57.5999,50.4,34.6287,146.7,12.3265,51.1,黑龙江省
200904,262.949,51.2,162.932,47.1,68.2556,58.6,31.7614,57.8,黑龙江省
200905,538.0414,50.8,356.0988,57.5,123.1725,33.4,58.7701,53.5,黑龙江省
200906,1091.589,51.0,714.0193,55.0,254.3703,46.1,123.1994,39.7,黑龙江省
200907,1534.9568,46.1,1009.3001,47.2,357.8807,54.2,167.776,26.5,黑龙江省
200908,1932.7766,43.6,1298.2494,46.0,446.0909,49.1,188.4363,19.7,黑龙江省
200909,2515.3455,45.2,1689.3686,48.9,580.7125,47.1,245.2644,20.7,黑龙江省
200910,3104.3051,44.7,2114.1298,50.2,684.0346,39.4,306.1407,23.9,黑龙江省
200911,3660.736,43.6,2458.9842,48.3,846.7533,41.0,354.9985,21.9,黑龙江省
200912,4696.0827,40.0,3047.5123,46.3,1140.9988,33.0,507.5716,22.8,黑龙江省
201001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,黑龙江省
201002,31.193,20.5,10.9468,-12.0,12.3514,15.9,7.8948,183.3,黑龙江省
201003,141.9473,35.8,67.0013,16.3,43.2967,25.0,31.6493,156.8,黑龙江省
201004,365.17,38.9,197.3528,21.1,97.9316,43.5,69.8856,120.0,黑龙江省
201005,749.4635,39.3,435.5764,22.3,187.7358,52.4,126.1513,114.7,黑龙江省
201006,1456.5857,33.3,863.7972,21.0,359.7047,41.4,233.0838,89.2,黑龙江省
201007,2075.6454,35.2,1315.768,30.4,449.858,25.7,310.0194,84.8,黑龙江省
201008,2619.8367,35.5,1702.1302,31.1,555.5374,24.5,362.1691,92.2,黑龙江省
201009,3374.5052,34.2,2200.5968,30.3,722.7575,24.5,451.1509,83.9,黑龙江省
201010,4181.4623,34.7,2793.2645,32.1,859.5634,25.7,528.6344,72.7,黑龙江省
201011,4927.1896,34.6,3267.0506,32.9,1063.3513,25.6,596.7877,68.1,黑龙江省
201012,6292.6785,34.0,4125.479,35.4,1452.0919,27.3,715.1076,40.9,黑龙江省
201101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,黑龙江省
201102,23.6424,-10.9,14.052,52.1,5.0382,-53.6,4.5522,-29.1,黑龙江省
201103,146.7607,18.8,88.5003,56.9,36.8954,-8.0,21.365,-21.0,黑龙江省
201104,381.2545,20.2,245.0837,37.6,65.2941,-18.8,70.8767,21.1,黑龙江省
201105,809.4751,23.5,563.6151,47.5,128.6319,-15.2,117.2281,-3.6,黑龙江省
201106,1628.25,29.3,1162.7654,53.5,254.0404,-15.2,211.4442,0.9,黑龙江省
201107,2348.8916,29.6,1695.9421,47.5,365.2359,-4.8,287.7136,3.1,黑龙江省
201108,3028.3694,31.9,2183.9608,46.9,491.8217,2.3,352.5869,7.4,黑龙江省
201109,3913.7974,33.0,2758.6229,43.6,637.8349,3.8,517.3396,27.1,黑龙江省
201110,4917.1559,34.1,3510.7413,43.8,834.7205,13.2,571.6941,17.3,黑龙江省
201111,5793.6618,34.1,4133.4191,44.8,1048.3875,15.1,611.8552,10.2,黑龙江省
201112,7206.3331,33.7,5066.6897,42.4,1389.9211,16.8,749.7223,16.8,黑龙江省
201201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,黑龙江省
201202,30.8503,30.5,16.9913,20.9,10.5564,109.5,3.3026,-27.5,黑龙江省
201203,191.5227,30.5,116.6605,31.8,53.2843,44.4,21.5779,1.0,黑龙江省
201204,496.0504,30.1,328.9291,34.2,105.3213,61.3,61.8,-12.8,黑龙江省
201205,1058.6763,30.8,753.2914,33.7,184.3492,43.3,121.0357,3.2,黑龙江省
201206,2126.3961,30.6,1577.0475,35.6,359.9048,41.7,189.4438,-10.4,黑龙江省
201207,3055.4479,30.1,2266.0701,33.6,525.3541,43.8,264.0237,-8.2,黑龙江省
201208,3944.2416,30.2,2950.4817,35.1,660.9802,34.4,332.7797,-5.6,黑龙江省
201209,5087.9366,30.0,3790.4605,37.4,879.6269,37.9,417.8492,-19.2,黑龙江省
201210,6391.5345,30.0,4700.416,33.9,1165.2599,39.6,525.8586,-8.0,黑龙江省
201211,7540.3871,30.1,5480.1018,32.6,1454.2774,38.7,606.0079,-1.0,黑龙江省
201212,9376.1029,30.3,6577.2744,30.9,2040.0551,47.2,758.7734,1.5,黑龙江省
201301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,黑龙江省
201302,38.6072,25.1,21.6538,27.4,14.9371,41.5,2.0163,-38.9,黑龙江省
201303,246.1034,28.5,150.4611,29.0,75.5843,41.9,20.058,-7.0,黑龙江省
201304,632.6285,27.5,436.005,32.6,143.7319,36.5,52.8916,-14.4,黑龙江省
201305,1339.2261,26.5,980.2374,30.1,256.7804,39.3,102.2083,-15.6,黑龙江省
201306,2690.5705,26.5,1976.3989,25.3,528.9688,47.0,185.2028,-2.2,黑龙江省
201307,3868.1198,26.6,2882.1077,27.2,736.5364,40.2,249.4757,-5.5,黑龙江省
201308,4993.4182,26.6,3720.0951,26.1,954.5825,44.4,318.7406,-4.2,黑龙江省
201309,6436.3143,26.5,4748.5918,25.3,1281.834,45.7,405.8885,-2.9,黑龙江省
201310,8072.5042,26.3,5909.1067,25.7,1686.8217,44.8,476.5758,-9.4,黑龙江省
201311,9515.3053,26.2,6958.219,27.0,2011.4035,38.3,545.6828,-10.0,黑龙江省
201312,11794.1671,25.8,8424.8976,28.1,2725.249,33.6,644.0205,-15.1,黑龙江省
201401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,黑龙江省
201402,24.9223,-35.4,18.2136,-15.9,5.4434,-63.6,1.2653,-37.2,黑龙江省
201403,171.9164,-25.9,128.2212,-14.8,35.1541,-53.5,8.5411,-57.4,黑龙江省
201404,460.6142,-22.8,369.1811,-15.3,70.4351,-51.0,20.998,-60.3,黑龙江省
201405,1000.4788,-9.6,808.8902,-1.5,137.2314,-32.0,54.3572,-34.8,黑龙江省
201406,2280.4613,1.6,1824.9653,9.7,309.7394,-25.9,145.7566,-10.7,黑龙江省
201407,3304.5102,1.7,2616.7376,7.7,498.6076,-17.2,189.165,-13.0,黑龙江省
201408,4309.8744,1.2,3415.9811,7.3,656.5455,-15.9,237.3478,-19.5,黑龙江省
201409,5646.8593,2.1,4396.2115,6.6,904.1727,-12.4,346.4751,-7.5,黑龙江省
201410,6951.4009,2.1,5381.3032,7.4,1120.9033,-17.9,449.1944,3.7,黑龙江省
201411,8055.5107,2.0,6172.5029,6.5,1369.6481,-14.7,513.3597,3.8,黑龙江省
201412,9587.086,1.5,7168.9458,5.3,1836.3185,-11.6,581.8217,3.7,黑龙江省
201501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,黑龙江省
201502,26.1923,5.1,16.4407,-9.7,5.3724,-1.3,4.3792,0.0,黑龙江省
201503,180.8175,5.2,129.4088,0.9,37.5474,6.8,13.8613,62.3,黑龙江省
201504,469.7622,2.0,351.5449,-4.8,80.0516,13.7,38.1657,81.8,黑龙江省
201505,1012.4846,1.2,784.9274,-3.0,157.4178,14.7,70.1394,29.0,黑龙江省
201506,2316.9487,1.6,1793.8687,-1.7,382.4205,23.5,140.6595,-3.5,黑龙江省
201507,3323.1902,0.6,2564.9726,-2.0,583.021,16.9,175.1966,-7.4,黑龙江省
201508,4340.2224,0.7,3382.8959,-1.0,727.6783,10.8,229.6482,-3.2,黑龙江省
201509,5761.7783,2.0,4408.7839,0.3,1051.4022,16.3,301.5922,-13.0,黑龙江省
201510,7133.0599,2.6,5418.131,0.7,1352.687,20.7,362.2419,-19.4,黑龙江省
201511,8275.5332,2.7,6224.9328,0.8,1618.5938,18.2,432.0066,-15.8,黑龙江省
201512,9884.2827,3.6,7226.1906,0.9,2153.5547,19.8,504.5374,-13.3,黑龙江省
201601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,黑龙江省
201602,27.6573,5.6,21.3909,30.1,5.2162,-2.9,1.0502,-76.0,黑龙江省
201603,192.209,6.3,138.0606,6.7,38.7857,3.3,15.3627,10.8,黑龙江省
201604,498.0039,6.0,374.3835,6.5,90.0277,12.5,33.5927,-12.0,黑龙江省
201605,1070.4498,5.7,825.9868,5.2,171.7036,9.1,72.7594,3.7,黑龙江省
201606,2456.9346,6.0,1910.8393,6.5,407.3071,6.5,138.7882,-1.3,黑龙江省
201607,3515.7768,5.8,2704.5734,5.4,606.4757,4.0,204.7277,16.9,黑龙江省
201608,4581.3083,5.6,3531.6602,4.4,802.8038,10.3,246.8443,7.5,黑龙江省
201609,6085.3267,5.6,4617.5339,4.7,1143.4526,8.8,324.3402,7.5,黑龙江省
201610,7521.0471,5.4,5620.3694,3.7,1464.7343,8.3,435.9434,20.3,黑龙江省
201611,8721.3789,5.4,6448.6233,3.6,1769.0885,9.3,503.6671,16.6,黑龙江省
201612,10432.5545,5.5,7270.1638,0.6,2556.0917,18.7,606.299,20.2,黑龙江省
201701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,黑龙江省
201702,28.3487,2.5,20.5836,-3.8,5.0386,-3.4,2.7265,159.6,黑龙江省
201703,203.4106,5.8,139.8159,1.3,49.1923,26.8,14.4024,-6.3,黑龙江省
201704,524.404,5.3,372.3201,-0.6,115.11,27.9,36.9739,10.1,黑龙江省
201705,1132.9686,5.8,847.6819,2.6,217.6147,26.7,67.672,-7.0,黑龙江省
201706,2618.6261,6.6,1982.6121,3.8,502.4667,23.4,133.5473,-3.8,黑龙江省
201707,3743.2928,6.5,2799.7898,3.5,749.3272,23.6,194.1758,-5.2,黑龙江省
201708,4878.8733,6.5,3633.9771,2.9,977.0042,21.7,267.892,8.5,黑龙江省
201709,6543.8841,7.5,4779.0645,3.5,1403.0893,22.7,361.7303,11.5,黑龙江省
201710,8072.4869,7.3,5801.5803,3.2,1833.1206,25.2,437.786,0.4,黑龙江省
201711,9299.1388,6.6,6557.7291,1.7,2225.7563,25.8,515.6534,2.4,黑龙江省
201712,11079.6526,6.2,7552.0388,3.9,2926.3222,14.5,601.2916,-0.8,黑龙江省
201801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,黑龙江省
201802,0.0,4.3,0.0,-23.4,0.0,110.6,0.0,53.3,黑龙江省
201803,0.0,2.5,0.0,-7.1,0.0,18.2,0.0,58.8,黑龙江省
201804,0.0,2.1,0.0,-3.7,0.0,2.7,0.0,58.1,黑龙江省
201805,0.0,-1.0,0.0,-8.9,0.0,4.7,0.0,72.8,黑龙江省
201806,0.0,0.3,0.0,-8.1,0.0,15.9,0.0,60.7,黑龙江省
201807,0.0,-2.9,0.0,-9.3,0.0,12.9,0.0,33.9,黑龙江省
201808,0.0,-4.1,0.0,-9.8,0.0,16.6,0.0,17.2,黑龙江省
201809,0.0,-3.7,0.0,-7.5,0.0,14.3,0.0,4.8,黑龙江省
201810,0.0,-4.3,0.0,-8.1,0.0,11.8,0.0,7.4,黑龙江省
201811,0.0,-4.6,0.0,-7.9,0.0,8.1,0.0,6.1,黑龙江省
201812,0.0,-4.7,0.0,-9.1,0.0,10.7,0.0,10.3,黑龙江省
200801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海市
200802,467.3037,8.3,267.3995,9.9,72.6114,19.4,127.2928,-0.1,上海市
200803,820.7939,6.6,493.4208,18.1,128.1198,13.6,199.2533,-16.7,上海市
200804,1117.0888,0.7,640.5857,11.7,181.5402,-7.9,294.9629,-13.0,上海市
200805,1414.5204,1.7,801.1641,7.8,218.4222,-12.3,394.9341,-1.0,上海市
200806,1801.4017,2.4,978.8091,2.6,278.589,-13.3,544.0036,12.6,上海市
200807,2182.8193,5.2,1173.5323,3.4,337.4399,-13.8,671.8471,22.4,上海市
200808,2567.5429,5.1,1388.205,4.4,409.8024,-16.1,769.5355,22.9,上海市
200809,2946.6477,4.1,1588.7208,3.1,470.4796,-16.7,887.4473,22.5,上海市
200810,3363.5539,4.7,1791.316,3.4,560.784,-13.7,1011.4539,21.8,上海市
200811,3834.2294,5.7,2028.8438,3.5,649.7573,-10.8,1155.6283,23.0,上海市
200812,4371.6326,8.1,2331.9217,6.8,739.1275,-8.9,1300.5834,23.9,上海市
200901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海市
200902,471.48,0.9,290.01,8.5,57.22,-21.2,124.25,-2.4,上海市
200903,827.4647,0.8,480.879,-2.5,108.635,-15.2,237.9507,19.4,上海市
200904,1136.8316,1.8,638.5305,-0.3,150.996,-16.8,347.3051,17.7,上海市
200905,1488.428,5.2,849.9234,6.1,190.5443,-12.8,447.9603,13.4,上海市
200906,1943.038,7.9,1083.4588,10.7,272.3162,-2.3,587.263,8.0,上海市
200907,2451.5128,12.3,1342.6882,14.4,348.7898,3.4,760.0348,13.1,上海市
200908,2798.3969,9.0,1565.4047,12.8,405.3656,-1.1,827.6266,7.5,上海市
200909,3303.8126,12.1,1827.4611,15.0,480.6969,2.2,995.6546,12.2,上海市
200910,3770.9854,12.1,2102.2807,17.4,549.3292,-2.0,1119.3755,10.7,上海市
200911,4305.8488,12.3,2386.4266,17.6,638.4841,-1.7,1280.9381,10.8,上海市
200912,4718.7587,7.1,2673.9258,13.4,734.531,-0.7,1310.3019,0.2,上海市
201001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海市
201002,570.7146,21.0,376.9482,30.0,83.6967,46.3,110.0697,-11.4,上海市
201003,954.1636,15.3,591.3057,23.0,142.8772,31.5,219.9807,-7.6,上海市
201004,1238.469,8.9,761.586,19.3,180.6423,19.6,296.2407,-14.7,上海市
201005,1540.9653,3.5,933.3033,9.8,219.7384,15.3,387.9236,-13.4,上海市
201006,1904.7617,-2.0,1122.7982,3.6,302.245,11.0,479.7185,-18.3,上海市
201007,2295.381,-6.4,1316.0976,-2.0,342.6071,-1.8,636.6763,-16.2,上海市
201008,2619.9553,-6.4,1521.1931,-2.8,389.0256,-4.0,709.7366,-14.2,上海市
201009,3014.803,-8.7,1728.5606,-5.4,493.7995,2.7,792.4429,-20.4,上海市
201010,3491.1149,-7.4,1944.5165,-7.5,543.2405,-1.1,1003.3579,-10.4,上海市
201011,4044.9756,-6.1,2186.3516,-8.4,669.6592,4.9,1188.9648,-7.2,上海市
201012,4630.4723,0.3,2500.832,-6.0,824.4188,13.7,1305.2215,5.8,上海市
201101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海市
201102,540.038,-6.8,377.6342,-2.1,59.2861,-31.4,103.1177,-3.5,上海市
201103,904.7638,-7.4,557.9262,-8.3,116.2572,-21.4,230.5804,4.5,上海市
201104,1193.403,-6.3,745.7598,-5.4,140.2789,-25.7,307.3643,3.4,上海市
201105,1502.7125,-5.3,937.4494,-3.2,190.8077,-15.5,374.4554,-4.7,上海市
201106,1909.79,-5.5,1207.2713,1.3,250.7834,-19.4,451.7353,-12.6,上海市
201107,2304.6201,-5.3,1431.7275,2.1,317.6042,-11.2,555.2884,-17.5,上海市
201108,2659.7786,-3.8,1677.5812,4.0,359.5863,-11.9,622.6111,-16.4,上海市
201109,3123.962,-1.8,1936.6471,5.6,459.2773,-10.5,728.0376,-12.7,上海市
201110,3651.7424,-1.0,2202.7898,6.7,544.5831,-4.7,904.3695,-14.1,上海市
201111,4234.2059,-0.2,2527.8373,9.0,637.2307,-8.7,1069.1379,-12.8,上海市
201112,4877.0056,0.5,2973.0984,12.2,735.6419,-13.9,1168.2653,-13.4,上海市
201201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海市
201202,546.0743,1.1,379.2771,0.4,66.8393,12.7,99.9579,-3.1,上海市
201203,869.0304,-3.9,567.5793,1.7,111.0642,-4.5,190.3869,-17.4,上海市
201204,1178.5563,-1.2,759.7111,1.9,161.8224,15.4,257.0228,-16.4,上海市
201205,1563.8578,4.1,989.0882,5.5,207.0457,8.5,367.7239,-1.8,上海市
201206,2001.4684,4.8,1270.1385,5.2,267.5888,6.7,463.7411,2.7,上海市
201207,2406.0445,4.4,1527.0655,6.7,337.6834,6.3,541.2956,-2.5,上海市
201208,2795.3603,5.1,1774.9367,5.8,394.0668,9.6,626.3568,0.6,上海市
201209,3276.5382,4.9,2058.8315,6.3,463.7772,1.0,753.9295,3.6,上海市
201210,3848.0914,5.4,2379.5915,8.0,536.2244,-1.5,932.2755,3.1,上海市
201211,4444.8186,5.0,2709.5334,7.2,657.6084,3.2,1077.6768,0.8,上海市
201212,5114.6352,3.1,3084.1414,2.2,819.4618,11.1,1211.032,0.6,上海市
201301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海市
201302,636.1143,16.5,460.4283,21.4,78.1757,17.0,97.5103,-2.4,上海市
201303,999.9729,15.1,684.1623,20.5,121.6869,9.6,194.1237,2.0,上海市
201304,1383.1116,17.4,925.1062,21.8,161.7591,0.0,296.2463,15.3,上海市
201305,1813.4048,16.0,1169.8428,18.3,209.6005,1.2,433.9615,18.0,上海市
201306,2315.7918,15.7,1450.0658,14.2,271.1637,1.3,594.5623,28.2,上海市
201307,2794.7927,16.2,1729.2323,13.2,359.0284,6.3,706.532,30.5,上海市
201308,3255.3203,16.5,2019.5725,13.8,402.0503,2.0,833.6975,33.1,上海市
201309,3754.2478,14.6,2305.8151,12.0,453.5443,-2.2,994.8884,32.0,上海市
201310,4299.7056,11.7,2619.3198,10.1,530.4708,-1.1,1149.915,23.3,上海市
201311,4903.2985,10.3,2970.266,9.6,636.0533,-3.3,1296.9792,20.3,上海市
201312,5644.1312,10.4,3436.8505,11.4,787.5087,-3.9,1419.772,17.3,上海市
201401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海市
201402,661.5188,4.0,466.5453,1.3,67.4829,-13.7,127.4906,30.7,上海市
201403,1064.9962,6.5,715.3477,4.6,105.7216,-13.1,243.9269,25.7,上海市
201404,1440.475,4.1,952.4136,3.0,148.2824,-8.3,339.779,14.7,上海市
