月份,办公楼施工面积_累计值,办公楼施工面积_累计增长,办公楼新开工施工面积_累计值,办公楼新开工施工面积_累计增长,办公楼竣工面积_累计值,办公楼竣工面积_累计增长,地区
200809,73.21,-23.7,16.28,137.6,3.31,22.3,山西省
200810,74.12,-24.0,17.92,135.7,2.91,-14.6,山西省
200811,74.12,-24.5,17.97,136.4,3.62,1.4,山西省
200812,97.1,-10.5,28.8,88.1,7.23,-45.7,山西省
200901,0.0,0.0,0.0,0.0,0.0,0.0,山西省
200902,18.99,-12.8,0.22,-94.1,0.0,0.0,山西省
200903,57.59,21.0,4.61,-43.8,3.43,338.8,山西省
200904,66.01,13.4,6.41,-40.1,4.69,499.3,山西省
200905,71.12,12.8,8.67,-26.5,3.64,343.3,山西省
200906,88.85,29.7,15.55,13.6,3.64,343.3,山西省
200907,95.65,36.3,19.92,33.7,3.64,53.7,山西省
200908,100.39,42.1,24.28,55.4,3.77,39.3,山西省
200909,100.63,37.5,25.78,58.4,3.77,13.8,山西省
200910,102.53,38.3,27.68,54.5,5.65,94.1,山西省
200911,102.67,38.5,27.5,53.0,7.65,111.5,山西省
200912,111.4,8.2,30.32,-6.5,11.07,51.4,山西省
201001,0.0,0.0,0.0,0.0,0.0,0.0,山西省
201002,55.2,-25.5,1.02,362.3,0.49,0.0,山西省
201003,93.12,61.7,7.26,57.3,6.18,80.2,山西省
201004,100.04,51.5,10.14,58.2,8.6,83.4,山西省
201005,108.66,52.8,13.46,55.3,8.6,136.1,山西省
201006,125.62,41.4,16.14,3.8,9.24,153.9,山西省
201007,154.7,61.7,43.26,117.2,12.74,249.9,山西省
201008,152.39,51.8,38.85,60.0,13.11,247.6,山西省
201009,165.72,64.7,50.62,96.3,13.11,247.6,山西省
201010,182.5281,78.0,62.6142,126.2,13.0097,130.1,山西省
201011,172.5716,68.1,49.4774,79.9,14.0408,83.5,山西省
201012,182.5359,64.1,54.7001,68.3,19.7254,62.9,山西省
201101,0.0,0.0,0.0,0.0,0.0,0.0,山西省
201102,122.9384,122.7,0.0657,-93.5,0.8395,72.6,山西省
201103,117.2203,25.9,0.6657,-90.8,3.1636,-48.8,山西省
201104,124.4648,24.4,2.7862,-72.5,4.1805,-51.4,山西省
201105,144.7371,33.2,4.4195,-67.2,4.8655,-43.4,山西省
201106,155.4525,23.7,12.2429,-24.1,5.4475,-41.1,山西省
201107,156.8202,1.4,11.0429,-74.5,5.4575,-57.2,山西省
201108,162.5799,6.7,18.4631,-52.5,5.4575,-58.4,山西省
201109,161.0225,-2.8,20.6549,-59.2,7.2825,-44.5,山西省
201110,169.367,-7.2,27.696,-55.8,9.6257,-26.0,山西省
201111,169.9233,-1.5,27.926,-43.6,9.952,-29.1,山西省
201112,172.9222,-4.6,29.5031,-49.2,23.6649,13.8,山西省
201201,0.0,0.0,0.0,0.0,0.0,0.0,山西省
201202,149.122,21.3,2.835,0.0,2.8642,241.2,山西省
201203,161.3862,37.7,19.124,0.0,3.9926,26.2,山西省
201204,168.8729,35.7,25.2573,0.0,6.4535,54.4,山西省
201205,175.763,21.4,25.2028,470.3,7.4626,53.4,山西省
201206,186.1215,19.7,39.317,221.1,7.4906,37.5,山西省
201207,189.906,21.1,43.9415,297.9,8.6511,58.5,山西省
201208,198.6408,22.2,50.6763,174.5,8.6511,58.5,山西省
201209,202.3873,25.7,54.4228,163.5,9.4751,30.1,山西省
201210,205.4457,21.3,56.4782,103.9,9.4751,-1.6,山西省
201211,211.4788,24.5,62.5113,123.8,9.7348,-2.2,山西省
201212,216.6689,30.5,66.6218,125.8,14.9002,-37.0,山西省
201301,0.0,0.0,0.0,0.0,0.0,0.0,山西省
201302,193.5092,29.8,2.8478,0.5,0.255,-91.1,山西省
201303,198.0681,22.7,7.0249,-63.3,1.7236,-56.8,山西省
201304,221.1233,30.9,13.6099,-46.1,2.2653,-64.9,山西省
201305,224.125,27.5,16.5199,-34.5,2.9275,-60.8,山西省
201306,226.3096,21.6,18.7045,-52.4,2.9275,-60.9,山西省
201307,241.3788,27.1,20.7565,-52.8,3.3525,-61.2,山西省
201308,246.2588,24.0,26.0995,-48.5,3.3968,-60.7,山西省
201309,254.0776,25.5,29.9407,-45.0,5.6885,-40.0,山西省
201310,269.8785,31.4,42.8033,-24.2,6.1308,-35.3,山西省
201311,300.5876,42.1,59.4659,-4.9,6.2886,-35.4,山西省
201312,327.1129,51.0,76.4671,14.8,30.7505,106.4,山西省
201401,0.0,0.0,0.0,0.0,0.0,0.0,山西省
201402,255.2928,31.9,0.5314,-81.3,5.8949,0.0,山西省
201403,270.6555,36.6,3.3053,-52.9,9.0448,424.8,山西省
201404,280.1118,26.7,9.7175,-28.6,9.3354,312.1,山西省
201405,290.8477,29.8,18.8483,14.1,11.1417,280.6,山西省
201406,295.5036,30.6,17.8076,-4.8,14.5166,395.9,山西省
201407,310.6388,28.7,31.2998,50.8,15.2306,354.3,山西省
201408,314.8487,27.9,33.3413,27.7,15.2638,349.4,山西省
201409,329.3368,29.6,46.07,53.9,16.5938,191.7,山西省
201410,340.5593,26.2,56.8741,32.9,22.4867,266.8,山西省
201411,378.8309,26.0,89.7197,50.9,26.0655,314.5,山西省
201412,462.2923,41.3,169.594,121.8,29.9684,-2.5,山西省
201501,0.0,0.0,0.0,0.0,0.0,0.0,山西省
201502,390.026,52.8,1.6408,208.8,2.2565,-61.7,山西省
201503,398.437,47.2,7.4042,124.0,8.8424,-2.2,山西省
201504,414.2904,47.9,27.1852,179.8,13.1449,40.8,山西省
201505,422.0592,45.1,34.6573,83.9,13.1975,18.5,山西省
201506,433.6567,46.8,40.5329,127.6,23.0302,58.6,山西省
201507,432.8681,39.3,40.7143,30.1,24.9553,63.8,山西省
201508,447.5728,42.2,53.1364,59.4,26.9892,76.8,山西省
201509,472.7204,43.5,74.2876,61.2,28.4613,71.5,山西省
201510,495.7673,45.6,89.628,57.6,29.5064,31.2,山西省
201511,498.3361,31.5,90.1766,0.5,37.9742,45.7,山西省
201512,502.1953,8.6,94.0358,-44.6,52.158,74.0,山西省
201601,0.0,0.0,0.0,0.0,0.0,0.0,山西省
201602,448.7907,15.1,1.2853,-21.7,1.6494,-26.9,山西省
201603,472.0331,18.5,24.5277,231.3,2.9023,-67.2,山西省
201604,474.5056,14.5,27.0002,-0.7,3.9169,-70.2,山西省
201605,488.6733,15.8,40.9093,18.0,4.1991,-68.2,山西省
201606,513.2908,18.4,65.652,62.0,4.2368,-81.6,山西省
201607,569.7548,31.6,122.0727,199.8,4.4068,-82.3,山西省
201608,574.3622,28.3,125.4849,136.2,4.4068,-83.7,山西省
201609,582.3889,23.2,133.4816,79.7,5.8093,-79.6,山西省
201610,582.3869,17.5,134.7404,50.3,5.9926,-79.7,山西省
201611,583.5674,17.1,135.2023,49.9,18.8963,-50.2,山西省
201612,607.4722,21.0,157.7271,67.7,42.0398,-19.4,山西省
201701,0.0,0.0,0.0,0.0,0.0,0.0,山西省
201702,490.1679,9.2,0.1476,-88.5,1.4198,-13.9,山西省
201703,493.643,4.6,3.5003,-85.7,8.7885,202.8,山西省
201704,500.0086,5.4,9.6174,-64.4,8.9085,127.4,山西省
201705,507.258,3.8,16.5837,-59.5,8.9085,112.2,山西省
201706,531.2235,3.5,38.9132,-40.7,15.4645,265.0,山西省
201707,536.3221,-5.9,44.0118,-63.9,17.0177,286.2,山西省
201708,542.9035,-5.5,51.5193,-58.9,24.0785,446.4,山西省
201709,555.0437,-4.7,58.1146,-56.5,25.5352,339.6,山西省
201710,558.252,-4.1,60.8964,-54.8,64.0237,0.0,山西省
201711,542.5115,-7.0,55.9745,-58.6,78.3471,314.6,山西省
201712,548.9337,-9.6,73.9318,-53.1,84.5709,101.2,山西省
201801,0.0,0.0,0.0,0.0,0.0,0.0,山西省
201802,424.8741,-13.3,0.0,0.0,0.1642,-88.4,山西省
201803,427.0604,-13.5,2.1863,-37.5,0.8408,-90.4,山西省
201804,442.1317,-11.6,2.9651,-69.2,0.8408,-90.6,山西省
201805,453.6002,-10.6,13.9518,-15.9,1.8977,-78.7,山西省
201806,463.4214,-12.8,23.763,-38.9,1.8977,-87.7,山西省
201807,467.9784,-12.7,28.3129,-35.7,1.8977,-88.8,山西省
201808,469.4145,-13.5,29.8794,-42.0,2.2677,-90.6,山西省
201809,485.1518,-12.6,45.6167,-21.5,2.2677,-91.1,山西省
201810,489.0418,-12.4,47.2082,-22.5,2.6435,-95.9,山西省
201811,491.3481,-9.4,48.5145,-13.3,14.2002,-81.9,山西省
201812,495.8417,-9.7,52.9111,-28.4,16.0423,-81.0,山西省
200801,0.0,0.0,0.0,0.0,0.0,0.0,内蒙古自治区
200802,2.0,0.0,2.0,0.0,0.0,0.0,内蒙古自治区
200803,50.93,279.6,19.08,0.0,1.98,0.0,内蒙古自治区
200804,128.55,92.3,29.12,134.0,2.79,86.5,内蒙古自治区
200805,161.63,92.3,39.01,128.9,9.22,300.9,内蒙古自治区
200806,180.94,61.5,50.53,13.0,10.1,260.7,内蒙古自治区
200807,196.46,61.3,64.24,31.6,12.33,340.0,内蒙古自治区
200808,202.86,54.4,72.52,21.9,33.38,0.0,内蒙古自治区
200809,207.37,40.8,76.08,0.6,38.61,0.0,内蒙古自治区
200810,214.06,43.2,81.17,4.1,45.62,0.0,内蒙古自治区
200811,225.4,47.4,92.51,13.8,46.25,247.6,内蒙古自治区
200812,230.13,46.9,92.53,9.1,48.77,54.6,内蒙古自治区
200901,0.0,0.0,0.0,0.0,0.0,0.0,内蒙古自治区
200902,181.36,0.0,0.0,0.0,0.0,0.0,内蒙古自治区
200903,48.66,-4.5,5.1,-73.3,0.0,0.0,内蒙古自治区
200904,89.49,-30.4,21.77,-25.2,0.76,-72.8,内蒙古自治区
200905,125.28,-22.5,36.88,-5.5,1.71,-81.4,内蒙古自治区
200906,173.98,-3.8,70.79,40.1,1.71,-83.0,内蒙古自治区
200907,236.89,20.6,80.74,25.7,2.24,-81.9,内蒙古自治区
200908,253.74,25.1,92.28,27.2,2.24,-93.3,内蒙古自治区
200909,267.87,29.2,105.33,38.5,3.29,-91.5,内蒙古自治区
200910,275.34,28.6,110.55,36.2,9.49,-79.2,内蒙古自治区
200911,282.29,25.2,159.01,71.9,25.49,-44.9,内蒙古自治区
200912,281.41,21.0,160.25,70.0,50.0,-1.7,内蒙古自治区
201001,0.0,0.0,0.0,0.0,0.0,0.0,内蒙古自治区
201002,14.8,30.3,0.0,0.0,0.0,0.0,内蒙古自治区
201003,35.85,-26.3,5.3,3.9,0.71,0.0,内蒙古自治区
201004,179.54,100.6,73.91,239.5,1.27,68.1,内蒙古自治区
201005,291.34,132.5,234.43,0.0,8.67,405.8,内蒙古自治区
201006,314.09,80.5,251.94,255.9,11.67,0.0,内蒙古自治区
201007,331.91,40.1,164.46,103.7,11.82,429.1,内蒙古自治区
201008,376.29,48.3,194.16,110.4,11.92,433.4,内蒙古自治区
201009,447.66,67.1,258.57,145.5,11.92,261.8,内蒙古自治区
201010,463.4384,68.3,271.2023,145.3,12.4442,31.2,内蒙古自治区
201011,478.1307,69.4,283.8845,78.5,18.6809,-26.7,内蒙古自治区
201012,486.1401,72.7,285.8345,78.1,28.9215,-40.4,内蒙古自治区
201101,0.0,0.0,0.0,0.0,0.0,0.0,内蒙古自治区
201102,2.312,-84.4,0.0,0.0,0.0,0.0,内蒙古自治区
201103,101.2143,182.3,23.6337,346.2,0.07,-90.1,内蒙古自治区
201104,348.7431,94.2,57.1551,-22.7,0.185,-85.5,内蒙古自治区
201105,440.4232,51.2,87.5626,-62.6,1.2037,-86.1,内蒙古自治区
201106,512.9808,63.3,141.1543,-44.0,7.7527,-33.6,内蒙古自治区
201107,541.3963,63.1,169.4689,3.0,13.9239,17.8,内蒙古自治区
201108,579.0557,53.9,203.644,4.9,13.9409,16.9,内蒙古自治区
201109,643.9968,43.9,253.9264,-1.8,15.8934,33.3,内蒙古自治区
201110,704.0525,51.9,294.8263,8.7,24.7247,98.7,内蒙古自治区
201111,708.3031,48.1,299.5902,5.5,29.672,58.8,内蒙古自治区
201112,675.5554,39.1,266.2558,-6.8,31.9122,9.8,内蒙古自治区
201201,0.0,0.0,0.0,0.0,0.0,0.0,内蒙古自治区
201202,606.5601,0.0,0.0,0.0,0.8353,0.0,内蒙古自治区
201203,599.8029,492.6,31.4068,32.9,0.8353,0.0,内蒙古自治区
201204,495.938,42.2,50.8534,-11.0,9.0533,0.0,内蒙古自治区
201205,574.2513,30.4,69.9866,-20.1,9.6403,0.0,内蒙古自治区
201206,603.4409,17.6,102.2989,-27.5,14.6995,89.6,内蒙古自治区
201207,597.9156,10.4,111.8929,-34.0,20.9248,50.3,内蒙古自治区
201208,606.0193,4.7,130.5893,-35.9,21.8684,56.9,内蒙古自治区
201209,589.1443,-8.5,132.2858,-47.9,23.9361,50.6,内蒙古自治区
201210,603.4516,-14.3,143.9253,-51.2,28.4281,15.0,内蒙古自治区
201211,616.1318,-13.0,156.6665,-47.7,29.9505,0.9,内蒙古自治区
201212,643.0957,-8.8,160.5452,-47.5,67.2301,133.3,内蒙古自治区
201301,0.0,0.0,0.0,0.0,0.0,0.0,内蒙古自治区
201302,481.4542,-20.6,11.67,0.0,0.0,0.0,内蒙古自治区
201303,502.774,-16.2,16.2894,-48.1,0.0,0.0,内蒙古自治区
201304,560.7139,13.1,26.1802,-48.5,1.0763,-88.1,内蒙古自治区
201305,591.3592,3.0,35.047,-49.9,1.6859,-82.5,内蒙古自治区
201306,607.8841,0.7,52.2518,-48.9,1.8359,-87.5,内蒙古自治区
201307,630.2513,5.4,59.8647,-46.5,1.8721,-91.1,内蒙古自治区
201308,644.0276,6.3,73.6903,-43.6,6.3905,-70.8,内蒙古自治区
201309,656.9015,11.5,88.8828,-32.8,9.2315,-61.4,内蒙古自治区
201310,672.2819,11.4,92.7122,-35.6,15.4705,-45.6,内蒙古自治区
201311,691.8828,12.3,99.7527,-36.3,20.1015,-32.9,内蒙古自治区
201312,692.8978,7.7,99.5041,-38.0,41.6637,-38.0,内蒙古自治区
201401,0.0,0.0,0.0,0.0,0.0,0.0,内蒙古自治区
201402,537.1297,11.6,0.9345,-92.0,0.0,0.0,内蒙古自治区
201403,543.2578,8.1,30.4351,86.8,0.3101,0.0,内蒙古自治区
201404,570.1352,1.7,39.9736,52.7,2.5023,132.5,内蒙古自治区
201405,575.8928,-2.6,45.9057,31.0,2.7647,64.0,内蒙古自治区
201406,611.9848,0.7,61.0121,16.8,6.6591,262.7,内蒙古自治区
201407,615.4577,-2.3,64.7805,8.2,13.9638,0.0,内蒙古自治区
201408,632.6223,-1.8,53.5915,-27.3,15.6688,145.2,内蒙古自治区
201409,637.387,-3.0,63.6136,-28.4,16.0832,74.2,内蒙古自治区
201410,642.1615,-4.5,67.8092,-26.9,25.2555,63.2,内蒙古自治区
201411,647.9509,-6.3,72.471,-27.3,28.6789,42.7,内蒙古自治区
201412,641.902,-7.4,72.471,-27.2,34.0225,-18.3,内蒙古自治区
201501,0.0,0.0,0.0,0.0,0.0,0.0,内蒙古自治区
201502,549.9465,2.4,0.51,-45.4,0.0,0.0,内蒙古自治区
201503,561.2044,3.3,0.25,-99.2,0.8936,188.2,内蒙古自治区
201504,578.3556,1.4,2.8988,-92.7,0.8936,-64.3,内蒙古自治区
201505,590.4653,2.5,8.7072,-81.0,6.8987,149.5,内蒙古自治区
201506,594.6287,-2.8,13.2798,-78.2,9.2179,38.4,内蒙古自治区
201507,600.3194,-2.5,17.9154,-72.3,9.2179,-34.0,内蒙古自治区
201508,600.5405,-5.1,18.1365,-66.2,9.4762,-39.5,内蒙古自治区
201509,614.9337,-3.5,29.0612,-54.3,9.4762,-41.1,内蒙古自治区
201510,616.8258,-3.9,29.8528,-56.0,26.7092,5.8,内蒙古自治区
201511,619.9569,-4.3,29.8528,-58.8,31.999,11.6,内蒙古自治区
201512,624.5508,-2.7,29.8528,-58.8,33.4378,-1.7,内蒙古自治区
201601,0.0,0.0,0.0,0.0,0.0,0.0,内蒙古自治区
201602,566.0117,2.9,0.7238,41.9,0.0,0.0,内蒙古自治区
201603,547.0776,-2.5,0.9488,279.5,0.1398,-84.4,内蒙古自治区
201604,553.2515,-4.3,4.2544,46.8,0.1398,-84.4,内蒙古自治区
201605,550.9295,-6.7,4.6537,-46.6,4.5728,-33.7,内蒙古自治区
201606,551.8087,-7.2,5.4815,-58.7,7.5531,-18.1,内蒙古自治区
201607,556.4117,-7.3,10.0845,-43.7,8.0289,-12.9,内蒙古自治区
201608,556.6877,-7.3,10.3605,-42.9,11.4482,20.8,内蒙古自治区
201609,566.3004,-7.9,15.2652,-47.5,11.4482,20.8,内蒙古自治区
201610,568.8424,-7.8,17.8072,-40.3,16.2149,-39.3,内蒙古自治区
201611,570.1524,-8.0,19.1172,-36.0,16.5059,-48.4,内蒙古自治区
201612,565.7627,-9.4,20.1387,-32.5,23.795,-28.8,内蒙古自治区
201701,0.0,0.0,0.0,0.0,0.0,0.0,内蒙古自治区
201702,525.6843,-7.1,0.0521,-92.8,10.6566,0.0,内蒙古自治区
201703,528.5102,-3.4,2.878,203.3,13.0455,0.0,内蒙古自治区
201704,532.0433,-3.8,6.5467,53.9,13.4116,0.0,内蒙古自治区
201705,537.9236,-2.4,13.427,188.5,14.3802,214.5,内蒙古自治区
201706,544.5412,-1.3,14.4871,164.3,23.5167,211.4,内蒙古自治区
201707,555.7123,-0.1,25.6982,154.8,24.8711,209.8,内蒙古自治区
201708,556.2476,-0.1,26.2335,153.2,27.0156,136.0,内蒙古自治区
201709,567.324,0.2,35.4283,132.1,28.9472,152.9,内蒙古自治区
201710,565.8126,-0.5,35.5783,99.8,36.2917,123.8,内蒙古自治区
201711,565.9029,-0.7,35.8643,87.6,42.4953,157.5,内蒙古自治区
201712,556.8719,-1.6,37.0283,83.9,39.1752,64.6,内蒙古自治区
201801,0.0,0.0,0.0,0.0,0.0,0.0,内蒙古自治区
201802,476.0855,-9.4,0.8134,0.0,0.19,-98.2,内蒙古自治区
201803,441.5892,-16.4,2.491,-13.4,9.2926,-28.8,内蒙古自治区
201804,442.3444,-16.9,3.2404,-50.5,9.6767,-27.8,内蒙古自治区
201805,446.8108,-16.9,7.6275,-43.2,11.304,-21.4,内蒙古自治区
201806,453.0313,-16.8,13.1822,-9.0,14.4895,-38.4,内蒙古自治区
201807,460.0797,-17.2,17.0183,-33.8,14.5035,-41.7,内蒙古自治区
201808,461.6273,-17.0,20.1332,-23.3,15.5145,-42.6,内蒙古自治区
201809,463.1579,-18.4,21.6638,-38.9,18.5137,-36.0,内蒙古自治区
201810,467.9066,-17.3,27.0612,-23.9,19.803,-45.4,内蒙古自治区
201811,470.62,-16.8,29.6283,-17.4,21.7562,-48.8,内蒙古自治区
201812,463.742,-16.7,29.7594,-19.6,25.4787,-35.0,内蒙古自治区
200801,0.0,0.0,0.0,0.0,0.0,0.0,辽宁省
200802,41.44,110.0,3.17,3.9,0.0,0.0,辽宁省
200803,100.35,95.7,3.93,-49.7,0.1,0.0,辽宁省
200804,165.2,47.1,10.21,-46.7,0.14,0.0,辽宁省
200805,163.04,-3.7,32.67,-10.4,2.89,0.0,辽宁省
200806,196.35,4.2,39.15,-15.8,3.75,132.5,辽宁省
200807,207.95,2.0,46.56,-13.9,4.3,166.1,辽宁省
200808,244.75,15.9,49.62,-23.8,4.3,137.8,辽宁省
200809,267.6,17.3,54.63,-31.3,13.25,128.1,辽宁省
200810,278.23,-0.8,62.21,-53.0,14.32,146.6,辽宁省
200811,291.69,21.8,65.23,-28.7,17.85,136.4,辽宁省
200812,314.23,37.1,85.04,-11.4,41.11,-26.1,辽宁省
200901,0.0,0.0,0.0,0.0,0.0,0.0,辽宁省
200902,104.65,152.5,11.06,248.9,3.43,0.0,辽宁省
200903,202.53,101.8,11.14,183.3,3.13,0.0,辽宁省
200904,247.55,49.9,21.6,111.6,4.33,0.0,辽宁省
200905,260.33,59.7,30.85,-5.6,6.57,127.4,辽宁省
200906,310.49,58.1,68.48,74.9,8.33,121.8,辽宁省
200907,319.97,53.9,71.03,52.5,9.35,117.7,辽宁省
200908,349.81,42.9,82.09,65.4,16.27,278.6,辽宁省
200909,406.79,52.0,137.42,151.5,16.31,23.1,辽宁省
200910,416.73,49.8,143.51,130.7,20.71,44.6,辽宁省
200911,421.57,44.5,146.33,124.3,23.19,29.9,辽宁省
200912,428.61,35.4,148.87,76.7,37.36,-14.1,辽宁省
201001,0.0,0.0,0.0,0.0,0.0,0.0,辽宁省
201002,383.94,50.4,0.63,-94.3,0.1,-97.1,辽宁省
201003,382.6,88.9,18.33,64.6,13.26,323.9,辽宁省
201004,423.08,70.9,24.19,12.0,15.4,255.9,辽宁省
201005,447.05,71.7,44.22,43.4,17.31,163.5,辽宁省
201006,491.13,58.2,128.46,87.6,23.77,185.5,辽宁省
201007,510.35,59.5,139.91,97.0,27.51,194.1,辽宁省
201008,517.24,47.9,147.33,79.5,27.51,69.1,辽宁省
201009,537.89,32.2,169.57,23.4,30.82,89.0,辽宁省
201010,561.0928,34.6,181.3041,26.3,36.3796,75.7,辽宁省
201011,573.3828,36.0,209.4142,43.1,39.0705,68.5,辽宁省
201012,582.9506,36.0,214.0546,43.8,75.2925,101.5,辽宁省
201101,0.0,0.0,0.0,0.0,0.0,0.0,辽宁省
201102,495.5746,29.1,7.1651,0.0,0.2954,195.4,辽宁省
201103,509.0067,33.0,24.4149,33.2,4.2958,-67.6,辽宁省
201104,510.0473,20.6,27.151,12.3,5.1792,-66.4,辽宁省
201105,522.3974,16.9,39.9605,-9.6,6.626,-61.7,辽宁省
201106,549.7156,11.9,52.121,-59.4,7.6038,-68.0,辽宁省
201107,557.7571,9.3,57.1833,-59.1,8.2129,-70.1,辽宁省
201108,590.0822,14.1,91.5384,-37.9,10.7759,-60.8,辽宁省
201109,597.6811,11.1,98.6529,-41.8,18.6362,-39.5,辽宁省
201110,611.0015,8.9,102.4331,-43.5,24.1936,-33.5,辽宁省
201111,631.8628,10.2,111.0399,-47.0,31.1698,-20.2,辽宁省
201112,611.6274,4.9,116.1829,-46.1,73.1595,-2.8,辽宁省
201201,0.0,0.0,0.0,0.0,0.0,0.0,辽宁省
201202,571.218,15.3,10.1631,41.8,10.4739,0.0,辽宁省
201203,570.9227,12.2,17.3421,-29.0,22.7168,428.8,辽宁省
201204,602.4976,18.1,26.5589,-2.2,23.5768,355.2,辽宁省
201205,618.4667,18.4,70.1912,75.7,25.6022,286.4,辽宁省
201206,660.6982,20.2,112.7859,116.4,27.602,263.0,辽宁省
201207,719.6911,29.0,173.6158,203.6,28.4571,246.5,辽宁省
201208,765.6389,29.8,215.3883,135.3,32.3007,199.7,辽宁省
201209,772.4372,29.2,221.8286,124.9,33.2551,78.4,辽宁省
201210,781.7018,27.9,229.033,123.6,44.1101,82.3,辽宁省
201211,778.9406,23.3,233.7218,110.5,49.1499,57.7,辽宁省
201212,778.9947,28.0,234.6134,108.2,99.7425,37.7,辽宁省
201301,0.0,0.0,0.0,0.0,0.0,0.0,辽宁省
201302,559.0625,-2.1,13.5711,33.5,5.1686,-50.7,辽宁省
201303,605.6913,6.1,23.2389,34.0,7.7264,-66.0,辽宁省
201304,636.2856,5.6,36.9386,39.1,8.8858,-62.3,辽宁省
201305,696.8231,12.7,87.7575,25.0,12.7433,-50.2,辽宁省
201306,728.6419,10.3,112.8006,0.0,17.2171,-37.6,辽宁省
201307,736.7451,2.4,120.8371,-30.4,17.7686,-37.6,辽宁省
201308,761.3113,-0.6,147.1969,-31.7,19.6799,-39.1,辽宁省
201309,772.6935,0.0,158.5791,-28.5,26.241,-21.1,辽宁省
201310,776.039,-0.7,175.3446,-23.4,34.0058,-22.9,辽宁省
201311,786.3433,1.0,184.1941,-21.2,42.381,-13.8,辽宁省
201312,796.4625,2.2,196.7966,-16.1,66.2431,-33.6,辽宁省
201401,0.0,0.0,0.0,0.0,0.0,0.0,辽宁省
201402,640.5705,14.6,11.64,-14.2,0.0,0.0,辽宁省
201403,657.4312,8.5,16.6168,-28.5,0.1121,-98.5,辽宁省
201404,678.5064,6.6,31.7372,-14.1,1.488,-83.3,辽宁省
201405,690.5637,-0.9,42.1148,-52.0,1.9958,-84.3,辽宁省
201406,717.4036,-1.5,64.7727,-42.6,2.9923,-82.6,辽宁省
201407,732.1229,-0.6,75.6485,-37.4,3.0127,-83.0,辽宁省
201408,771.6018,1.4,111.6374,-24.2,15.6405,-20.5,辽宁省
201409,792.8085,2.6,131.4657,-17.1,22.1219,-15.7,辽宁省
201410,803.5807,3.5,145.1844,-17.2,24.8102,-27.0,辽宁省
201411,809.7519,3.0,150.2175,-18.4,62.2702,46.9,辽宁省
201412,816.0841,2.5,154.1603,-21.7,74.1138,11.9,辽宁省
201501,0.0,0.0,0.0,0.0,0.0,0.0,辽宁省
201502,591.1342,-7.7,4.775,-59.0,0.0,0.0,辽宁省
201503,595.7696,-9.4,6.4721,-61.1,0.0668,-40.4,辽宁省
201504,603.7834,-11.0,8.5402,-73.1,0.5485,-63.1,辽宁省
201505,620.9745,-10.1,19.3087,-54.2,1.7862,-10.5,辽宁省
201506,627.1126,-12.6,25.2588,-61.0,7.1182,137.9,辽宁省
201507,642.9189,-12.2,46.327,-38.8,7.7417,157.0,辽宁省
201508,646.3461,-16.2,43.6802,-60.9,8.0745,-48.4,辽宁省
201509,645.0378,-18.6,46.5645,-64.6,10.9583,-50.5,辽宁省
201510,649.535,-19.2,47.5638,-67.2,19.2822,-22.3,辽宁省
201511,650.7198,-19.6,48.493,-67.7,21.1868,-66.0,辽宁省
201512,648.7844,-20.5,55.026,-64.3,22.4408,-69.7,辽宁省
201601,0.0,0.0,0.0,0.0,0.0,0.0,辽宁省
201602,545.2574,-7.8,3.7485,-21.5,2.0359,0.0,辽宁省
201603,555.9846,-6.7,14.608,125.7,3.2537,0.0,辽宁省
201604,558.3191,-7.5,16.5425,93.7,4.409,0.0,辽宁省
201605,570.0343,-8.2,30.5018,58.0,9.9806,458.8,辽宁省
201606,571.3584,-8.9,34.0334,34.7,10.8147,51.9,辽宁省
201607,592.5792,-7.8,51.7701,11.7,10.9377,41.3,辽宁省
201608,592.2598,-8.4,51.6642,18.3,11.8803,47.1,辽宁省
201609,594.8451,-7.8,56.3258,21.0,19.6445,79.3,辽宁省
201610,595.1089,-8.4,56.5896,19.0,21.8097,13.1,辽宁省
201611,596.3742,-8.4,57.8549,19.3,22.7482,7.4,辽宁省
201612,595.5142,-8.2,57.0149,3.6,26.7062,19.0,辽宁省
201701,0.0,0.0,0.0,0.0,0.0,0.0,辽宁省
201702,474.0987,-13.1,1.7783,-52.6,0.8037,-60.5,辽宁省
201703,476.9459,-14.2,4.6235,-68.3,1.2033,-63.0,辽宁省
201704,495.3675,-11.3,22.3631,35.2,1.896,-57.0,辽宁省
201705,503.0507,-11.8,30.6155,0.4,1.9275,-80.7,辽宁省
201706,506.2032,-11.4,33.768,-0.8,3.0074,-72.2,辽宁省
201707,510.2053,-13.9,37.6741,-27.2,6.8491,-37.4,辽宁省
201708,510.5101,-13.8,40.3969,-21.8,7.4544,-37.3,辽宁省
201709,534.5759,-10.1,63.6837,13.1,25.3195,28.9,辽宁省
201710,535.3313,-10.0,64.1861,13.4,25.4395,16.6,辽宁省
201711,538.7639,-9.7,67.2212,16.2,32.3259,42.1,辽宁省
201712,535.0501,-10.2,66.3743,16.4,35.9137,34.5,辽宁省
201801,0.0,0.0,0.0,0.0,0.0,0.0,辽宁省
201802,455.8026,-3.9,0.0171,-99.0,2.9921,272.3,辽宁省
201803,456.3307,-4.3,0.0873,-98.1,6.3025,423.8,辽宁省
201804,459.742,-7.2,0.2886,-98.7,9.3654,394.0,辽宁省
201805,463.7209,-7.8,5.7475,-81.2,14.5094,0.0,辽宁省
