月份,商品住宅施工面积_累计值,商品住宅施工面积_累计增长,商品住宅新开工施工面积_累计值,商品住宅新开工施工面积_累计增长,商品住宅竣工面积_累计值,商品住宅竣工面积_累计增长,地区
201412,13607.7771,4.9,3654.2886,-19.3,1255.2036,-20.4,云南省
201501,0.0,0.0,0.0,0.0,0.0,0.0,云南省
201502,11015.3974,10.7,219.4866,-49.6,295.618,65.5,云南省
201503,11272.5538,8.5,253.7583,-63.8,390.4933,7.0,云南省
201504,11716.7179,9.6,570.7839,-40.3,456.6829,-0.8,云南省
201505,11982.9689,8.5,800.044,-38.4,536.8343,6.3,云南省
201506,12503.8109,8.1,1270.067,-31.5,670.7421,11.3,云南省
201507,12834.1194,6.8,1456.0753,-33.2,779.8949,15.3,云南省
201508,13060.3118,4.7,1656.7409,-33.1,925.9272,31.7,云南省
201509,13407.197,4.5,1987.8198,-28.5,1200.2331,53.3,云南省
201510,13497.0961,2.9,2068.3938,-30.9,1503.3266,68.8,云南省
201511,13783.1985,2.2,2268.8478,-34.6,1733.8006,68.7,云南省
201512,13867.0146,1.9,2517.2839,-31.1,1896.558,51.1,云南省
201601,0.0,0.0,0.0,0.0,0.0,0.0,云南省
201602,11054.5227,0.4,226.897,3.4,227.8101,-22.9,云南省
201603,11248.3278,-0.2,405.2195,59.7,253.3288,-35.1,云南省
201604,11602.0933,-1.0,686.0606,20.2,375.0597,-17.9,云南省
201605,11805.1036,-1.5,813.1447,1.6,538.2736,0.3,云南省
201606,12059.0087,-3.6,1037.1829,-18.3,596.4816,-11.1,云南省
201607,12175.3739,-5.1,1239.9523,-14.8,692.4749,-11.2,云南省
201608,12671.6239,-3.0,1623.104,-2.0,756.0331,-18.3,云南省
201609,12801.4006,-4.5,1733.0387,-12.8,850.9733,-29.1,云南省
201610,13052.9595,-3.3,1930.4929,-6.7,947.6122,-37.0,云南省
201611,13241.3072,-3.9,2121.2063,-6.5,1109.1619,-36.0,云南省
201612,13324.6378,-3.9,2201.3384,-12.6,1433.8565,-24.4,云南省
201701,0.0,0.0,0.0,0.0,0.0,0.0,云南省
201702,11356.5778,2.7,220.2414,-2.9,218.0942,-4.3,云南省
201703,11490.9078,2.2,439.8493,8.5,386.8094,52.7,云南省
201704,11790.2287,1.6,681.277,-0.7,474.4022,26.5,云南省
201705,12066.1946,2.2,924.9272,13.7,602.2341,11.9,云南省
201706,12383.8373,2.7,1234.5254,19.0,687.4503,15.3,云南省
201707,12418.5194,2.0,1400.1074,12.9,870.5853,25.7,云南省
201708,12563.1497,-0.9,1559.182,-3.9,969.3211,28.2,云南省
201709,12867.5574,0.5,1899.2398,9.6,985.5101,15.8,云南省
201710,13039.4166,-0.1,2082.8479,7.9,1165.6467,23.0,云南省
201711,13216.2544,-0.2,2284.7832,7.7,1366.4912,23.2,云南省
201712,13534.4305,1.6,2632.0211,19.6,1554.704,8.4,云南省
201801,0.0,0.0,0.0,0.0,0.0,0.0,云南省
201802,10979.4802,-3.3,162.6219,-26.2,180.049,-17.4,云南省
201803,10925.4238,-4.9,319.9473,-27.3,238.2387,-38.4,云南省
201804,11093.0856,-5.9,512.842,-24.7,301.9587,-36.3,云南省
201805,11364.9233,-5.8,808.5187,-12.6,371.6249,-38.3,云南省
201806,11879.128,-4.1,1196.3897,-3.1,483.5262,-29.7,云南省
201807,12138.7055,-2.3,1451.8774,3.7,519.5777,-40.3,云南省
201808,12447.1454,-0.9,1697.5081,8.9,519.5108,-46.4,云南省
201809,12863.2799,0.0,2085.9723,9.8,577.6817,-41.4,云南省
201810,13198.3649,1.2,2413.6291,15.9,647.7641,-44.4,云南省
201811,13690.2893,3.6,2865.8727,25.4,793.6985,-41.9,云南省
201812,14243.507,5.2,3386.8292,28.7,1047.6462,-32.6,云南省
200801,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
200802,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
200803,1.65,-93.2,1.5,127.3,0.0,0.0,西藏自治区
200804,9.89,-79.3,1.78,-80.0,0.0,0.0,西藏自治区
200805,49.77,-6.5,2.28,-74.4,9.13,0.0,西藏自治区
200806,81.26,52.6,7.7,-13.4,21.07,0.0,西藏自治区
200807,105.57,89.8,7.7,-13.4,25.93,0.0,西藏自治区
200808,105.57,89.8,7.7,-13.4,25.93,0.0,西藏自治区
200809,123.22,121.5,7.7,-13.4,43.58,0.0,西藏自治区
200810,123.22,121.5,7.7,-13.4,43.58,0.0,西藏自治区
200811,123.22,121.5,7.7,-13.4,43.86,0.0,西藏自治区
200812,123.22,18.9,7.7,-84.1,43.86,13.2,西藏自治区
200901,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
200902,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
200903,5.69,244.6,0.0,0.0,0.0,0.0,西藏自治区
200904,31.37,217.2,5.6,214.9,0.0,0.0,西藏自治区
200905,92.06,85.0,17.01,0.0,3.79,-58.5,西藏自治区
200906,95.54,17.6,20.49,166.1,14.58,-30.8,西藏自治区
200907,78.83,-25.3,18.47,139.9,0.0,0.0,西藏自治区
200908,107.8,2.1,29.7,285.7,0.0,0.0,西藏自治区
200909,119.8,-2.8,34.23,344.4,25.28,-42.0,西藏自治区
200910,119.8,-2.8,34.23,344.4,35.76,-17.9,西藏自治区
200911,119.8,-2.8,34.23,344.4,35.76,-18.5,西藏自治区
200912,4.74,-96.3,4.74,-91.1,0.0,0.0,西藏自治区
201001,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
201002,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
201003,29.32,415.8,0.22,0.0,0.0,0.0,西藏自治区
201004,29.32,-6.5,0.22,-96.1,0.0,0.0,西藏自治区
201005,33.85,-63.2,2.2,-87.0,0.0,0.0,西藏自治区
201006,51.97,-45.6,2.2,-89.2,0.0,0.0,西藏自治区
201007,54.98,-30.3,5.22,-71.7,0.0,0.0,西藏自治区
201008,58.33,-45.9,5.22,-82.4,5.16,0.0,西藏自治区
201009,66.43,-44.6,13.32,-61.1,5.16,-79.6,西藏自治区
201010,66.4279,-44.6,13.3201,-61.1,5.1629,-85.6,西藏自治区
201011,66.4279,-44.6,13.3201,-61.1,5.1629,-85.6,西藏自治区
201012,66.4279,-45.6,13.3201,-58.2,11.222,-73.5,西藏自治区
201101,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
201102,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
201103,0.4464,-98.5,0.0,0.0,0.4464,0.0,西藏自治区
201104,8.0983,-72.4,0.0,0.0,1.062,0.0,西藏自治区
201105,31.2219,-7.8,0.0,0.0,5.7526,0.0,西藏自治区
201106,32.172,-38.1,0.0,0.0,9.3859,0.0,西藏自治区
201107,32.172,-41.5,0.0,0.0,9.3859,0.0,西藏自治区
201108,36.2772,-37.8,0.0383,-99.3,9.3859,81.8,西藏自治区
201109,36.2772,-45.4,0.0383,-99.7,14.5838,182.5,西藏自治区
201110,36.2772,-45.4,0.0383,-99.7,19.2838,273.5,西藏自治区
201111,36.2772,-45.4,0.0383,-99.7,19.2838,273.5,西藏自治区
201112,36.2772,-47.0,0.0383,-99.7,19.2838,67.6,西藏自治区
201201,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
201202,0.0383,0.0,0.0,0.0,0.0,0.0,西藏自治区
201203,10.5309,0.0,0.0,0.0,6.4561,0.0,西藏自治区
201204,14.7837,82.6,4.2528,0.0,6.4561,0.0,西藏自治区
201205,14.7837,-52.6,4.2528,0.0,6.4561,12.2,西藏自治区
201206,14.7837,-54.0,4.2528,0.0,6.4561,-31.2,西藏自治区
201207,24.202,-24.8,13.6711,0.0,6.4561,-31.2,西藏自治区
201208,27.605,-23.9,13.6711,0.0,6.4561,-31.2,西藏自治区
201209,27.605,-23.9,13.6711,0.0,6.4561,-55.7,西藏自治区
201210,27.605,-23.9,13.6711,0.0,6.4561,-66.5,西藏自治区
201211,31.0053,-14.5,17.0714,0.0,6.4561,-66.5,西藏自治区
201212,31.0053,-14.5,17.0714,0.0,6.4561,-66.5,西藏自治区
201301,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
201302,24.5492,0.0,0.0,0.0,0.0,0.0,西藏自治区
201303,22.6492,115.1,0.0,0.0,0.0,0.0,西藏自治区
201304,30.5507,106.7,13.5834,219.4,0.0,0.0,西藏自治区
201305,30.5507,106.7,13.5834,219.4,0.0,0.0,西藏自治区
201306,31.6507,114.1,13.6334,220.6,0.0,0.0,西藏自治区
201307,35.7078,47.5,17.7935,30.2,0.0,0.0,西藏自治区
201308,36.882,33.6,17.8948,30.9,0.0,0.0,西藏自治区
201309,36.882,33.6,19.9906,46.2,1.951,-69.8,西藏自治区
201310,36.882,33.6,20.0056,46.3,1.951,-69.8,西藏自治区
201311,36.882,19.0,20.1048,17.8,1.951,-69.8,西藏自治区
201312,39.1533,26.3,22.3699,31.0,10.6497,65.0,西藏自治区
201401,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
201402,19.6575,-19.9,0.0,0.0,0.0,0.0,西藏自治区
201403,19.6575,-13.2,0.0,0.0,0.0,0.0,西藏自治区
201404,47.3205,54.9,27.8734,105.2,0.0,0.0,西藏自治区
201405,61.9117,102.7,42.5413,213.2,0.0,0.0,西藏自治区
201406,79.1312,150.0,53.4396,292.0,6.5434,0.0,西藏自治区
201407,87.3402,144.6,55.2405,210.5,6.5434,0.0,西藏自治区
201408,110.6814,200.1,78.6017,339.2,6.5434,0.0,西藏自治区
201409,160.5732,335.4,97.5545,388.0,14.4449,0.0,西藏自治区
201410,174.776,373.9,115.4238,477.0,27.4232,0.0,西藏自治区
201411,177.7547,382.0,118.4025,488.9,27.4232,0.0,西藏自治区
201412,177.7852,354.1,118.433,429.4,29.4456,176.5,西藏自治区
201501,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
201502,132.3766,0.0,0.0,0.0,0.0,0.0,西藏自治区
201503,141.3653,0.0,6.2,0.0,0.0,0.0,西藏自治区
201504,157.2218,232.2,8.7819,-68.5,7.1699,0.0,西藏自治区
201505,174.6194,182.0,12.4426,-70.8,7.1699,0.0,西藏自治区
201506,179.2452,126.5,17.687,-66.9,10.8398,65.7,西藏自治区
201507,213.2835,144.2,33.2091,-39.9,26.5659,306.0,西藏自治区
201508,224.238,102.6,44.316,-43.6,59.3397,0.0,西藏自治区
201509,245.9501,53.2,66.8869,-31.4,70.5406,388.3,西藏自治区
201510,248.2501,42.0,69.1869,-40.1,70.5406,157.2,西藏自治区
201511,259.5882,46.0,80.525,-32.0,70.5406,157.2,西藏自治区
201512,259.9382,46.2,80.875,-31.7,70.5406,139.6,西藏自治区
201601,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
201602,184.368,39.3,0.0,0.0,0.0,0.0,西藏自治区
201603,185.718,31.4,1.35,-78.2,0.0,0.0,西藏自治区
201604,195.3267,24.2,2.1998,-75.0,1.2069,-83.2,西藏自治区
201605,196.7508,12.7,2.6798,-78.5,1.2069,-83.2,西藏自治区
201606,211.3123,17.9,17.2413,-2.5,1.2069,-88.9,西藏自治区
201607,219.4971,2.9,22.4295,-32.5,5.9071,-77.8,西藏自治区
201608,222.6048,-0.7,25.5372,-42.4,5.9071,-90.0,西藏自治区
201609,223.6048,-9.1,26.5372,-60.3,5.9071,-91.6,西藏自治区
201610,226.923,-8.6,29.8554,-56.8,18.7316,-73.4,西藏自治区
201611,232.5927,-10.4,35.5251,-55.9,25.2024,-64.3,西藏自治区
201612,232.5927,-10.5,35.5251,-56.1,25.2024,-64.3,西藏自治区
201701,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
201702,103.9059,-43.6,0.0,0.0,0.0,0.0,西藏自治区
201703,108.6939,-41.5,4.7592,252.5,1.1,0.0,西藏自治区
201704,112.1105,-42.6,8.1758,271.7,3.638,201.4,西藏自治区
201705,111.0222,-43.6,10.0841,276.3,3.638,201.4,西藏自治区
201706,119.0634,-43.7,18.1253,5.1,8.5091,0.0,西藏自治区
201707,119.5706,-45.5,18.6325,-16.9,8.5091,44.0,西藏自治区
201708,120.6116,-45.8,19.6735,-23.0,8.5091,44.0,西藏自治区
201709,130.3159,-41.7,29.3778,10.7,11.5091,94.8,西藏自治区
201710,130.5559,-42.5,29.6178,-0.8,12.7491,-31.9,西藏自治区
201711,132.514,-43.0,31.5759,-11.1,26.6543,5.8,西藏自治区
201712,132.514,-43.0,31.5759,-11.1,26.6543,5.8,西藏自治区
201801,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
201802,92.3239,-11.1,0.0,0.0,0.0,0.0,西藏自治区
201803,109.5346,0.8,12.6339,165.5,0.0,0.0,西藏自治区
201804,106.6205,-4.9,13.7198,67.8,7.5706,108.1,西藏自治区
201805,115.2445,3.8,22.6282,124.4,13.1541,261.6,西藏自治区
201806,175.7905,47.6,83.1742,358.9,13.1541,54.6,西藏自治区
201807,185.0266,54.7,92.4103,396.0,16.9869,99.6,西藏自治区
201808,185.1266,53.5,92.5103,370.2,16.9869,99.6,西藏自治区
201809,189.1621,45.2,96.5458,228.6,18.7302,62.7,西藏自治区
201810,206.7268,58.3,107.444,262.8,38.7368,203.8,西藏自治区
201811,219.344,65.5,120.0612,280.2,38.7368,45.3,西藏自治区
201812,225.042,69.8,128.548,307.1,38.7368,45.3,西藏自治区
200801,0.0,0.0,0.0,0.0,0.0,0.0,陕西省
200802,1865.26,120.4,366.25,163.2,63.06,0.0,陕西省
200803,2435.62,44.4,576.02,67.2,112.5,214.0,陕西省
200804,2861.92,40.4,734.66,51.9,128.96,141.4,陕西省
200805,3144.0,38.8,870.8,48.5,155.2,37.4,陕西省
200806,3576.08,37.2,1028.23,37.5,209.21,12.5,陕西省
200807,3669.74,30.1,1073.84,21.7,248.17,17.4,陕西省
200808,3794.07,31.5,1118.39,23.7,262.43,16.5,陕西省
200809,4029.45,31.9,1250.49,28.7,281.82,15.2,陕西省
200810,4172.24,33.4,1330.34,28.9,297.2,5.2,陕西省
200811,4375.83,33.2,1431.05,29.7,345.65,14.0,陕西省
200812,4797.88,27.9,1624.36,27.3,652.83,-18.6,陕西省
200901,0.0,0.0,0.0,0.0,0.0,0.0,陕西省
200902,2597.79,39.3,438.26,19.7,32.9,-47.8,陕西省
200903,3438.94,41.2,570.77,-0.9,100.62,-10.6,陕西省
200904,3856.22,34.7,767.75,4.5,187.78,45.6,陕西省
200905,4305.31,36.9,936.81,7.6,211.21,36.1,陕西省
200906,4776.41,33.6,1053.76,2.5,243.26,16.3,陕西省
200907,5101.19,39.0,1222.42,13.8,298.26,20.2,陕西省
200908,5271.17,38.9,1357.88,21.4,348.79,32.9,陕西省
200909,5733.79,42.3,1517.01,21.3,413.23,46.6,陕西省
200910,6142.46,47.2,1735.51,30.5,440.44,48.2,陕西省
200911,6386.15,45.9,2302.03,60.9,492.12,42.4,陕西省
200912,7106.49,42.7,2446.74,37.3,790.94,-2.2,陕西省
201001,0.0,0.0,0.0,0.0,0.0,0.0,陕西省
201002,4722.11,39.0,339.39,-22.6,53.3,62.0,陕西省
201003,5480.36,59.4,542.58,-4.9,97.74,-2.9,陕西省
201004,5779.21,49.9,759.38,-1.1,112.83,-39.9,陕西省
201005,6211.53,44.3,998.52,6.6,197.32,-6.6,陕西省
201006,6767.41,41.7,1353.81,28.5,247.42,1.7,陕西省
201007,7010.12,37.4,1556.89,27.4,343.18,15.1,陕西省
201008,7278.26,38.1,1796.06,32.3,406.95,16.7,陕西省
201009,7557.63,31.8,2044.54,34.8,448.91,8.6,陕西省
201010,7951.0027,29.4,2291.1476,32.0,486.1023,10.4,陕西省
201011,8140.9382,27.5,2535.2681,10.1,512.603,4.2,陕西省
201012,8595.3245,21.3,2887.083,18.9,762.9687,-3.5,陕西省
201101,0.0,0.0,0.0,0.0,0.0,0.0,陕西省
201102,6439.1645,36.4,223.1794,-34.2,56.0266,5.1,陕西省
201103,7052.0973,28.7,545.0815,0.5,147.3072,50.7,陕西省
201104,7327.5303,26.8,773.7825,1.9,170.6594,51.3,陕西省
201105,7782.2044,25.3,1055.3367,5.7,281.0151,42.4,陕西省
201106,8518.4412,25.9,1568.9306,15.9,318.3393,28.7,陕西省
201107,9133.4714,30.3,2053.2509,31.9,359.1925,4.7,陕西省
201108,9288.9599,27.6,2321.0937,29.2,499.746,22.8,陕西省
201109,9480.654,25.4,2482.4281,21.4,563.5148,25.5,陕西省
201110,9677.5625,21.7,2653.3157,15.8,595.9005,22.6,陕西省
201111,10261.6942,26.1,3152.9002,24.4,630.0075,22.9,陕西省
201112,10488.1285,22.2,3364.0539,17.6,972.7885,21.7,陕西省
201201,0.0,0.0,0.0,0.0,0.0,0.0,陕西省
201202,8394.3462,30.4,398.0892,78.4,150.3313,168.3,陕西省
201203,8727.3153,23.8,709.7442,30.2,371.0216,151.9,陕西省
201204,9118.86,24.4,1043.2908,34.8,409.328,139.9,陕西省
201205,9648.905,24.0,1416.6093,34.2,488.1194,73.7,陕西省
201206,10191.4775,19.6,1774.6409,13.1,574.5032,80.5,陕西省
201207,10364.8243,13.5,1924.7959,-6.3,625.328,74.1,陕西省
201208,11123.9646,19.8,2483.4876,7.0,685.4754,37.2,陕西省
201209,11499.5788,21.3,2783.2117,12.1,785.5652,39.4,陕西省
201210,11829.8757,22.2,3066.8238,15.6,924.0383,55.1,陕西省
201211,12638.6114,23.2,3624.3214,15.0,1048.1316,66.4,陕西省
201212,13030.1606,23.7,3928.9066,11.9,1413.7517,41.0,陕西省
201301,0.0,0.0,0.0,0.0,0.0,0.0,陕西省
201302,10767.6065,28.3,526.603,32.3,240.3397,59.9,陕西省
201303,11221.3098,28.6,845.4644,19.1,310.2138,-16.4,陕西省
201304,11555.5658,26.7,1157.4681,10.9,371.099,-9.3,陕西省
201305,11776.1618,22.0,1290.5552,-8.9,437.0974,-10.5,陕西省
201306,12350.0162,21.2,1806.1369,1.8,494.5027,-13.9,陕西省
201307,12703.8959,22.6,2073.4309,7.7,519.0862,-17.0,陕西省
201308,12996.4654,16.8,2344.665,-5.6,574.0634,-16.3,陕西省
201309,13188.3586,14.7,2495.6732,-10.3,629.0716,-19.9,陕西省
201310,13329.1362,12.7,2650.1203,-13.6,687.8802,-25.6,陕西省
201311,14103.2808,11.6,3179.3055,-12.3,829.535,-20.9,陕西省
201312,14225.8587,9.2,3488.157,-11.2,1272.7673,-10.0,陕西省
201401,0.0,0.0,0.0,0.0,0.0,0.0,陕西省
201402,11847.4971,10.0,444.8998,-15.5,161.8596,-32.7,陕西省
201403,12055.6801,7.4,578.7871,-31.5,268.8432,-13.3,陕西省
201404,12281.765,6.3,801.83,-30.7,341.0584,-8.1,陕西省
201405,12448.1468,5.7,980.8977,-24.0,545.7488,24.9,陕西省
201406,13002.8587,5.3,1344.2996,-25.6,677.0191,36.9,陕西省
201407,13138.5487,3.4,1508.614,-27.2,763.6153,47.1,陕西省
201408,13851.1646,6.6,1885.0328,-19.6,788.3408,37.3,陕西省
201409,14215.638,7.8,2163.623,-13.3,831.3744,32.2,陕西省
201410,14491.0923,8.7,2354.4317,-11.2,928.0703,34.9,陕西省
201411,15016.5213,6.5,2681.4003,-15.7,1219.8318,47.1,陕西省
201412,15475.1028,8.8,2933.9428,-15.9,1863.0064,46.4,陕西省
201501,0.0,0.0,0.0,0.0,0.0,0.0,陕西省
201502,12363.8954,4.4,237.7462,-46.6,140.7373,-13.0,陕西省
201503,12439.6902,3.2,389.3829,-32.7,187.605,-30.2,陕西省
201504,12902.8523,5.1,683.7524,-14.7,232.5687,-31.8,陕西省
201505,13253.9862,6.5,932.0985,-5.0,322.4104,-40.9,陕西省
201506,13720.4286,5.5,1191.528,-11.4,369.8438,-45.4,陕西省
201507,13997.0603,6.5,1372.4912,-9.0,448.8316,-41.2,陕西省
201508,14129.7301,2.0,1482.1159,-21.4,487.0685,-38.2,陕西省
201509,14572.1088,2.5,1849.386,-14.5,630.9758,-24.1,陕西省
201510,14907.774,2.9,2071.8547,-12.0,873.5028,-5.9,陕西省
201511,15311.1727,2.0,2289.3142,-14.6,952.5147,-21.9,陕西省
201512,15558.0622,0.5,2526.7283,-13.9,1351.5686,-27.5,陕西省
201601,0.0,0.0,0.0,0.0,0.0,0.0,陕西省
201602,12910.9634,4.4,209.045,-12.1,226.4594,60.9,陕西省
201603,13067.9435,5.1,349.1482,-10.3,377.3682,101.2,陕西省
201604,13268.9887,2.8,548.8122,-19.7,482.7941,107.6,陕西省
201605,13508.2521,1.9,763.3333,-18.1,696.8095,116.1,陕西省
201606,14055.0036,2.4,1216.1616,2.1,783.3316,111.8,陕西省
201607,14616.8352,4.4,1639.559,19.5,875.5426,95.1,陕西省
201608,15081.5377,6.7,2007.4077,35.4,985.3894,102.3,陕西省
201609,15454.8203,6.1,2349.0881,27.0,1065.6748,68.9,陕西省
201610,15629.8716,4.8,2576.7711,24.4,1182.3255,35.4,陕西省
201611,15904.0176,3.9,2835.5904,23.9,1388.8166,45.8,陕西省
201612,16164.2757,3.9,3106.2191,22.9,1922.84,42.3,陕西省
201701,0.0,0.0,0.0,0.0,0.0,0.0,陕西省
201702,14091.4105,9.1,384.1119,83.7,355.1782,56.8,陕西省
201703,14286.9686,9.3,649.0966,85.9,513.0081,35.9,陕西省
201704,14735.8366,11.1,962.8376,75.4,626.89,29.8,陕西省
201705,14916.7409,10.4,1131.6131,48.2,748.8443,7.5,陕西省
201706,15301.2176,8.9,1535.3512,26.2,833.1935,6.4,陕西省
201707,15507.4405,6.1,1710.5741,4.3,903.4996,3.2,陕西省
201708,15736.4718,4.3,1899.8534,-5.4,1061.0579,7.7,陕西省
201709,16028.256,3.7,2182.7184,-7.1,1146.3604,7.6,陕西省
201710,16248.5246,4.0,2384.7447,-7.5,1420.4456,20.1,陕西省
201711,16675.5235,4.9,2781.2352,-1.9,1567.9663,12.9,陕西省
201712,16958.6126,4.9,3102.3335,-0.1,1873.4223,-2.6,陕西省
201801,0.0,0.0,0.0,0.0,0.0,0.0,陕西省
201802,13495.8631,-4.2,231.3482,-39.8,143.2034,-59.7,陕西省
201803,13716.6826,-4.0,400.1815,-38.3,248.137,-51.6,陕西省
201804,13964.3517,-5.2,599.4578,-37.7,273.4375,-56.4,陕西省
201805,14415.4231,-3.4,1018.3334,-10.0,319.8736,-57.3,陕西省
201806,14947.6206,-2.3,1504.2357,-2.0,417.7679,-49.9,陕西省
201807,15363.0945,-0.9,1946.3733,13.8,469.412,-48.0,陕西省
201808,15807.0399,0.4,2383.5235,25.5,477.8485,-55.0,陕西省
201809,16183.2841,1.0,2753.2529,26.1,606.8014,-47.1,陕西省
201810,16467.1833,1.3,2992.8512,25.5,655.2528,-53.9,陕西省
201811,16985.7372,1.9,3499.8518,25.8,811.3974,-48.3,陕西省
201812,17479.7125,3.1,3979.5753,28.3,1036.1502,-44.7,陕西省
200801,0.0,0.0,0.0,0.0,0.0,0.0,甘肃省
200802,177.89,31.9,12.09,-7.9,0.0,0.0,甘肃省
200803,784.47,45.9,200.64,33.1,50.81,10.3,甘肃省
200804,1104.0,33.6,318.87,48.2,85.77,6.4,甘肃省
200805,1254.98,17.1,404.33,27.2,117.64,9.9,甘肃省
200806,1337.25,11.3,459.17,21.5,157.33,19.9,甘肃省
200807,1400.39,16.5,506.23,29.3,174.25,4.2,甘肃省
200808,1482.97,12.1,579.49,29.9,175.13,-15.2,甘肃省
200809,1498.65,9.6,583.79,20.5,207.69,-7.1,甘肃省
200810,1534.27,9.4,630.68,21.1,224.11,-8.7,甘肃省
200811,1589.01,10.5,677.45,17.2,250.78,-7.5,甘肃省
200812,1604.58,9.3,690.09,14.1,308.06,-17.9,甘肃省
200901,0.0,0.0,0.0,0.0,0.0,0.0,甘肃省
200902,271.36,52.5,13.85,14.6,7.89,0.0,甘肃省
200903,833.24,6.2,151.71,-24.4,32.65,-35.7,甘肃省
200904,1128.17,2.2,244.29,-23.4,69.63,-18.8,甘肃省
200905,1224.46,-2.4,304.25,-24.8,100.64,-14.5,甘肃省
200906,1451.22,8.5,412.61,-10.1,141.24,-10.2,甘肃省
200907,1558.9,11.3,453.63,-10.4,166.9,-4.2,甘肃省
200908,1650.26,11.3,508.09,-12.3,191.01,9.1,甘肃省
200909,1762.72,17.6,592.86,1.6,213.14,2.6,甘肃省
200910,1815.01,18.3,625.59,-0.8,234.45,4.6,甘肃省
200911,1866.67,17.5,781.55,15.4,273.6,9.1,甘肃省
200912,2097.54,10.3,896.72,3.2,462.28,-3.8,甘肃省
201001,0.0,0.0,0.0,0.0,0.0,0.0,甘肃省
201002,521.52,13.9,13.93,5.3,9.28,17.6,甘肃省
201003,1162.14,39.5,254.92,68.0,47.79,46.4,甘肃省
201004,1620.32,43.6,462.05,89.1,121.1,73.9,甘肃省
201005,1817.27,48.4,612.74,101.4,136.72,35.9,甘肃省
201006,1968.98,35.7,718.32,74.1,188.06,33.2,甘肃省
201007,2084.33,33.7,789.39,74.0,205.7,23.2,甘肃省
201008,2207.47,33.8,869.33,71.1,229.35,20.1,甘肃省
201009,2324.63,31.9,981.94,65.6,262.09,23.0,甘肃省
201010,2376.0988,30.9,1035.3035,65.5,283.3658,20.9,甘肃省
201011,2512.8242,34.6,1123.2791,43.7,301.1717,10.1,甘肃省
201012,2557.6988,21.3,1169.0978,31.9,501.0491,8.5,甘肃省
201101,0.0,0.0,0.0,0.0,0.0,0.0,甘肃省
201102,708.8351,35.9,16.2991,17.0,3.9,-58.0,甘肃省
201103,1625.3303,39.9,306.9624,20.4,42.0365,-12.0,甘肃省
201104,2041.9316,26.0,517.9807,12.1,76.3686,-36.9,甘肃省
201105,2298.5661,26.5,690.7964,12.7,95.162,-30.4,甘肃省
201106,2570.8077,30.6,845.0891,17.6,141.3469,-24.8,甘肃省
201107,2731.2618,31.0,998.3819,26.5,190.5085,-7.4,甘肃省
201108,2847.3539,29.0,1084.7505,24.8,209.613,-8.6,甘肃省
201109,2988.1571,28.5,1159.6526,18.1,290.3496,10.8,甘肃省
201110,3052.8382,28.5,1207.1343,16.6,383.9273,35.5,甘肃省
201111,3133.8598,24.7,1267.0304,12.8,445.563,47.9,甘肃省
201112,3141.2593,22.8,1289.9773,10.3,554.1458,10.6,甘肃省
201201,0.0,0.0,0.0,0.0,0.0,0.0,甘肃省
201202,837.1333,18.1,59.5378,265.3,26.2596,0.0,甘肃省
201203,2315.5614,42.5,389.7075,27.0,70.8589,68.6,甘肃省
201204,2871.5415,40.6,796.272,53.7,140.9491,84.6,甘肃省
201205,3222.9297,40.2,934.3423,35.3,184.7544,94.1,甘肃省
201206,3485.8033,35.6,1141.9435,35.1,215.139,52.2,甘肃省
201207,3657.0091,33.9,1269.4178,27.1,288.1313,51.2,甘肃省
201208,3901.5548,37.0,1487.9374,37.2,342.2808,63.3,甘肃省
201209,4082.2507,36.6,1629.0176,40.5,412.6944,42.1,甘肃省
201210,4214.3009,38.0,1725.4619,42.9,496.8678,29.4,甘肃省
201211,4355.185,39.0,1883.487,48.7,565.1999,26.9,甘肃省
201212,4431.2076,31.5,1933.5232,32.0,710.0332,12.9,甘肃省
201301,0.0,0.0,0.0,0.0,0.0,0.0,甘肃省
201302,3138.6637,274.9,105.4624,77.1,40.5668,54.5,甘肃省
201303,3606.2523,55.7,411.9003,5.7,96.4221,36.1,甘肃省
201304,3843.1084,33.8,664.7032,-16.5,120.7079,-14.4,甘肃省
201305,4121.3561,27.9,895.1984,-4.2,148.8153,-19.5,甘肃省
201306,4370.7197,25.4,1106.4334,-3.1,200.78,-6.7,甘肃省
201307,4464.149,22.1,1196.5646,-5.7,261.2744,-9.3,甘肃省
201308,4619.2819,18.4,1328.9729,-10.7,316.086,-7.7,甘肃省
201309,4836.2002,18.5,1526.0454,-6.3,406.5945,-1.5,甘肃省
