月份,房地产投资_累计值,房地产投资_累计增长,房地产住宅投资_累计值,房地产住宅投资_累计增长,地区
200904,70.5,2.1,45.45,-5.6,内蒙古自治区
200905,145.2501,-0.1,100.2943,-7.5,内蒙古自治区
200906,306.72,8.8,220.2,5.4,内蒙古自治区
200907,414.4384,11.1,299.256,6.2,内蒙古自治区
200908,530.33,9.5,379.72,1.6,内蒙古自治区
200909,646.8057,10.2,459.3394,1.1,内蒙古自治区
200910,731.2576,10.6,518.3829,0.7,内蒙古自治区
200911,802.32,12.4,569.04,2.6,内蒙古自治区
200912,815.4562,9.6,573.8246,-0.9,内蒙古自治区
201001,0.0,0.0,0.0,0.0,内蒙古自治区
201002,0.8,0.0,0.4573,357.3,内蒙古自治区
201003,22.5331,16.2,15.4706,20.0,内蒙古自治区
201004,85.6047,21.4,58.8161,29.4,内蒙古自治区
201005,194.65,34.0,128.22,27.8,内蒙古自治区
201006,371.93,21.3,251.56,14.2,内蒙古自治区
201007,531.9308,28.3,367.1657,22.7,内蒙古自治区
201008,689.38,30.0,479.61,26.3,内蒙古自治区
201009,849.7838,31.4,591.9614,28.9,内蒙古自治区
201010,960.8604,31.4,673.7752,30.0,内蒙古自治区
201011,1097.1778,36.8,767.488,34.9,内蒙古自治区
201012,1120.0236,37.3,782.1359,36.3,内蒙古自治区
201101,0.0,0.0,0.0,0.0,内蒙古自治区
201102,0.15,-81.3,0.1,-78.1,内蒙古自治区
201103,34.5269,53.2,23.6173,52.7,内蒙古自治区
201104,137.0915,60.1,88.6485,50.7,内蒙古自治区
201105,311.1289,59.8,200.9749,56.7,内蒙古自治区
201106,604.5135,62.5,392.2725,55.9,内蒙古自治区
201107,838.7695,57.7,551.6033,50.2,内蒙古自治区
201108,1102.1636,59.9,736.0429,53.5,内蒙古自治区
201109,1350.9652,59.0,902.3687,52.4,内蒙古自治区
201110,1526.6144,58.9,1026.2711,52.3,内蒙古自治区
201111,1633.4034,48.9,1099.7095,43.3,内蒙古自治区
201112,1650.0247,47.3,1112.0249,42.1,内蒙古自治区
201201,0.0,0.0,0.0,0.0,内蒙古自治区
201202,1.5312,0.0,0.8133,0.0,内蒙古自治区
201203,34.1061,-1.2,20.3785,-13.7,内蒙古自治区
201204,111.966,-18.3,67.5368,-23.8,内蒙古自治区
201205,256.4358,-17.6,157.1944,-21.8,内蒙古自治区
201206,442.1372,-26.9,279.1049,-28.8,内蒙古自治区
201207,605.0034,-27.9,391.193,-29.1,内蒙古自治区
201208,821.883,-25.4,540.618,-26.6,内蒙古自治区
201209,1006.5662,-25.5,668.331,-25.9,内蒙古自治区
201210,1174.4522,-23.1,775.7949,-24.4,内蒙古自治区
201211,1263.6728,-22.6,832.1456,-24.3,内蒙古自治区
201212,1291.4397,-18.8,845.628,-20.9,内蒙古自治区
201301,0.0,0.0,0.0,0.0,内蒙古自治区
201302,5.5054,259.5,3.1908,292.3,内蒙古自治区
201303,40.503,18.8,28.1865,38.3,内蒙古自治区
201304,119.1532,6.4,78.5932,16.4,内蒙古自治区
201305,261.7268,2.1,173.7539,10.5,内蒙古自治区
201306,495.2435,12.0,327.9138,17.5,内蒙古自治区
201307,673.0869,11.3,447.2912,14.3,内蒙古自治区
201308,880.5176,7.1,593.0002,9.7,内蒙古自治区
201309,1116.42,10.9,759.3539,13.6,内蒙古自治区
201310,1334.0944,13.6,907.0996,16.9,内蒙古自治区
201311,1438.0465,13.8,979.9808,17.8,内蒙古自治区
201312,1479.0074,14.5,1003.5733,18.7,内蒙古自治区
201401,0.0,0.0,0.0,0.0,内蒙古自治区
201402,7.7587,40.9,4.6676,46.3,内蒙古自治区
201403,37.1322,-8.3,23.6011,-16.3,内蒙古自治区
201404,123.6146,3.7,78.6608,0.1,内蒙古自治区
201405,259.1828,-1.0,174.6367,0.5,内蒙古自治区
201406,455.5403,-8.0,300.6277,-8.3,内蒙古自治区
201407,631.1315,-6.2,418.7443,-6.4,内蒙古自治区
201408,842.1972,-4.4,568.238,-4.2,内蒙古自治区
201409,1047.4063,-6.2,711.6645,-6.3,内蒙古自治区
201410,1240.6701,-7.0,848.6538,-6.4,内蒙古自治区
201411,1356.6704,-5.7,927.4991,-5.4,内蒙古自治区
201412,1370.8803,-7.3,936.7598,-6.7,内蒙古自治区
201501,0.0,0.0,0.0,0.0,内蒙古自治区
201502,9.6604,24.5,6.2828,34.6,内蒙古自治区
201503,38.2918,3.1,26.7048,13.2,内蒙古自治区
201504,88.0738,-28.8,59.6862,-24.1,内蒙古自治区
201505,195.6093,-24.5,130.074,-25.5,内蒙古自治区
201506,401.6151,-11.8,278.5466,-7.3,内蒙古自治区
201507,555.8388,-11.9,393.0923,-6.1,内蒙古自治区
201508,690.5753,-18.0,490.9267,-13.6,内蒙古自治区
201509,865.7553,-17.3,609.6556,-14.3,内蒙古自治区
201510,996.5249,-19.7,700.3794,-17.5,内蒙古自治区
201511,1066.4495,-21.4,748.022,-19.4,内蒙古自治区
201512,1081.0542,-21.1,758.5091,-19.0,内蒙古自治区
201601,0.0,0.0,0.0,0.0,内蒙古自治区
201602,7.3169,-24.3,4.8842,-22.3,内蒙古自治区
201603,36.8093,-3.9,22.4872,-15.8,内蒙古自治区
201604,97.2139,10.4,66.2826,11.1,内蒙古自治区
201605,200.3005,2.4,140.71,8.2,内蒙古自治区
201606,406.8433,1.3,287.1911,3.1,内蒙古自治区
201607,554.7214,-0.2,392.186,-0.2,内蒙古自治区
201608,709.3234,2.7,498.9471,1.6,内蒙古自治区
201609,889.6657,2.8,613.435299999999,0.6,内蒙古自治区
201610,1026.3409,3.0,716.2111,2.3,内蒙古自治区
201611,1121.3635,5.1,784.2031,4.8,内蒙古自治区
201612,1133.4775,4.8,793.7031,4.6,内蒙古自治区
201701,0.0,0.0,0.0,0.0,内蒙古自治区
201702,7.5894,3.7,5.4636,11.9,内蒙古自治区
201703,40.3817,9.7,27.7039,23.2,内蒙古自治区
201704,107.4907,10.6,78.5328,18.5,内蒙古自治区
201705,216.129,7.9,161.9937,15.1,内蒙古自治区
201706,373.1442,-8.3,277.756,-3.3,内蒙古自治区
201707,496.205,-10.5,366.553,-6.5,内蒙古自治区
201708,616.2169,-13.1,453.0047,-9.2,内蒙古自治区
201709,757.2223,-14.9,556.0599,-9.4,内蒙古自治区
201710,863.4323,-15.9,634.27,-11.4,内蒙古自治区
201711,905.98,-19.2,665.2811,-15.2,内蒙古自治区
201712,889.7233,-21.5,645.8549,-18.6,内蒙古自治区
201801,0.0,0.0,0.0,0.0,内蒙古自治区
201802,8.1898,7.9,5.0568,-7.4,内蒙古自治区
201803,39.6087,-1.9,29.48,6.4,内蒙古自治区
201804,93.3494,-13.2,71.7776,-8.6,内蒙古自治区
201805,185.2671,-14.3,138.1618,-14.7,内蒙古自治区
201806,341.2202,-8.6,244.604,-11.9,内蒙古自治区
201807,483.9874,-2.5,347.505,-5.2,内蒙古自治区
201808,605.6374,-1.7,437.354,-3.5,内蒙古自治区
201809,744.3805,-1.7,538.5598,-3.1,内蒙古自治区
201810,827.0376,-4.2,601.1512,-5.2,内蒙古自治区
201811,875.1373,-3.4,637.166,-4.2,内蒙古自治区
201812,882.8479,-0.8,641.9869,-0.6,内蒙古自治区
200801,0.0,0.0,0.0,0.0,辽宁省
200802,25.192,40.9,19.0875,51.0,辽宁省
200803,106.7133,57.0,82.0262,72.6,辽宁省
200804,219.7192,48.4,167.47,54.6,辽宁省
200805,393.1536,42.0,300.8574,46.7,辽宁省
200806,727.4035,51.6,568.1606,57.5,辽宁省
200807,919.4769,44.5,719.2948,49.9,辽宁省
200808,1136.1229,44.8,885.7213,49.6,辽宁省
200809,1421.3444,43.6,1103.6335,45.9,辽宁省
200810,1636.6351,42.4,1265.9772,43.4,辽宁省
200811,1839.87,39.5,1420.69,39.7,辽宁省
200812,2058.093,37.4,1575.107,35.1,辽宁省
200901,0.0,0.0,0.0,0.0,辽宁省
200902,51.97,106.3,36.15,89.4,辽宁省
200903,172.0519,61.2,118.4206,44.4,辽宁省
200904,332.83,51.5,239.23,42.8,辽宁省
200905,580.9912,47.8,417.3244,38.7,辽宁省
200906,1023.05,40.6,737.68,29.8,辽宁省
200907,1283.1302,39.6,928.0738,29.0,辽宁省
200908,1572.94,38.4,1136.53,28.3,辽宁省
200909,1926.5685,35.5,1392.9982,26.2,辽宁省
200910,2191.7595,33.9,1588.9873,25.5,辽宁省
200911,2422.04,31.6,1771.03,24.7,辽宁省
200912,2640.5623,28.1,1932.9353,22.4,辽宁省
201001,0.0,0.0,0.0,0.0,辽宁省
201002,72.2887,39.1,52.8332,46.2,辽宁省
201003,240.6538,39.9,173.3555,46.4,辽宁省
201004,446.9795,34.3,320.3322,33.9,辽宁省
201005,787.53,35.5,564.65,35.3,辽宁省
201006,1394.44,36.3,1011.28,37.1,辽宁省
201007,1744.9568,36.0,1263.9479,36.2,辽宁省
201008,2120.51,34.8,1533.97,35.0,辽宁省
201009,2573.6993,33.6,1860.9611,33.6,辽宁省
201010,2909.4092,32.7,2090.4832,31.6,辽宁省
201011,3209.3377,32.5,2307.5163,30.3,辽宁省
201012,3465.7562,31.3,2481.1048,28.3,辽宁省
201101,0.0,0.0,0.0,0.0,辽宁省
201102,91.6812,26.8,66.2964,25.5,辽宁省
201103,312.0535,29.7,222.7016,28.5,辽宁省
201104,589.6822,31.9,434.6556,35.7,辽宁省
201105,1044.5191,32.6,779.6465,38.1,辽宁省
201106,1870.4573,34.1,1402.0349,38.6,辽宁省
201107,2335.6833,33.9,1763.6725,39.5,辽宁省
201108,2818.6885,32.9,2131.6559,39.0,辽宁省
201109,3397.5946,32.0,2575.1604,38.4,辽宁省
201110,3835.7855,31.8,2911.8104,39.3,辽宁省
201111,4198.7892,30.8,3187.8764,38.2,辽宁省
201112,4487.5607,29.5,3413.4398,37.6,辽宁省
201201,0.0,0.0,0.0,0.0,辽宁省
201202,111.1955,21.3,82.0689,23.8,辽宁省
201203,392.0086,25.6,291.6744,31.0,辽宁省
201204,718.4993,21.8,532.2174,22.4,辽宁省
201205,1282.1865,22.8,925.8543,18.8,辽宁省
201206,2242.7773,19.9,1616.4645,15.3,辽宁省
201207,2776.0917,18.9,2006.3393,13.8,辽宁省
201208,3371.2874,19.6,2423.1103,13.7,辽宁省
201209,4057.8798,19.4,2922.5701,13.5,辽宁省
201210,4659.3675,21.5,3367.8234,15.7,辽宁省
201211,5126.0007,22.1,3723.8544,16.8,辽宁省
201212,5455.8196,21.6,3961.9482,16.2,辽宁省
201301,0.0,0.0,0.0,0.0,辽宁省
201302,143.8235,29.3,97.2732,18.5,辽宁省
201303,503.1788,28.4,350.6813,20.2,辽宁省
201304,913.7299,27.2,658.07,23.6,辽宁省
201305,1663.2198,29.7,1203.2243,30.0,辽宁省
201306,2721.1524,21.3,1961.6211,21.4,辽宁省
201307,3433.7452,23.7,2484.686,23.8,辽宁省
201308,4090.0251,21.3,2962.1928,22.2,辽宁省
201309,5023.4148,23.8,3641.8317,24.6,辽宁省
201310,5630.7755,20.8,4094.7822,21.6,辽宁省
201311,6159.3791,20.2,4459.584,19.8,辽宁省
201312,6450.7513,18.2,4666.0308,17.8,辽宁省
201401,0.0,0.0,0.0,0.0,辽宁省
201402,178.2375,23.9,123.044,26.5,辽宁省
201403,626.4019,24.5,441.3685,25.9,辽宁省
201404,1129.9273,23.7,810.2205,23.1,辽宁省
201405,1816.1116,9.2,1310.1353,8.9,辽宁省
201406,2880.5349,5.9,2100.1457,7.1,辽宁省
201407,3448.6695,0.4,2514.063,1.2,辽宁省
201408,3947.9633,-3.5,2882.0754,-2.7,辽宁省
201409,4495.7143,-10.5,3261.73,-10.4,辽宁省
201410,4923.0703,-12.6,3562.4694,-13.0,辽宁省
201411,5178.2783,-15.9,3752.289,-15.9,辽宁省
201412,5301.3051,-17.8,3844.2622,-17.6,辽宁省
201501,0.0,0.0,0.0,0.0,辽宁省
201502,161.0711,-9.6,120.0978,-2.4,辽宁省
201503,476.0095,-24.0,352.0709,-20.2,辽宁省
201504,840.8533,-25.6,620.2697,-23.4,辽宁省
201505,1377.8154,-24.1,1005.1201,-23.3,辽宁省
201506,2101.6638,-27.0,1556.9925,-25.9,辽宁省
201507,2579.4002,-25.2,1907.4328,-24.1,辽宁省
201508,2975.1341,-24.6,2187.7166,-24.1,辽宁省
201509,3284.4336,-26.9,2401.0383,-26.4,辽宁省
201510,3469.9145,-29.5,2544.3691,-28.6,辽宁省
201511,3532.1049,-31.8,2586.9868,-31.1,辽宁省
201512,3558.6421,-32.9,2603.3152,-32.3,辽宁省
201601,0.0,0.0,0.0,0.0,辽宁省
201602,145.9277,-9.4,110.1645,-8.3,辽宁省
201603,439.3409,-7.7,323.7114,-8.1,辽宁省
201604,722.157,-14.1,527.578,-14.9,辽宁省
201605,1062.8986,-22.9,770.3828,-23.4,辽宁省
201606,1439.5213,-31.5,1041.0426,-33.1,辽宁省
201607,1654.8376,-35.8,1195.5681,-37.3,辽宁省
201608,1827.4658,-38.6,1323.8013,-39.5,辽宁省
201609,1966.5364,-40.1,1419.8223,-40.8999999999999,辽宁省
201610,2045.4569,-41.1,1471.5551,-42.2,辽宁省
201611,2077.4536,-41.2,1492.5414,-42.3,辽宁省
201612,2094.8451,-41.1,1505.4217,-42.2,辽宁省
201701,0.0,0.0,0.0,0.0,辽宁省
201702,143.473,-1.7,102.9507,-6.5,辽宁省
201703,393.4297,-10.5,285.3913,-11.8,辽宁省
201704,600.61,-16.8,430.7775,-18.3,辽宁省
201705,837.1857,-21.2,603.9118,-21.6,辽宁省
201706,1181.8069,-17.9,856.9184,-17.7,辽宁省
201707,1418.8296,-14.3,1033.0291,-13.6,辽宁省
201708,1681.0868,-8.0,1228.324,-7.2,辽宁省
201709,1955.7001,-0.6,1420.27,0.0,辽宁省
201710,2152.5563,5.2,1562.4239,6.2,辽宁省
201711,2261.1502,8.8,1645.6288,10.3,辽宁省
201712,2289.6691,9.3,1673.9105,11.2,辽宁省
201801,0.0,0.0,0.0,0.0,辽宁省
201802,119.8364,-16.5,86.126,-16.3,辽宁省
201803,388.4677,-1.3,268.2942,-6.0,辽宁省
201804,651.7552,8.5,463.956,7.7,辽宁省
201805,971.5592,16.1,708.6308,17.3,辽宁省
201806,1364.5294,15.5,990.8225,15.6,辽宁省
201807,1616.732,13.9,1188.9371,15.1,辽宁省
201808,1883.4608,12.0,1400.0643,14.0,辽宁省
201809,2169.199,10.9,1614.808,13.7,辽宁省
201810,2365.2791,9.9,1770.2796,13.3,辽宁省
201811,2502.1567,10.7,1872.1603,13.8,辽宁省
201812,2599.2713,13.5,1944.4588,16.2,辽宁省
200801,0.0,0.0,0.0,0.0,吉林省
200802,0.0,0.0,0.0,0.0,吉林省
200803,3.0834,496.4,1.9659,409.4,吉林省
200804,16.3912,47.5,12.9573,61.9,吉林省
200805,79.3041,68.9,65.4693,86.1,吉林省
200806,242.5227,76.2,201.5373,82.1,吉林省
200807,329.5413,89.5,277.1517,96.6,吉林省
200808,415.214,53.0,350.665,60.8,吉林省
200809,525.4185,39.0,439.4653,42.2,吉林省
200810,593.4022,37.5,493.2309,40.2,吉林省
200811,613.13,27.6,510.16,30.0,吉林省
200812,625.4251,27.6,520.9174,30.9,吉林省
200901,0.0,0.0,0.0,0.0,吉林省
200902,0.0,0.0,0.0,0.0,吉林省
200903,3.1861,3.3,2.0361,3.6,吉林省
200904,30.59,86.6,24.24,87.1,吉林省
200905,85.7115,8.1,68.7249,5.0,吉林省
200906,258.45,6.6,207.35,2.9,吉林省
200907,359.1007,9.0,289.0291,4.3,吉林省
200908,457.53,10.2,369.37,5.3,吉林省
200909,595.5927,13.4,476.2045,8.4,吉林省
200910,699.2548,17.8,561.2966,13.8,吉林省
200911,739.87,20.7,593.52,16.3,吉林省
200912,756.3383,18.0,604.8837,14.1,吉林省
201001,0.0,0.0,0.0,0.0,吉林省
201002,0.15,0.0,0.15,0.0,吉林省
201003,3.2144,0.9,2.6725,31.3,吉林省
201004,29.7184,-2.8,21.6811,-10.6,吉林省
201005,110.84,29.3,83.44,21.4,吉林省
201006,326.53,26.3,245.12,18.2,吉林省
201007,452.1005,25.9,348.0269,20.4,吉林省
201008,570.6,24.7,445.12,20.5,吉林省
201009,727.4032,22.1,573.0801,20.3,吉林省
201010,870.0876,24.4,688.8301,22.7,吉林省
201011,907.959,22.7,721.3229,21.5,吉林省
201012,921.0117,21.7,731.8207,20.9,吉林省
201101,0.0,0.0,0.0,0.0,吉林省
201102,0.0,0.0,0.0,0.0,吉林省
201103,4.1165,28.1,3.2906,23.1,吉林省
201104,34.9157,17.5,24.2913,12.0,吉林省
201105,144.3089,30.2,106.8432,28.0,吉林省
201106,432.178,32.4,326.7265,33.3,吉林省
201107,576.4305,27.5,446.1415,28.2,吉林省
201108,739.9013,29.7,577.1094,29.7,吉林省
201109,943.9866,29.8,733.7567,28.0,吉林省
201110,1096.4872,26.0,854.4632,24.0,吉林省
201111,1150.9532,26.8,892.9862,23.8,吉林省
201112,1165.3918,26.5,903.5976,23.5,吉林省
201201,0.0,0.0,0.0,0.0,吉林省
201202,4.4249,0.0,2.6107,0.0,吉林省
201203,7.5456,0.0,5.4915,0.0,吉林省
201204,45.4395,30.1,34.1615,40.6,吉林省
201205,187.9074,30.2,147.5671,38.1,吉林省
201206,417.1619,-3.5,318.5249,-2.5,吉林省
201207,579.3004,0.5,444.5326,-0.4,吉林省
201208,750.6876,1.5,574.8293,-0.4,吉林省
201209,935.2687,-0.9,712.7031,-2.9,吉林省
201210,1075.4789,-1.9,822.0106,-3.8,吉林省
201211,1223.3949,6.3,935.2117,4.7,吉林省
201212,1310.0259,9.6,987.7438,7.3,吉林省
201301,0.0,0.0,0.0,0.0,吉林省
201302,13.3624,202.0,10.0929,286.6,吉林省
201303,30.5188,304.5,22.9384,317.7,吉林省
201304,77.3654,70.3,54.5653,59.7,吉林省
201305,175.3514,-6.7,125.191,-15.2,吉林省
201306,351.8022,-15.7,253.9663,-20.3,吉林省
201307,515.6133,-11.0,366.8385,-17.5,吉林省
201308,664.6629,-11.5,480.7059,-16.4,吉林省
201309,866.2735,-7.4,625.2497,-12.3,吉林省
201310,1019.7901,-5.2,742.5573,-9.7,吉林省
201311,1213.3025,-0.8,882.962,-5.6,吉林省
201312,1252.4257,-4.4,911.445,-7.7,吉林省
201401,0.0,0.0,0.0,0.0,吉林省
201402,8.9689,-32.9,5.6716,-43.8,吉林省
201403,22.8701,-25.1,16.3401,-28.8,吉林省
201404,67.1585,-13.2,46.8318,-14.2,吉林省
201405,148.8209,-15.1,106.738,-14.7,吉林省
201406,268.2904,-23.7,195.7522,-22.9,吉林省
201407,412.5541,-20.0,296.6151,-19.1,吉林省
201408,551.1687,-17.1,400.8611,-16.6,吉林省
201409,707.9106,-18.3,510.9439,-18.3,吉林省
201410,842.2617,-17.4,605.3851,-18.5,吉林省
201411,974.6797,-19.7,696.1309,-21.2,吉林省
201412,1030.1285,-17.7,732.4687,-19.6,吉林省
201501,0.0,0.0,0.0,0.0,吉林省
201502,9.7384,8.6,6.6711,17.6,吉林省
201503,25.3741,10.9,16.3956,0.3,吉林省
201504,67.3903,0.3,44.4584,-5.1,吉林省
201505,143.0953,-3.8,94.8576,-11.1,吉林省
201506,243.4314,-9.3,163.2921,-16.6,吉林省
201507,409.0578,-0.8,284.8017,-4.0,吉林省
201508,545.9667,-0.9,379.8082,-5.3,吉林省
201509,654.488,-7.5,453.0568,-11.3,吉林省
201510,760.96,-9.7,527.3186,-12.9,吉林省
201511,875.7221,-10.2,606.4051,-12.9,吉林省
201512,924.2409,-10.3,648.8051,-11.4,吉林省
201601,0.0,0.0,0.0,0.0,吉林省
201602,9.3597,-3.9,6.7906,1.8,吉林省
201603,29.7167,17.1,20.6993,26.2,吉林省
201604,85.5635,27.0,56.8213,27.8,吉林省
201605,184.5457,29.0,125.1315,31.9,吉林省
201606,297.4584,22.2,202.9502,24.3,吉林省
201607,423.9667,3.6,290.0965,1.9,吉林省
201608,571.9658,4.8,391.3273,3.0,吉林省
201609,752.0614,14.9,524.1367,15.7,吉林省
201610,887.7622,16.7,622.0988,18.0,吉林省
201611,969.2351,10.7,674.5849,11.2,吉林省
201612,1016.7618,10.0,710.6948,9.5,吉林省
201701,0.0,0.0,0.0,0.0,吉林省
201702,10.1248,8.2,7.3283,7.9,吉林省
201703,33.0522,11.2,23.345,12.8,吉林省
201704,87.304,2.0,59.6974,5.1,吉林省
201705,193.6471,4.9,134.5719,7.5,吉林省
201706,321.2782,8.0,225.6336,11.2,吉林省
201707,433.7977,2.3,305.5109,5.3,吉林省
201708,549.7813,-3.9,388.4221,-0.7,吉林省
201709,676.6639,-10.0,474.5237,-9.5,吉林省
201710,787.6611,-11.3,553.0381,-11.1,吉林省
201711,868.3,-10.4,608.1193,-9.9,吉林省
201712,910.1378,-10.5,633.548,-10.9,吉林省
201801,0.0,0.0,0.0,0.0,吉林省
201802,10.4389,3.1,8.1896,11.8,吉林省
201803,35.7783,8.2,25.8639,10.8,吉林省
201804,98.3338,12.6,70.2668,17.7,吉林省
201805,253.7204,31.0,183.7862,36.6,吉林省
201806,375.9577,17.0,274.8927,21.8,吉林省
201807,532.8577,22.8,390.5296,27.8,吉林省
201808,696.8611,26.8,513.8193,32.3,吉林省
201809,869.3222,28.5,639.2536,34.7,吉林省
201810,1007.4549,27.9,732.2965,32.4,吉林省
201811,1129.859,30.1,804.8854,32.4,吉林省
201812,1175.8793,29.2,841.0175,32.7,吉林省
200801,0.0,0.0,0.0,0.0,黑龙江省
200802,0.9488,22.4,0.6511,6.0,黑龙江省
200803,4.4914,24.2,3.0845,24.3,黑龙江省
200804,22.2927,21.7,16.7534,33.5,黑龙江省
200805,58.2286,5.3,43.7653,7.7,黑龙江省
200806,117.0861,17.9,81.5682,12.8,黑龙江省
200807,170.2506,19.8,120.1703,11.3,黑龙江省
200808,212.6578,17.7,154.9423,11.0,黑龙江省
200809,265.2775,16.8,197.3825,10.8,黑龙江省
200810,312.0313,18.3,232.0389,12.0,黑龙江省
200811,353.78,15.6,257.77,8.6,黑龙江省
200812,453.2418,18.5,321.842,15.1,黑龙江省
200901,0.0,0.0,0.0,0.0,黑龙江省
200902,1.07,12.5,0.56,-14.0,黑龙江省
200903,6.1891,37.8,3.9149,26.9,黑龙江省
200904,31.54,41.5,24.02,43.4,黑龙江省
200905,73.0868,25.5,52.8606,20.8,黑龙江省
200906,145.9,24.6,109.19,33.9,黑龙江省
200907,205.6214,20.8,155.7871,29.6,黑龙江省
200908,269.75,26.8,207.73,34.1,黑龙江省
200909,344.6342,29.9,268.6234,36.1,黑龙江省
200910,411.6171,31.9,320.606,38.2,黑龙江省
200911,459.28,29.8,357.46,38.7,黑龙江省
200912,563.917,28.2,442.4797,44.3,黑龙江省
201001,0.0,0.0,0.0,0.0,黑龙江省
201002,1.1514,7.9,0.8067,44.1,黑龙江省
201003,8.5896,38.8,5.8321,49.0,黑龙江省
201004,42.4269,34.5,32.029,33.4,黑龙江省
201005,99.41,36.0,73.63,39.3,黑龙江省
201006,211.78,45.2,156.41,43.2,黑龙江省
201007,300.4574,46.1,225.7063,44.9,黑龙江省
201008,402.93,49.4,306.53,47.6,黑龙江省
201009,509.3177,47.8,392.2993,46.0,黑龙江省
201010,605.2626,47.0,471.2967,47.0,黑龙江省
201011,685.7051,49.3,535.1442,49.7,黑龙江省
201012,843.1243,49.5,656.9332,48.5,黑龙江省
201101,0.0,0.0,0.0,0.0,黑龙江省
201102,1.0215,-11.3,0.6559,-18.7,黑龙江省
201103,10.5954,23.4,7.9539,36.4,黑龙江省
201104,55.81,31.5,42.1604,31.6,黑龙江省
201105,135.3268,36.1,102.6851,39.5,黑龙江省
201106,296.6242,40.1,222.3222,42.1,黑龙江省
201107,430.1654,43.2,327.7207,45.2,黑龙江省
201108,578.7149,43.6,443.7828,44.8,黑龙江省
201109,751.9979,47.6,580.1332,47.9,黑龙江省
201110,893.3879,47.6,694.1124,47.3,黑龙江省
201111,1011.7967,47.6,786.6864,47.0,黑龙江省
201112,1219.3669,44.6,938.819,42.8,黑龙江省
201201,0.0,0.0,0.0,0.0,黑龙江省
201202,8.2865,0.0,6.6784,0.0,黑龙江省
201203,27.2004,0.0,20.6223,0.0,黑龙江省
201204,82.9882,48.7,62.3933,48.0,黑龙江省
201205,198.3427,46.6,152.1326,48.2,黑龙江省
201206,378.2098,27.5,288.5903,29.8,黑龙江省
201207,568.4569,32.1,432.588,32.0,黑龙江省
201208,805.3174,39.2,611.0686,37.7,黑龙江省
201209,999.4921,32.9,762.7347,31.5,黑龙江省
201210,1196.8345,34.0,902.3226,30.0,黑龙江省
201211,1343.5125,32.8,1012.3232,28.7,黑龙江省
201212,1535.8438,25.1,1122.5245,18.4,黑龙江省
201301,0.0,0.0,0.0,0.0,黑龙江省
201302,8.531,3.0,5.6957,-14.7,黑龙江省
201303,34.7606,27.8,23.2707,12.8,黑龙江省
201304,115.2515,38.9,82.5822,32.4,黑龙江省
201305,254.5196,28.3,188.8366,24.1,黑龙江省
201306,454.1255,20.1,334.5411,15.9,黑龙江省
201307,645.9049,13.6,466.0931,7.7,黑龙江省
201308,840.4404,4.4,611.1077,0.0,黑龙江省
201309,1048.494,4.9,764.7256,0.3,黑龙江省
201310,1253.5567,4.7,897.799,-0.5,黑龙江省
201311,1454.7406,8.3,1013.192,0.1,黑龙江省
201312,1604.833,4.5,1124.7187,0.2,黑龙江省
