月份,房地产施工面积_累计值,房地产施工面积_累计增长,房地产新开工施工面积_累计值,房地产新开工施工面积_累计增长,房地产竣工面积_累计值,房地产竣工面积_累计增长,地区
201812,21800.4108,3.4,4738.2789,17.9,1447.2753,-40.2,云南省
200801,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
200802,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
200803,3.45,-85.8,1.5,127.3,0.0,0.0,西藏自治区
200804,11.73,-76.7,1.82,-81.2,0.0,0.0,西藏自治区
200805,53.6,-4.0,2.32,-76.0,9.13,0.0,西藏自治区
200806,86.02,54.1,8.23,-15.0,21.07,0.0,西藏自治区
200807,116.7,97.8,8.23,-15.0,26.28,0.0,西藏自治区
200808,116.7,97.8,8.23,-15.0,26.28,0.0,西藏自治区
200809,135.2,129.1,8.23,-15.0,44.78,0.0,西藏自治区
200810,135.2,129.1,8.23,-15.0,44.78,0.0,西藏自治区
200811,135.2,129.1,8.23,-15.0,45.06,0.0,西藏自治区
200812,135.2,17.9,8.23,-85.4,45.06,9.2,西藏自治区
200901,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
200902,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
200903,5.69,64.8,0.0,0.0,0.0,0.0,西藏自治区
200904,32.73,178.9,5.6,207.1,0.0,0.0,西藏自治区
200905,102.85,91.9,17.99,0.0,3.79,-58.5,西藏自治区
200906,108.8,26.5,24.24,194.5,16.24,-22.9,西藏自治区
200907,87.43,-25.1,21.68,163.5,0.0,0.0,西藏自治区
200908,122.8,5.2,34.09,314.3,0.0,0.0,西藏自治区
200909,141.46,4.6,42.03,410.8,28.47,-36.4,西藏自治区
200910,141.62,4.7,42.04,410.9,39.37,-12.1,西藏自治区
200911,141.62,4.7,42.04,410.9,39.37,-12.6,西藏自治区
200912,8.26,-94.3,8.26,-86.3,0.0,0.0,西藏自治区
201001,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
201002,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
201003,33.03,481.0,0.22,0.0,0.0,0.0,西藏自治区
201004,33.03,0.9,0.22,-96.1,0.0,0.0,西藏自治区
201005,38.15,-62.9,2.49,-86.2,0.0,0.0,西藏自治区
201006,57.26,-47.4,2.49,-89.7,0.0,0.0,西藏自治区
201007,60.4,-30.9,5.58,-74.3,0.17,0.0,西藏自治区
201008,63.77,-48.1,5.58,-83.6,5.34,0.0,西藏自治区
201009,72.17,-49.0,13.98,-66.7,5.34,-81.3,西藏自治区
201010,72.167,-49.0,13.978,-66.7,5.3364,-86.4,西藏自治区
201011,72.314,-48.9,13.978,-66.7,5.8372,-85.2,西藏自治区
201012,72.314,-48.6,13.978,-62.6,11.8963,-74.1,西藏自治区
201101,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
201102,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
201103,0.508,-98.5,0.0,0.0,0.508,0.0,西藏自治区
201104,13.4183,-59.4,0.0,0.0,1.3738,0.0,西藏自治区
201105,38.7427,1.6,0.0,0.0,6.0644,0.0,西藏自治区
201106,39.8029,-30.5,0.0,0.0,11.7939,0.0,西藏自治区
201107,39.8029,-34.1,0.0,0.0,11.7939,0.0,西藏自治区
201108,44.2363,-30.6,0.0383,-99.3,11.7939,121.0,西藏自治区
201109,44.2363,-38.7,0.0383,-99.7,16.9918,218.4,西藏自治区
201110,44.2363,-38.7,0.0383,-99.7,21.6918,306.5,西藏自治区
201111,44.2363,-38.8,0.0383,-99.7,21.6918,271.6,西藏自治区
201112,48.7323,-35.2,4.5343,-73.2,21.6918,78.1,西藏自治区
201201,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
201202,3.2065,0.0,0.0,0.0,0.0,0.0,西藏自治区
201203,16.7639,0.0,0.0,0.0,9.2259,0.0,西藏自治区
201204,27.4567,104.6,6.1968,0.0,9.2259,0.0,西藏自治区
201205,27.6152,-28.7,6.3827,0.0,9.2259,52.1,西藏自治区
201206,29.0488,-27.0,7.8275,0.0,9.2259,-21.8,西藏自治区
201207,39.0671,-1.8,17.8458,0.0,9.2259,-21.8,西藏自治区
201208,42.5421,-3.8,17.8556,0.0,9.2259,-21.8,西藏自治区
201209,42.5421,-3.8,17.8639,0.0,9.2259,-45.7,西藏自治区
201210,42.5421,-3.8,17.8715,0.0,9.2259,-57.5,西藏自治区
201211,46.1232,4.3,21.4597,0.0,9.2259,-57.5,西藏自治区
201212,47.3319,-2.9,22.6763,400.1,9.2259,-57.5,西藏自治区
201301,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
201302,38.106,0.0,0.0,0.0,0.0,0.0,西藏自治区
201303,36.0475,115.0,0.0,0.0,0.0,0.0,西藏自治区
201304,48.1101,75.2,18.3445,196.0,0.0,0.0,西藏自治区
201305,48.1101,74.2,18.3445,187.4,1.4,-84.8,西藏自治区
201306,49.3101,69.7,18.3945,135.0,1.4,-84.8,西藏自治区
201307,53.3672,36.6,22.5546,26.4,1.4,-84.8,西藏自治区
201308,54.7958,28.8,22.6559,26.9,1.4,-84.8,西藏自治区
201309,54.7958,28.8,24.7517,38.6,3.8558,-58.2,西藏自治区
201310,54.7958,28.8,24.7667,38.6,3.8558,-58.2,西藏自治区
201311,54.7958,18.8,24.8659,15.9,4.0447,-56.2,西藏自治区
201312,57.6994,21.9,27.7633,22.4,18.0938,96.1,西藏自治区
201401,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
201402,27.7527,-27.2,0.0,0.0,0.0,0.0,西藏自治区
201403,27.7191,-23.1,0.0,0.0,0.0,0.0,西藏自治区
201404,59.7383,24.2,32.2296,75.7,0.0,0.0,西藏自治区
201405,80.9222,68.2,53.4902,191.6,0.0,0.0,西藏自治区
201406,133.1313,170.0,88.075,378.8,14.1164,0.0,西藏自治区
201407,145.717,173.0,90.4279,300.9,14.1164,0.0,西藏自治区
201408,178.8295,226.4,123.5604,445.4,14.1164,0.0,西藏自治区
201409,237.2015,332.9,150.9934,0.0,22.379,480.4,西藏自治区
201410,271.0083,394.6,189.3226,0.0,45.4835,0.0,西藏自治区
201411,273.1443,398.5,191.4586,0.0,45.4835,0.0,西藏自治区
201412,273.1742,373.4,191.4885,0.0,52.4737,190.0,西藏自治区
201501,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
201502,195.9229,0.0,0.0,0.0,0.0,0.0,西藏自治区
201503,205.76,0.0,10.861,0.0,0.0,0.0,西藏自治区
201504,233.4064,290.7,19.1297,-40.6,8.13,0.0,西藏自治区
201505,266.5116,229.3,30.9952,-42.1,8.13,0.0,西藏自治区
201506,272.0449,104.3,36.5285,-58.5,11.7999,-16.4,西藏自治区
201507,315.5906,116.6,54.652,-39.6,42.0658,198.0,西藏自治区
201508,330.2157,84.7,68.6051,-44.5,81.0705,474.3,西藏自治区
201509,360.7181,52.1,99.9663,-33.8,92.2714,312.3,西藏自治区
201510,363.1181,34.0,102.3663,-45.9,92.2714,102.9,西藏自治区
201511,380.1919,39.2,119.4401,-37.6,92.2714,102.9,西藏自治区
201512,380.6219,39.3,119.8701,-37.4,92.2714,75.8,西藏自治区
201601,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
201602,279.9619,42.9,3.2002,0.0,3.2002,0.0,西藏自治区
201603,281.5419,36.8,4.7802,-56.0,3.2002,0.0,西藏自治区
201604,294.646,26.2,5.88,-69.3,4.4321,-45.5,西藏自治区
201605,298.6002,12.0,9.8342,-68.3,4.4321,-45.5,西藏自治区
201606,328.2955,20.7,39.5295,8.2,4.4321,-62.4,西藏自治区
201607,333.5901,5.7,41.8275,-23.5,5.9321,-85.9,西藏自治区
201608,339.6992,2.9,47.9366,-30.1,5.9321,-92.7,西藏自治区
201609,340.6992,-5.5,48.9366,-51.0,5.9321,-93.6,西藏自治区
201610,344.0174,-5.3,52.2548,-49.0,24.6496,-73.3,西藏自治区
201611,348.7684,-8.3,57.0058,-52.3,31.5299,-65.8,西藏自治区
201612,348.7684,-8.4,57.0058,-52.4,31.5299,-65.8,西藏自治区
201701,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
201702,174.1693,-37.8,0.0,0.0,0.0,0.0,西藏自治区
201703,179.4019,-36.3,5.2326,9.5,4.7267,47.7,西藏自治区
201704,183.221,-37.8,9.0517,53.9,7.2647,63.9,西藏自治区
201705,187.6893,-37.1,16.5166,68.0,7.2647,63.9,西藏自治区
201706,200.1877,-39.0,29.015,-26.6,17.5078,295.0,西藏自治区
201707,200.9393,-39.8,29.7666,-28.8,17.5078,195.1,西藏自治区
201708,201.9803,-40.5,30.8076,-35.7,17.5078,195.1,西藏自治区
201709,216.8228,-36.4,45.6501,-6.7,20.5078,245.7,西藏自治区
201710,217.0628,-36.9,45.8901,-12.2,21.7478,-11.8,西藏自治区
201711,224.8493,-35.5,56.0742,-1.6,43.5651,38.2,西藏自治区
201712,229.8457,-34.1,61.0706,7.1,43.5651,38.2,西藏自治区
201801,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
201802,161.2031,-7.4,0.0,0.0,0.0,0.0,西藏自治区
201803,181.6569,1.3,18.6176,255.8,0.0,0.0,西藏自治区
201804,185.1302,1.0,26.0909,188.2,8.4113,15.8,西藏自治区
201805,207.4659,10.5,48.4266,193.2,14.761,103.2,西藏自治区
201806,285.2812,42.5,126.2419,335.1,14.761,-15.7,西藏自治区
201807,301.0984,49.8,142.0591,377.2,18.5938,6.2,西藏自治区
201808,303.8418,50.4,144.8025,370.0,18.5938,6.2,西藏自治区
201809,310.9575,43.4,151.9182,232.8,20.8395,1.6,西藏自治区
201810,337.2849,55.4,167.753,265.6,49.9426,129.6,西藏自治区
201811,353.2137,57.1,183.6818,227.6,49.9426,14.6,西藏自治区
201812,358.6128,56.0,193.0571,216.1,49.9426,14.6,西藏自治区
200801,0.0,0.0,0.0,0.0,0.0,0.0,陕西省
200802,2194.45,110.9,439.53,200.1,64.81,0.0,陕西省
200803,2819.93,35.5,672.86,73.1,115.59,212.4,陕西省
200804,3366.13,35.6,853.47,59.4,132.43,112.7,陕西省
200805,3692.13,35.0,1008.17,56.0,162.07,29.8,陕西省
200806,4199.7,35.6,1183.5,42.9,221.09,6.2,陕西省
200807,4313.38,27.2,1247.65,29.9,261.21,11.7,陕西省
200808,4459.99,28.4,1316.53,33.2,277.45,11.8,陕西省
200809,4734.62,29.3,1460.44,36.8,301.3,10.6,陕西省
200810,4885.17,30.4,1546.07,35.7,319.89,-0.8,陕西省
200811,5098.54,29.9,1654.87,34.3,371.54,4.2,陕西省
200812,5564.93,25.2,1859.01,28.5,698.7,-21.7,陕西省
200901,0.0,0.0,0.0,0.0,0.0,0.0,陕西省
200902,3093.25,41.0,588.31,33.9,35.08,-45.9,陕西省
200903,4124.83,46.3,735.68,9.3,113.04,-2.2,陕西省
200904,4590.15,36.4,939.17,10.0,201.68,52.3,陕西省
200905,5106.44,38.3,1115.07,10.6,227.55,40.4,陕西省
200906,5639.76,34.3,1260.73,6.5,280.53,26.9,陕西省
200907,6012.63,39.4,1451.69,16.4,345.28,32.2,陕西省
200908,6221.42,39.5,1601.95,21.7,399.07,43.8,陕西省
200909,6728.74,42.1,1770.86,21.3,477.98,58.6,陕西省
200910,7187.13,47.1,2029.33,31.3,511.84,60.0,陕西省
200911,7454.69,46.2,2646.08,59.9,567.26,52.7,陕西省
200912,8260.87,42.9,2821.58,37.6,916.97,4.7,陕西省
201001,0.0,0.0,0.0,0.0,0.0,0.0,陕西省
201002,5526.48,42.0,399.18,-32.1,62.95,79.4,陕西省
201003,6364.04,54.3,610.76,-17.0,113.86,0.7,陕西省
201004,6703.8,46.0,862.2,-8.2,130.78,-35.2,陕西省
201005,7247.89,41.9,1176.01,5.5,226.48,-0.5,陕西省
201006,7886.09,39.8,1608.14,27.6,282.92,0.9,陕西省
201007,8181.19,36.1,1840.23,26.8,385.05,11.5,陕西省
201008,8482.17,36.3,2101.44,31.2,449.43,12.6,陕西省
201009,8799.44,30.8,2385.95,34.7,500.2,4.6,陕西省
201010,9218.7926,28.3,2649.2619,30.5,546.3117,6.7,陕西省
201011,9438.183,26.6,2927.7271,10.6,579.5951,2.2,陕西省
201012,9965.1782,21.0,3329.1873,19.1,860.7928,-6.1,陕西省
201101,0.0,0.0,0.0,0.0,0.0,0.0,陕西省
201102,7527.3111,36.2,263.0191,-34.1,65.0858,3.4,陕西省
201103,8241.3613,29.5,626.4617,2.6,164.7129,44.7,陕西省
201104,8568.1465,27.8,895.0791,3.8,197.7485,51.2,陕西省
201105,9094.27,25.5,1235.1632,5.0,322.8169,42.5,陕西省
201106,9930.696,25.9,1817.854,13.0,363.0159,28.3,陕西省
201107,10614.296,29.7,2371.1893,28.9,405.8618,5.4,陕西省
201108,10811.3094,27.5,2661.0215,26.6,549.9289,22.4,陕西省
201109,11030.5695,25.4,2850.9901,19.5,619.6342,23.9,陕西省
201110,11263.4211,22.2,3057.8266,15.4,661.8001,21.1,陕西省
201111,11938.7467,26.5,3622.5499,23.7,701.5952,21.0,陕西省
201112,12179.972,22.4,3843.1705,17.5,1104.4451,22.7,陕西省
201201,0.0,0.0,0.0,0.0,0.0,0.0,陕西省
201202,9809.1977,30.3,485.3824,84.5,166.1545,155.3,陕西省
201203,10243.5738,24.3,884.6145,41.2,405.2131,146.0,陕西省
201204,10700.3659,24.9,1261.6628,41.0,448.4154,126.8,陕西省
201205,11344.9632,24.7,1728.463,39.9,536.8618,66.3,陕西省
201206,11967.1012,20.5,2144.2208,18.0,626.6126,72.6,陕西省
201207,12179.8844,14.7,2322.9088,-2.0,689.3982,69.9,陕西省
201208,13166.385,21.8,3057.7915,14.9,756.2867,37.5,陕西省
201209,13577.2871,23.1,3386.4976,18.8,891.5554,43.9,陕西省
201210,13961.721,24.0,3718.4245,21.6,1052.0805,59.0,陕西省
201211,14918.8827,25.0,4369.9274,20.6,1211.9714,72.7,陕西省
201212,15410.5712,26.1,4738.3153,17.7,1653.9444,46.6,陕西省
201301,0.0,0.0,0.0,0.0,0.0,0.0,陕西省
201302,12686.9223,29.3,602.6853,24.2,286.2833,72.3,陕西省
201303,13206.5858,28.9,985.4323,11.4,359.2887,-11.3,陕西省
201304,13687.0666,27.9,1435.1104,13.7,432.9853,-3.4,陕西省
201305,13972.556,23.2,1620.3999,-6.3,509.2243,-5.1,陕西省
201306,14750.8363,23.3,2305.0299,7.5,592.0284,-5.5,陕西省
201307,15191.1182,24.7,2635.3333,13.4,619.5088,-10.1,陕西省
201308,15597.1777,18.5,2972.1646,-2.8,682.0573,-9.8,陕西省
201309,15870.143,16.9,3181.7725,-6.0,746.1648,-16.3,陕西省
201310,16050.0521,15.0,3370.2189,-9.4,819.8446,-22.1,陕西省
201311,17060.982,14.4,4101.6071,-6.1,983.0271,-18.9,陕西省
201312,17240.862,11.9,4483.3504,-5.4,1511.6691,-8.6,陕西省
201401,0.0,0.0,0.0,0.0,0.0,0.0,陕西省
201402,14481.5023,14.1,568.2723,-5.7,177.3997,-38.0,陕西省
201403,14738.6839,11.6,740.1026,-24.9,302.6746,-15.8,陕西省
201404,15009.5474,9.7,1012.3365,-29.5,396.7533,-8.4,陕西省
201405,15264.3838,9.2,1250.1548,-22.8,627.1008,23.1,陕西省
201406,16069.7944,8.9,1762.7694,-23.5,787.2449,33.0,陕西省
201407,16222.6142,6.8,1945.477,-26.2,876.1688,41.4,陕西省
201408,17185.0941,10.2,2488.3643,-16.3,905.0587,32.7,陕西省
201409,17667.9085,11.3,2842.1969,-10.7,958.8189,28.5,陕西省
201410,18101.0585,12.8,3109.107,-7.7,1065.4822,30.0,陕西省
201411,18874.877,10.6,3628.4644,-11.5,1397.3756,42.2,陕西省
201412,19466.1007,12.9,3943.1606,-12.0,2188.9122,44.8,陕西省
201501,0.0,0.0,0.0,0.0,0.0,0.0,陕西省
201502,15842.0747,9.4,372.9918,-34.4,176.0457,-0.8,陕西省
201503,15999.9252,8.6,601.5024,-18.7,237.958,-21.4,陕西省
201504,16668.0011,11.0,1057.2064,4.4,293.9937,-25.9,陕西省
201505,17178.3531,12.5,1434.0097,14.7,396.7621,-36.7,陕西省
201506,17790.9121,10.7,1821.6917,3.3,452.4149,-42.5,陕西省
201507,18192.5495,12.1,2125.1487,9.2,540.7063,-38.3,陕西省
201508,18504.4649,7.7,2398.8196,-3.6,587.062,-35.1,陕西省
201509,19262.7322,9.0,2912.2795,2.5,754.1452,-21.3,陕西省
201510,19703.6024,8.9,3236.8757,4.1,1062.8771,-0.2,陕西省
201511,20293.0087,7.5,3579.3382,-1.4,1149.6969,-17.7,陕西省
201512,20752.1601,6.6,3964.4431,0.5,1681.5037,-23.2,陕西省
201601,0.0,0.0,0.0,0.0,0.0,0.0,陕西省
201602,17549.2149,10.8,288.9253,-22.5,277.6457,57.7,陕西省
201603,17764.739,11.0,481.037,-20.0,461.2389,93.8,陕西省
201604,18001.728,8.0,726.0035,-31.3,578.7846,96.9,陕西省
201605,18336.2873,6.7,1017.0984,-29.1,828.2007,108.7,陕西省
201606,19109.277,7.4,1658.8928,-8.9,940.5058,107.9,陕西省
201607,19893.5028,9.3,2248.6166,5.8,1052.7386,94.7,陕西省
201608,20586.7785,11.3,2817.4501,17.5,1201.4589,104.7,陕西省
201609,21217.5644,10.1,3376.7197,15.9,1285.2935,70.4,陕西省
201610,21531.3145,9.3,3724.5191,15.1,1428.3007,34.4,陕西省
201611,21902.4892,7.9,4082.6753,14.1,1692.2084,47.2,陕西省
201612,22297.5328,7.4,4483.6435,13.1,2431.7006,44.6,陕西省
201701,0.0,0.0,0.0,0.0,0.0,0.0,陕西省
201702,19658.7757,12.0,483.353,67.3,462.976,66.8,陕西省
201703,19878.44,11.9,847.507,76.2,645.3172,39.9,陕西省
201704,20456.5244,13.6,1268.0106,74.7,812.0684,40.3,陕西省
201705,20729.6275,13.1,1520.7891,49.5,954.3675,15.2,陕西省
201706,21300.1139,11.5,2092.4869,26.1,1058.9316,12.6,陕西省
201707,21576.4959,8.5,2335.8689,3.9,1145.6858,8.8,陕西省
201708,21973.9418,6.7,2642.8157,-6.2,1359.087,13.1,陕西省
201709,22333.7577,5.3,2993.2565,-11.4,1461.5266,13.7,陕西省
201710,22646.7808,5.2,3280.133,-11.9,1827.9033,28.0,陕西省
201711,23211.969,6.0,3810.9732,-6.7,2025.2197,19.7,陕西省
201712,23630.103,6.0,4279.0776,-4.6,2392.0537,-1.6,陕西省
201801,0.0,0.0,0.0,0.0,0.0,0.0,陕西省
201802,19161.5604,-2.5,305.5526,-36.8,324.7471,-29.9,陕西省
201803,19472.1855,-2.0,543.1052,-35.9,474.9253,-26.4,陕西省
201804,19828.5739,-3.1,809.0402,-36.2,515.1147,-36.6,陕西省
201805,20511.0819,-1.1,1452.698,-4.5,586.3765,-38.6,陕西省
201806,21232.2294,-0.3,2122.2298,1.4,709.5074,-33.0,陕西省
201807,21772.4657,0.9,2695.3014,15.4,770.4665,-32.8,陕西省
201808,22383.992,1.9,3306.8277,25.1,794.2839,-41.6,陕西省
201809,22932.7407,2.7,3850.0892,28.6,971.8407,-33.5,陕西省
201810,23337.9011,3.1,4198.0996,28.0,1039.7273,-43.1,陕西省
201811,23987.6145,3.3,4829.0833,26.7,1238.8279,-38.8,陕西省
201812,24618.045,4.2,5451.7578,27.4,1524.6635,-36.3,陕西省
200801,0.0,0.0,0.0,0.0,0.0,0.0,甘肃省
200802,222.46,23.7,13.8,0.5,0.0,0.0,甘肃省
200803,941.05,36.9,215.9,32.9,55.58,6.8,甘肃省
200804,1316.48,25.6,347.05,50.2,91.42,2.7,甘肃省
200805,1494.89,10.5,444.09,25.0,123.39,3.3,甘肃省
200806,1597.54,5.6,509.21,19.7,168.71,13.6,甘肃省
200807,1664.61,9.6,560.0,27.6,187.73,1.7,甘肃省
200808,1764.86,6.3,647.09,26.7,197.79,-16.8,甘肃省
200809,1785.11,4.0,655.94,18.9,231.64,-10.0,甘肃省
200810,1828.9,3.9,709.23,19.7,250.58,-11.1,甘肃省
200811,1896.6,4.8,762.73,15.0,282.42,-10.0,甘肃省
200812,1914.52,3.3,777.62,11.8,349.09,-19.1,甘肃省
200901,0.0,0.0,0.0,0.0,0.0,0.0,甘肃省
200902,334.59,50.4,18.65,35.2,15.93,0.0,甘肃省
200903,1012.47,7.6,174.89,-19.0,52.15,-6.2,甘肃省
200904,1343.03,2.0,280.51,-19.2,95.86,4.8,甘肃省
200905,1471.72,-1.6,348.55,-21.5,128.19,3.9,甘肃省
200906,1734.69,8.6,473.42,-7.0,175.97,4.3,甘肃省
200907,1848.98,11.1,520.81,-7.0,205.25,9.3,甘肃省
200908,1990.67,12.8,586.12,-9.4,235.69,19.2,甘肃省
200909,2130.58,19.4,692.77,5.6,264.77,14.3,甘肃省
200910,2200.65,20.3,735.05,3.6,288.54,15.1,甘肃省
200911,2264.52,19.4,943.93,23.8,332.53,17.7,甘肃省
200912,2543.1,10.1,1075.5,9.1,545.16,-0.2,甘肃省
201001,0.0,0.0,0.0,0.0,0.0,0.0,甘肃省
201002,646.3,20.5,14.61,-6.8,10.64,7.2,甘肃省
201003,1425.52,40.8,309.38,76.9,60.42,15.9,甘肃省
201004,1953.8,45.5,549.97,96.1,148.61,55.0,甘肃省
201005,2182.49,48.3,728.99,109.1,166.33,29.8,甘肃省
201006,2396.48,38.2,874.45,84.7,224.36,27.5,甘肃省
201007,2518.03,36.2,945.94,81.6,262.48,27.9,甘肃省
201008,2674.03,34.3,1038.31,77.2,291.36,23.6,甘肃省
201009,2829.0,32.8,1182.35,70.7,327.46,23.7,甘肃省
201010,2917.2333,32.6,1245.0316,69.4,351.5087,21.8,甘肃省
201011,3076.6281,35.9,1344.3833,42.4,371.765,11.8,甘肃省
201012,3130.3958,23.4,1395.9754,33.3,598.6587,10.7,甘肃省
201101,0.0,0.0,0.0,0.0,0.0,0.0,甘肃省
201102,891.7478,38.0,18.5989,27.3,4.92,-53.8,甘肃省
201103,2000.9191,40.4,365.3609,18.1,54.0495,-10.5,甘肃省
201104,2481.3705,27.0,605.8783,10.2,89.7001,-39.6,甘肃省
201105,2813.9536,28.9,826.5517,13.4,117.2593,-29.5,甘肃省
201106,3124.7012,30.4,1013.8038,15.9,168.2163,-25.0,甘肃省
201107,3330.6383,32.3,1204.5946,27.3,225.7815,-14.0,甘肃省
201108,3461.3314,29.4,1293.3589,24.6,249.0772,-14.5,甘肃省
201109,3616.894,27.9,1380.3797,16.7,342.0472,4.5,甘肃省
201110,3689.9244,26.5,1434.5537,15.2,443.4557,26.2,甘肃省
201111,3779.7929,22.9,1502.9084,11.8,519.1736,39.7,甘肃省
201112,3809.995,21.7,1546.5929,10.8,655.9899,9.6,甘肃省
201201,0.0,0.0,0.0,0.0,0.0,0.0,甘肃省
201202,1053.3704,18.1,79.5856,327.9,30.078,0.0,甘肃省
201203,2886.4986,44.3,484.9137,32.7,81.2444,50.3,甘肃省
201204,3611.5461,45.5,982.0671,62.1,156.732,74.7,甘肃省
201205,4040.0642,43.6,1151.6728,39.3,224.9437,91.8,甘肃省
201206,4370.7408,39.9,1406.8586,38.8,265.3268,57.7,甘肃省
201207,4593.441,37.9,1559.9718,29.5,356.7265,58.0,甘肃省
201208,4909.9342,41.9,1846.5157,42.8,417.4451,67.6,甘肃省
201209,5114.8427,41.4,2007.1919,45.4,494.8397,44.7,甘肃省
201210,5316.502,44.1,2144.4867,49.5,604.939,36.4,甘肃省
201211,5491.9013,45.3,2337.6021,55.5,677.84,30.6,甘肃省
201212,5634.9533,37.5,2404.5119,35.3,844.5017,13.5,甘肃省
201301,0.0,0.0,0.0,0.0,0.0,0.0,甘肃省
201302,4048.6847,284.4,157.9154,98.4,61.5369,104.6,甘肃省
201303,4627.2478,60.3,538.1749,11.0,125.777,54.8,甘肃省
201304,4926.8067,36.4,828.4004,-15.6,163.6652,4.4,甘肃省
201305,5311.2317,31.5,1152.7138,0.1,195.8854,-12.9,甘肃省
201306,5631.2224,28.8,1428.9068,1.6,255.6644,-3.6,甘肃省
201307,5756.7171,25.3,1546.9426,-0.8,323.3019,-9.4,甘肃省
201308,5941.343,21.0,1693.0275,-8.3,385.3682,-7.7,甘肃省
201309,6198.8601,21.2,1925.6254,-4.1,484.7267,-2.0,甘肃省
201310,6330.7417,19.1,2036.0585,-5.1,633.5992,4.7,甘肃省
201311,6650.1368,21.1,2316.4924,-0.9,750.3455,10.7,甘肃省
201312,6848.3978,21.5,2451.1929,1.9,915.5605,8.4,甘肃省
201401,0.0,0.0,0.0,0.0,0.0,0.0,甘肃省
201402,5044.2592,24.6,50.5497,-68.0,48.8144,-20.7,甘肃省
201403,5241.3718,13.3,224.1735,-58.3,111.6555,-11.2,甘肃省
201404,5599.849,13.7,495.4478,-40.2,154.0004,-5.9,甘肃省
201405,6034.4703,13.6,790.6065,-31.4,219.4468,12.0,甘肃省
201406,6496.6024,15.4,1138.8948,-20.3,269.1802,5.3,甘肃省
201407,6862.293,19.2,1388.9583,-10.2,296.3171,-8.3,甘肃省
201408,7117.9102,19.8,1564.8262,-7.6,385.5107,0.0,甘肃省
201409,7387.6259,19.2,1765.6267,-8.3,461.0103,-4.9,甘肃省
201410,7564.6922,19.5,1915.527,-5.9,532.5578,-15.9,甘肃省
201411,7696.1836,15.7,2023.6333,-12.6,637.416,-15.1,甘肃省
201412,7660.2991,11.9,2050.3561,-16.4,813.2186,-11.2,甘肃省
201501,0.0,0.0,0.0,0.0,0.0,0.0,甘肃省
201502,5465.9454,8.4,58.864,16.4,79.1838,62.2,甘肃省
201503,5977.5399,14.0,180.3546,-19.5,137.5775,23.2,甘肃省
201504,6243.0943,11.5,388.5,-21.6,186.9284,21.4,甘肃省
201505,6703.6689,11.1,724.0019,-8.4,287.0113,30.8,甘肃省
201506,6989.5363,7.6,959.6112,-15.7,345.0028,28.2,甘肃省
201507,7424.1576,8.2,1354.644,-2.5,397.2359,34.1,甘肃省
201508,7686.3541,8.0,1584.2667,1.2,469.844,21.9,甘肃省
201509,8115.4689,9.9,1836.8266,4.0,614.0056,33.2,甘肃省
201510,8298.2008,9.7,2007.9417,4.8,672.7345,26.3,甘肃省
201511,8532.1858,10.9,2248.7935,11.1,772.9779,21.3,甘肃省
201512,8586.1783,12.1,2312.6552,12.8,962.2385,18.3,甘肃省
201601,0.0,0.0,0.0,0.0,0.0,0.0,甘肃省
201602,6661.4776,21.9,40.7967,-30.7,68.7931,-13.1,甘肃省
201603,6837.2427,14.4,222.6344,23.4,114.4571,-16.8,甘肃省
201604,7120.3543,14.1,505.746,30.2,174.8848,-6.4,甘肃省
201605,7490.747,11.7,876.1387,21.0,302.9991,5.6,甘肃省
201606,7848.5736,12.3,1233.9653,28.6,383.5808,11.2,甘肃省
201607,8044.7342,8.4,1430.1259,5.6,438.6979,10.4,甘肃省
201608,8370.6255,8.9,1756.0172,10.8,475.5019,1.2,甘肃省
201609,8537.7303,5.2,1935.772,5.4,589.9152,-3.9,甘肃省
201610,8659.4162,4.4,2057.4579,2.5,669.9895,-0.4,甘肃省
201611,8778.7342,2.9,2176.7759,-3.2,834.592,8.0,甘肃省
201612,8933.2387,4.0,2331.7104,0.8,991.733,3.1,甘肃省
201701,0.0,0.0,0.0,0.0,0.0,0.0,甘肃省
201702,6690.1021,0.4,43.9012,7.6,83.2328,21.0,甘肃省
201703,7013.5091,2.6,210.1505,-5.6,123.0369,7.5,甘肃省
201704,7106.8901,-0.2,312.8315,-38.1,216.1061,23.6,甘肃省
201705,7517.1789,0.4,723.1203,-17.5,270.8729,-10.6,甘肃省
201706,7910.7508,0.8,1110.397,-10.0,299.2139,-22.0,甘肃省
201707,8232.3205,2.3,1431.9667,0.1,348.9991,-20.4,甘肃省
