月份,商业营业用房施工面积_累计值,商业营业用房施工面积_累计增长,商业营业用房新开工施工面积_累计值,商业营业用房新开工施工面积_累计增长,商业营业用房竣工面积_累计值,商业营业用房竣工面积_累计增长,地区
201603,3178.7923,9.3,147.932,-47.6,57.4608,27.9,贵州省
201604,3240.4301,7.6,205.6848,-40.9,64.4643,7.3,贵州省
201605,3320.8002,5.7,280.5446,-37.3,84.856,15.9,贵州省
201606,3393.2779,3.9,352.3367,-38.2,101.9993,-6.3,贵州省
201607,3457.0412,5.2,407.5975,-36.0,112.0668,-5.6,贵州省
201608,3533.544,6.9,493.3347,-28.8,115.3282,-14.6,贵州省
201609,3602.1662,5.6,553.4235,-30.1,122.6753,-47.4,贵州省
201610,3690.4655,4.6,639.8393,-27.2,182.7459,-31.4,贵州省
201611,3732.833,2.7,697.4497,-29.2,210.6452,-24.1,贵州省
201612,3755.2723,3.1,732.1851,-28.3,250.1717,-38.9,贵州省
201701,0.0,0.0,0.0,0.0,0.0,0.0,贵州省
201702,3405.6121,9.5,72.4644,-10.3,38.7907,40.0,贵州省
201703,3466.5673,9.1,131.6791,-11.0,57.8735,0.7,贵州省
201704,3503.047,8.1,169.3129,-17.7,69.6144,8.0,贵州省
201705,3547.8448,6.8,216.314,-22.9,88.3779,4.2,贵州省
201706,3617.9382,6.6,277.8095,-21.2,92.0466,-9.8,贵州省
201707,3656.6864,5.8,318.4438,-21.9,99.9253,-10.8,贵州省
201708,3694.3328,4.6,354.3122,-28.2,114.0677,-1.1,贵州省
201709,3745.6199,4.0,405.0237,-26.8,134.3228,9.5,贵州省
201710,3805.9586,3.1,461.7084,-27.8,155.4645,-14.9,贵州省
201711,3878.6271,3.9,544.6668,-21.9,174.9797,-16.9,贵州省
201712,3908.5775,4.1,583.3631,-20.3,195.6734,-21.8,贵州省
201801,0.0,0.0,0.0,0.0,0.0,0.0,贵州省
201802,3289.9416,-3.4,90.0732,24.3,68.2666,76.0,贵州省
201803,3313.6434,-4.4,135.6636,3.0,79.9783,38.2,贵州省
201804,3350.2002,-4.4,175.1767,3.5,83.303,19.7,贵州省
201805,3469.2891,-2.2,251.4088,16.2,85.5174,-3.2,贵州省
201806,3588.8907,-0.8,350.7279,26.2,87.2321,-5.2,贵州省
201807,3643.2685,-0.4,398.7883,25.2,92.0752,-7.9,贵州省
201808,3703.2853,0.2,455.2753,28.5,95.2683,-16.5,贵州省
201809,3785.4919,1.1,517.4086,27.7,104.2655,-22.4,贵州省
201810,3837.9936,0.8,571.2534,23.7,108.6019,-30.1,贵州省
201811,3904.153,0.7,638.3229,17.2,198.4269,13.4,贵州省
201812,3922.7352,0.4,712.7313,22.2,242.1046,23.7,贵州省
200801,0.0,0.0,0.0,0.0,0.0,0.0,云南省
200802,242.48,68.2,24.07,211.7,9.71,0.2,云南省
200803,281.08,28.9,47.56,23.4,11.92,-26.9,云南省
200804,322.13,35.3,60.6,23.2,18.4,0.0,云南省
200805,356.37,35.1,85.58,29.4,20.85,5.4,云南省
200806,399.38,34.9,124.67,33.2,27.44,-11.0,云南省
200807,425.74,31.4,138.05,18.6,33.52,-7.1,云南省
200808,436.96,30.6,151.1,33.5,38.81,4.7,云南省
200809,466.36,27.7,170.0,10.8,45.93,8.9,云南省
200810,500.12,26.7,183.28,7.3,59.12,29.2,云南省
200811,519.96,23.4,199.88,2.8,63.76,27.1,云南省
200812,564.4,15.1,228.72,0.5,96.48,-20.9,云南省
200901,0.0,0.0,0.0,0.0,0.0,0.0,云南省
200902,231.05,-4.7,18.95,-21.3,9.36,-3.6,云南省
200903,318.71,13.4,34.11,-28.3,23.76,99.4,云南省
200904,427.5,32.7,59.45,-1.9,35.96,95.4,云南省
200905,456.03,28.0,96.58,12.8,37.21,78.5,云南省
200906,525.31,31.5,141.11,13.2,48.42,76.5,云南省
200907,525.91,23.5,145.15,5.1,56.32,68.0,云南省
200908,581.54,33.1,159.94,5.8,78.48,102.2,云南省
200909,613.53,31.6,176.93,4.1,97.14,111.5,云南省
200910,638.18,27.6,192.78,5.2,113.91,92.7,云南省
200911,669.48,28.8,241.82,21.0,117.94,85.0,云南省
200912,800.75,42.1,363.25,59.0,171.44,77.7,云南省
201001,0.0,0.0,0.0,0.0,0.0,0.0,云南省
201002,405.92,58.0,39.97,110.9,4.89,-47.7,云南省
201003,521.5,63.6,77.16,126.2,16.91,-28.8,云南省
201004,579.74,35.6,121.51,104.4,25.74,-28.4,云南省
201005,579.74,27.1,121.51,25.8,25.74,-30.8,云南省
201006,687.0,30.8,190.89,35.3,34.93,-27.9,云南省
201007,721.1,37.1,224.15,54.4,41.91,-25.6,云南省
201008,778.24,33.8,262.34,64.0,52.56,-33.0,云南省
201009,844.02,37.6,308.56,74.4,84.23,-13.3,云南省
201010,864.9605,35.5,328.7986,70.6,91.0927,-20.0,云南省
201011,901.9492,34.7,360.5329,49.1,108.3441,-8.1,云南省
201012,934.7942,16.7,391.6762,7.8,157.7153,-8.0,云南省
201101,0.0,0.0,0.0,0.0,0.0,0.0,云南省
201102,466.8975,15.0,61.9376,54.9,12.1335,148.0,云南省
201103,592.5425,13.6,118.6151,53.7,27.496,62.6,云南省
201104,716.6466,23.6,172.6828,42.1,33.7572,31.2,云南省
201105,769.9989,32.8,223.0101,83.5,35.9471,39.7,云南省
201106,924.7439,34.6,302.4504,58.4,39.6466,13.5,云南省
201107,979.2468,35.8,348.8342,55.6,46.9366,12.0,云南省
201108,1031.9407,32.6,382.7675,45.9,62.2814,18.5,云南省
201109,1076.3789,27.5,425.8336,38.0,81.0627,-3.8,云南省
201110,1114.4582,28.8,449.7667,36.8,88.8775,-2.4,云南省
201111,1208.5785,34.0,580.3753,61.0,90.7636,-16.2,云南省
201112,1272.5683,36.1,611.1037,56.0,150.7742,-4.4,云南省
201201,0.0,0.0,0.0,0.0,0.0,0.0,云南省
201202,972.0014,108.2,105.1281,69.7,23.9735,97.6,云南省
201203,1073.0999,81.1,199.3628,68.1,42.7261,55.4,云南省
201204,1153.4165,60.9,275.0976,59.3,52.4458,55.4,云南省
201205,1236.6783,60.6,341.8101,53.3,57.6517,60.4,云南省
201206,1362.0184,47.3,417.3071,38.0,68.1735,72.0,云南省
201207,1436.6723,46.7,467.1066,33.9,81.4189,73.5,云南省
201208,1615.1755,56.5,637.4564,66.5,93.1027,49.5,云南省
201209,1678.9788,56.0,696.6557,63.6,102.386,26.3,云南省
201210,1743.3925,56.4,749.7515,66.7,117.6934,32.4,云南省
201211,1793.6373,48.4,815.2533,40.5,130.3604,43.6,云南省
201212,1869.5138,44.8,882.7737,40.5,183.0635,10.0,云南省
201301,0.0,0.0,0.0,0.0,0.0,0.0,云南省
201302,1510.7263,55.4,113.1596,7.6,48.9641,104.2,云南省
201303,1617.0087,50.7,178.6215,-10.4,62.139,45.4,云南省
201304,1791.9061,55.4,313.9748,14.1,74.5616,42.2,云南省
201305,1918.1937,55.1,421.1478,23.2,85.5424,48.4,云南省
201306,2003.6537,47.1,518.389,24.2,96.4627,41.5,云南省
201307,2075.6587,44.5,578.2699,23.8,103.4008,27.0,云南省
201308,2160.8171,33.8,648.6753,1.8,115.8698,24.5,云南省
201309,2215.1369,31.9,702.4738,0.8,124.6403,21.7,云南省
201310,2258.4805,29.5,761.2024,1.5,148.1427,25.9,云南省
201311,2338.4219,30.4,862.4891,5.8,179.3405,37.6,云南省
201312,2546.0859,36.2,1003.0775,13.6,220.8593,20.6,云南省
201401,0.0,0.0,0.0,0.0,0.0,0.0,云南省
201402,2065.342,36.7,102.1894,-9.7,20.9985,-57.1,云南省
201403,2125.8323,31.5,147.5175,-17.4,93.2329,50.0,云南省
201404,2228.7729,24.4,193.4071,-38.4,107.9444,44.8,云南省
201405,2298.8127,19.8,245.6459,-41.7,111.0716,29.8,云南省
201406,2444.636,22.0,352.6517,-32.0,138.5325,43.6,云南省
201407,2593.3398,24.9,466.8326,-19.3,167.6254,62.1,云南省
201408,2690.1006,24.5,537.6013,-17.1,167.8033,44.8,云南省
201409,2796.7442,26.3,637.1834,-9.3,175.8635,41.1,云南省
201410,2856.82,26.5,691.9695,-9.1,187.7036,26.7,云南省
201411,2920.5445,24.9,767.6252,-11.0,218.2607,21.7,云南省
201412,3006.2256,18.1,826.6067,-17.6,283.2512,28.2,云南省
201501,0.0,0.0,0.0,0.0,0.0,0.0,云南省
201502,2357.7742,14.2,72.0952,-29.4,41.2528,96.5,云南省
201503,2404.5193,13.1,91.3755,-38.1,52.7823,-43.4,云南省
201504,2515.9053,12.9,189.9291,-1.8,66.1106,-38.8,云南省
201505,2610.1474,13.5,246.8211,0.5,77.8544,-29.9,云南省
201506,2766.374,13.2,345.8645,-1.9,105.0795,-24.1,云南省
201507,2862.2088,10.4,440.2673,-5.7,135.2055,-19.3,云南省
201508,2938.6514,9.2,509.9932,-5.1,154.822,-7.7,云南省
201509,3064.5623,9.6,613.6597,-3.7,200.0899,13.8,云南省
201510,3123.0964,9.3,674.3782,-2.5,234.0672,24.7,云南省
201511,3178.144,8.8,710.3677,-7.5,261.3118,19.7,云南省
201512,3208.1397,6.7,758.4476,-8.2,317.639,12.1,云南省
201601,0.0,0.0,0.0,0.0,0.0,0.0,云南省
201602,2789.5855,18.3,49.4426,-31.4,67.3906,63.4,云南省
201603,2802.4372,16.5,72.9124,-20.2,72.9367,38.2,云南省
201604,2906.0828,15.5,154.0434,-18.9,91.526,38.4,云南省
201605,2977.5891,14.1,185.2728,-24.9,155.3876,99.6,云南省
201606,2983.8088,7.9,213.6738,-38.2,163.876,56.0,云南省
201607,3011.3065,5.2,246.0951,-44.1,173.7489,28.5,云南省
201608,3093.284,5.3,312.57,-38.7,200.4911,29.5,云南省
201609,3148.9979,2.8,358.3525,-41.6,218.7209,9.3,云南省
201610,3224.0934,3.2,432.4211,-35.9,231.475,-1.1,云南省
201611,3269.2981,2.9,476.0215,-33.0,256.217,-1.9,云南省
201612,3320.1236,3.5,529.7687,-30.2,313.0778,-1.4,云南省
201701,0.0,0.0,0.0,0.0,0.0,0.0,云南省
201702,2873.382,3.0,45.5112,-8.0,39.5901,-41.3,云南省
201703,2887.5506,3.0,70.1201,-3.8,104.1131,42.7,云南省
201704,2956.0122,1.7,137.549,-10.7,125.6947,37.3,云南省
201705,2989.5105,0.4,168.9853,-8.8,140.3228,-9.7,云南省
201706,3068.2419,2.8,253.3143,18.6,166.4938,1.6,云南省
201707,3132.2832,4.0,297.0697,20.7,190.5404,9.7,云南省
201708,3168.8274,2.4,333.3253,6.6,220.4039,9.9,云南省
201709,3223.2701,2.4,387.0343,8.0,227.3932,4.0,云南省
201710,3296.594,2.2,459.3674,6.2,249.1367,7.6,云南省
201711,3348.4835,2.4,515.4197,8.3,320.5802,25.1,云南省
201712,3447.3281,3.8,593.1857,12.0,380.0817,21.4,云南省
201801,0.0,0.0,0.0,0.0,0.0,0.0,云南省
201802,2872.6267,0.0,30.458,-33.1,32.2498,-18.5,云南省
201803,2888.2241,0.0,58.9527,-15.9,53.1582,-48.9,云南省
201804,2934.9089,-0.7,89.469,-35.0,55.5283,-55.8,云南省
201805,2978.9572,-0.4,132.9219,-21.3,67.266,-52.1,云南省
201806,3101.6569,1.1,187.2934,-26.1,84.2328,-49.4,云南省
201807,3138.7332,0.2,279.829,-5.8,90.4705,-52.5,云南省
201808,3193.528,0.8,334.243,0.3,90.1612,-59.1,云南省
201809,3243.9501,0.6,383.9099,-0.8,97.0205,-57.3,云南省
201810,3284.7594,-0.4,423.9654,-7.7,109.9675,-55.9,云南省
201811,3337.7414,-0.3,469.9885,-8.8,141.7557,-55.8,云南省
201812,3433.2589,-0.4,569.5647,-4.0,192.0964,-49.5,云南省
200801,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
200802,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
200803,1.8,0.0,0.0,0.0,0.0,0.0,西藏自治区
200804,1.8,-30.4,0.0,-100.0,0.0,0.0,西藏自治区
200805,3.48,34.6,0.0,0.0,0.0,0.0,西藏自治区
200806,3.92,51.5,0.44,-44.5,0.0,0.0,西藏自治区
200807,9.12,252.6,0.44,-44.5,0.0,0.0,西藏自治区
200808,9.12,252.6,0.44,-44.5,0.0,0.0,西藏自治区
200809,9.62,271.6,0.44,-44.5,0.49,0.0,西藏自治区
200810,9.62,271.6,0.44,-44.5,0.49,0.0,西藏自治区
200811,9.62,271.6,0.44,-44.5,0.49,0.0,西藏自治区
200812,9.62,-10.6,0.44,-94.4,0.49,-77.6,西藏自治区
200901,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
200902,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
200903,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
200904,0.97,-46.0,0.0,0.0,0.0,0.0,西藏自治区
200905,3.63,4.3,0.97,0.0,0.0,0.0,西藏自治区
200906,6.01,53.4,3.65,0.0,1.36,0.0,西藏自治区
200907,5.84,-36.0,3.12,0.0,0.0,0.0,西藏自治区
200908,6.79,-25.6,4.3,0.0,0.0,0.0,西藏自治区
200909,13.45,39.9,7.71,0.0,1.91,286.7,西藏自治区
200910,13.61,41.5,7.72,0.0,1.93,292.5,西藏自治区
200911,13.61,41.5,7.72,0.0,1.93,292.5,西藏自治区
200912,3.43,-70.6,3.43,-7.1,0.0,0.0,西藏自治区
201001,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
201002,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
201003,2.71,0.0,0.0,0.0,0.0,0.0,西藏自治区
201004,2.71,178.3,0.0,0.0,0.0,0.0,西藏自治区
201005,3.3,-9.0,0.29,-70.6,0.0,0.0,西藏自治区
201006,3.62,-39.8,0.29,-92.2,0.0,0.0,西藏自治区
201007,3.75,-35.9,0.36,-88.5,0.17,0.0,西藏自治区
201008,3.77,-44.5,0.36,-91.7,0.17,0.0,西藏自治区
201009,4.07,-69.7,0.66,-91.5,0.17,-90.9,西藏自治区
201010,4.0691,-70.1,0.6579,-91.5,0.1735,-91.0,西藏自治区
201011,4.2161,-69.0,0.6579,-91.5,0.6743,-65.1,西藏自治区
201012,4.2161,-59.3,0.6579,-85.1,0.6743,-65.1,西藏自治区
201101,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
201102,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
201103,0.0616,-97.7,0.0,0.0,0.0616,0.0,西藏自治区
201104,5.1178,89.0,0.0,0.0,0.1096,0.0,西藏自治区
201105,6.8686,107.9,0.0,0.0,0.1096,0.0,西藏自治区
201106,6.8686,89.7,0.0,0.0,2.2058,0.0,西藏自治区
201107,6.8686,83.4,0.0,0.0,2.2058,0.0,西藏自治区
201108,7.1968,90.9,0.0,0.0,2.2058,0.0,西藏自治区
201109,7.1968,76.9,0.0,0.0,2.2058,0.0,西藏自治区
201110,7.1968,76.9,0.0,0.0,2.2058,0.0,西藏自治区
201111,7.1968,70.7,0.0,0.0,2.2058,227.1,西藏自治区
201112,11.6928,153.5,4.496,326.6,2.2058,227.1,西藏自治区
201201,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
201202,3.1682,0.0,0.0,0.0,0.0,0.0,西藏自治区
201203,6.1229,0.0,0.0,0.0,2.6597,0.0,西藏自治区
201204,12.2164,138.7,1.5975,0.0,2.6597,0.0,西藏自治区
201205,12.3613,80.0,1.7698,0.0,2.6597,0.0,西藏自治区
201206,13.7949,100.8,3.2146,0.0,2.6597,20.6,西藏自治区
201207,14.3949,109.6,3.8146,0.0,2.6597,20.6,西藏自治区
201208,14.4669,101.0,3.8244,0.0,2.6597,20.6,西藏自治区
201209,14.4669,101.0,3.8327,0.0,2.6597,20.6,西藏自治区
201210,14.4669,101.0,3.8403,0.0,2.6597,20.6,西藏自治区
201211,14.6477,103.5,4.0282,0.0,2.6597,20.6,西藏自治区
201212,14.6477,25.3,4.0361,-10.2,2.6597,20.6,西藏自治区
201301,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
201302,11.988,278.4,0.0,0.0,0.0,0.0,西藏自治区
201303,11.8431,93.4,0.0,0.0,0.0,0.0,西藏自治区
201304,12.2042,-0.1,0.9611,-39.8,0.0,0.0,西藏自治区
201305,12.2042,-1.3,0.9611,-45.7,1.4,-47.4,西藏自治区
201306,12.3042,-10.8,0.9611,-70.1,1.4,-47.4,西藏自治区
201307,12.3042,-14.5,0.9611,-74.8,1.4,-47.4,西藏自治区
201308,12.5586,-13.2,0.9611,-74.9,1.4,-47.4,西藏自治区
201309,12.5586,-13.2,0.9611,-74.9,1.9048,-28.4,西藏自治区
201310,12.5586,-13.2,0.9611,-75.0,1.9048,-28.4,西藏自治区
201311,12.5586,-14.3,0.9611,-76.1,2.0937,-21.3,西藏自治区
201312,13.1909,-9.9,1.5934,-60.5,7.4441,179.9,西藏自治区
201401,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
201402,4.2952,-64.2,0.0,0.0,0.0,0.0,西藏自治区
201403,4.2616,-64.0,0.0,0.0,0.0,0.0,西藏自治区
201404,7.8736,-35.5,3.612,275.8,0.0,0.0,西藏自治区
201405,13.9163,14.0,9.6547,0.0,0.0,0.0,西藏自治区
201406,27.7753,125.7,19.6636,0.0,0.12,-91.4,西藏自治区
201407,32.152,161.3,20.2156,0.0,0.12,-91.4,西藏自治区
201408,34.5853,175.4,22.6489,0.0,0.12,-91.4,西藏自治区
201409,34.6653,176.0,22.7289,0.0,0.4811,-74.7,西藏自治区
201410,45.9292,265.7,37.0877,0.0,4.1699,118.9,西藏自治区
201411,44.3508,253.2,35.5093,0.0,4.1699,99.2,西藏自治区
201412,44.3508,236.2,35.5093,0.0,5.8288,-21.7,西藏自治区
201501,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
201502,34.6816,0.0,0.0,0.0,0.0,0.0,西藏自治区
201503,38.369,0.0,2.5,0.0,0.0,0.0,西藏自治区
201504,43.2682,449.5,4.3389,20.1,0.9601,0.0,西藏自治区
201505,46.0132,230.6,4.5389,-53.0,0.9601,0.0,西藏自治区
201506,46.0132,65.7,4.5389,-76.9,0.9601,0.0,西藏自治区
201507,49.5134,54.0,5.0841,-74.9,8.1188,0.0,西藏自治区
201508,49.4975,43.1,7.531,-66.7,10.9425,0.0,西藏自治区
201509,56.6975,63.6,14.731,-35.2,10.9425,0.0,西藏自治区
201510,56.7975,23.7,14.831,-60.0,10.9425,162.4,西藏自治区
201511,58.0663,30.9,16.0998,-54.7,10.9425,162.4,西藏自治区
201512,58.1463,31.1,16.1798,-54.4,10.9425,87.7,西藏自治区
201601,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
201602,43.2741,24.8,0.0,0.0,0.0,0.0,西藏自治区
201603,43.5041,13.4,0.23,-90.8,0.0,0.0,西藏自治区
201604,46.564,7.6,0.48,-88.9,0.0225,-97.7,西藏自治区
201605,46.4482,0.9,0.75,-83.5,0.0225,-97.7,西藏自治区
201606,57.5006,25.0,11.5731,155.0,0.0225,-97.7,西藏自治区
201607,57.8106,16.8,11.8831,133.7,0.0225,-99.7,西藏自治区
201608,60.812,22.9,14.8845,97.6,0.0225,-99.8,西藏自治区
201609,60.812,7.3,14.8845,1.0,0.0225,-99.8,西藏自治区
201610,60.812,7.1,14.8845,0.4,0.0225,-99.8,西藏自治区
201611,59.3852,2.3,13.4577,-16.4,0.2319,-97.9,西藏自治区
201612,59.3852,2.1,13.4577,-16.8,0.2319,-97.9,西藏自治区
201701,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
201702,39.5859,-8.5,0.0,0.0,0.0,0.0,西藏自治区
201703,40.2795,-7.4,0.0,0.0,3.6267,0.0,西藏自治区
201704,40.3934,-13.3,0.1139,-76.3,3.6267,0.0,西藏自治区
201705,45.3846,-2.3,5.1051,0.0,3.6267,0.0,西藏自治区
201706,47.898,-16.7,7.6185,-34.2,8.9987,0.0,西藏自治区
201707,48.1367,-16.7,7.8572,-33.9,8.9987,0.0,西藏自治区
201708,48.1367,-20.8,7.8572,-47.2,8.9987,0.0,西藏自治区
201709,48.7068,-19.9,8.4273,-43.4,8.9987,0.0,西藏自治区
201710,48.7068,-19.9,8.4273,-43.4,8.9987,0.0,西藏自治区
201711,49.0022,-17.5,11.1203,-17.4,11.7533,0.0,西藏自治区
201712,49.0022,-17.5,11.1203,-17.4,11.7533,0.0,西藏自治区
201801,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
201802,30.6778,-22.5,0.0,0.0,0.0,0.0,西藏自治区
201803,35.0751,-12.9,3.9157,0.0,0.0,0.0,西藏自治区
201804,37.0911,-8.2,5.9317,0.0,0.2795,-92.3,西藏自治区
201805,43.4864,-4.2,12.0426,135.9,0.7453,-79.4,西藏自治区
201806,60.155,25.6,28.7112,276.9,0.7453,-91.7,西藏自治区
201807,62.3387,29.5,30.8949,293.2,0.7453,-91.7,西藏自治区
201808,62.4908,29.8,31.047,295.1,0.7453,-91.7,西藏自治区
201809,64.9928,33.4,33.549,298.1,0.7453,-91.7,西藏自治区
201810,71.9561,47.7,38.5896,357.9,4.5982,-48.9,西藏自治区
201811,72.1339,47.2,38.7674,248.6,4.5982,-60.9,西藏自治区
201812,71.0818,45.1,38.9027,249.8,4.5982,-60.9,西藏自治区
200801,0.0,0.0,0.0,0.0,0.0,0.0,陕西省
200802,166.52,69.9,34.56,0.0,1.29,0.0,陕西省
200803,185.44,-0.8,44.59,116.6,2.57,491.7,陕西省
200804,266.73,28.2,63.5,119.9,2.82,114.0,陕西省
200805,289.63,31.0,69.23,92.1,6.22,42.9,陕西省
200806,332.31,27.9,75.74,59.8,10.14,-32.4,陕西省
200807,344.67,27.4,86.67,96.5,11.27,-26.3,陕西省
200808,352.79,27.1,97.75,100.1,11.78,-23.3,陕西省
200809,377.62,31.5,106.92,96.0,16.24,-18.3,陕西省
200810,380.41,26.8,108.92,67.9,19.05,-39.2,陕西省
200811,386.5,22.5,112.95,41.4,21.26,-47.8,陕西省
200812,417.39,8.6,120.87,16.6,31.42,-50.1,陕西省
200901,0.0,0.0,0.0,0.0,0.0,0.0,陕西省
200902,285.63,71.5,82.31,138.1,1.2,-7.0,陕西省
200903,341.75,84.3,87.86,97.0,7.09,176.6,陕西省
200904,372.3,39.6,92.69,46.0,8.6,204.8,陕西省
200905,397.27,37.2,97.05,40.2,9.98,60.3,陕西省
200906,445.05,33.9,119.35,57.6,16.49,62.6,陕西省
200907,472.65,37.1,129.64,49.6,20.84,85.0,陕西省
200908,498.35,41.3,139.61,42.8,23.28,97.6,陕西省
200909,523.11,38.5,145.47,36.1,37.21,129.1,陕西省
200910,536.3,41.0,154.24,41.6,39.07,105.1,陕西省
200911,547.15,41.6,187.15,65.7,42.18,98.5,陕西省
200912,582.16,32.3,200.82,36.8,81.5,82.8,陕西省
201001,0.0,0.0,0.0,0.0,0.0,0.0,陕西省
201002,408.25,42.9,44.44,-46.0,3.6,199.8,陕西省
201003,441.65,29.2,51.68,-41.2,6.38,-10.1,陕西省
201004,468.63,25.9,74.99,-19.1,7.15,-16.8,陕西省
201005,528.13,32.9,112.92,16.4,12.07,20.9,陕西省
201006,561.05,26.1,139.62,17.0,16.24,-1.5,陕西省
201007,582.24,23.2,156.12,20.4,19.83,-4.8,陕西省
201008,602.76,20.9,170.43,22.1,20.13,-13.5,陕西省
201009,626.14,19.7,191.5,31.6,24.76,-33.4,陕西省
201010,646.7554,20.6,201.3008,30.5,28.7829,-26.3,陕西省
201011,656.9293,20.1,222.8742,19.1,34.5356,-18.1,陕西省
201012,707.6841,22.0,257.2703,29.5,58.9898,-27.6,陕西省
201101,0.0,0.0,0.0,0.0,0.0,0.0,陕西省
201102,564.1423,38.2,8.4108,-81.1,2.8372,-21.1,陕西省
201103,625.5345,41.6,32.0838,-37.9,11.0837,73.8,陕西省
201104,647.6669,38.2,52.6235,-29.8,18.9788,165.4,陕西省
201105,680.054,28.8,77.3841,-31.5,28.6015,137.0,陕西省
201106,739.724,31.8,116.7861,-16.4,31.039,91.2,陕西省
201107,789.2402,35.6,165.4406,6.0,32.3061,62.9,陕西省
201108,807.6688,34.0,177.7002,4.3,34.8255,73.0,陕西省
201109,821.7282,31.2,191.727,0.1,38.3986,55.1,陕西省
201110,833.4745,28.9,202.5574,0.6,44.9394,56.1,陕西省
201111,876.0225,33.4,227.4409,2.0,48.2076,39.6,陕西省
201112,889.5949,25.7,239.7699,4.5,88.7894,44.0,陕西省
201201,0.0,0.0,0.0,0.0,0.0,0.0,陕西省
201202,701.6902,24.4,53.3608,0.0,11.6031,309.0,陕西省
201203,705.3397,12.8,75.7971,136.2,23.4388,111.5,陕西省
201204,727.9256,12.4,95.0302,80.6,26.8956,41.7,陕西省
201205,796.0348,17.1,155.2132,100.6,34.1503,19.4,陕西省
201206,846.3474,14.4,192.8465,65.1,37.4056,20.5,陕西省
201207,864.8868,9.6,207.0865,25.2,44.3032,37.1,陕西省
201208,989.0578,22.5,299.7874,68.7,49.5027,42.1,陕西省
201209,1010.3209,23.0,318.1892,66.0,79.0526,105.9,陕西省
201210,1036.8245,24.4,341.5903,68.6,90.3906,101.1,陕西省
201211,1125.1499,28.4,393.302,72.9,109.3207,126.8,陕西省
201212,1186.6372,33.3,419.7011,57.1,145.5949,69.5,陕西省
201301,0.0,0.0,0.0,0.0,0.0,0.0,陕西省
201302,931.3773,32.7,42.5132,-20.3,23.2159,100.1,陕西省
201303,970.3257,37.6,76.1366,0.4,24.4488,4.3,陕西省
201304,1029.798,41.5,136.9555,44.1,29.0696,8.1,陕西省
201305,1078.0568,35.4,178.7607,15.2,33.1478,-2.9,陕西省
201306,1147.3722,35.6,238.0813,23.5,43.3161,15.8,陕西省
201307,1194.1783,38.1,269.1141,30.0,44.8877,1.3,陕西省
201308,1242.281,25.6,301.0138,0.4,45.7701,-7.5,陕西省
201309,1288.8451,27.6,338.2425,6.3,49.9044,-36.9,陕西省
201310,1309.1405,26.3,355.645,4.1,58.3411,-35.5,陕西省
201311,1412.8051,25.6,433.5005,10.2,69.0053,-36.9,陕西省
201312,1447.7556,22.0,474.8274,13.1,114.9216,-21.1,陕西省
201401,0.0,0.0,0.0,0.0,0.0,0.0,陕西省
201402,1237.2658,32.8,52.4451,23.4,13.256,-42.9,陕西省
201403,1256.4999,29.5,65.0778,-14.5,23.1616,-5.3,陕西省
201404,1266.1617,23.0,78.1001,-43.0,34.6431,19.2,陕西省
201405,1325.6686,23.0,114.3175,-36.0,45.1819,36.3,陕西省
201406,1463.4824,27.6,176.9921,-25.7,56.803,31.1,陕西省
201407,1475.2503,23.5,189.3012,-29.7,58.2284,29.7,陕西省
201408,1609.6869,29.6,254.7186,-15.4,60.3448,31.8,陕西省
201409,1672.1392,29.7,301.8891,-10.7,66.2182,32.7,陕西省
201410,1744.3588,33.2,339.2074,-4.6,69.8936,19.8,陕西省
201411,1884.4614,33.4,465.0103,7.3,91.9716,33.3,陕西省
201412,1935.2035,33.7,482.789,1.7,183.5534,59.7,陕西省
201501,0.0,0.0,0.0,0.0,0.0,0.0,陕西省
201502,1691.1638,36.7,64.5353,23.1,18.2465,37.6,陕西省
201503,1726.7364,37.4,103.0437,58.3,24.1926,4.5,陕西省
201504,1821.6387,43.9,163.5859,109.5,30.5893,-11.7,陕西省
201505,1908.1453,43.9,226.8169,98.4,35.1862,-22.1,陕西省
201506,1976.3763,35.0,289.0441,63.3,43.0424,-24.2,陕西省
201507,2027.3579,37.4,336.1342,77.6,47.9799,-17.6,陕西省
201508,2061.8888,28.1,369.347,45.0,52.2815,-13.4,陕西省
201509,2270.2765,35.8,472.0409,56.4,63.2362,-4.5,陕西省
201510,2342.6356,34.3,531.1677,56.6,85.726,22.7,陕西省
201511,2453.0907,30.2,606.0887,30.3,92.8045,0.9,陕西省
