月份,住宅建设投资额_累计值,住宅建设投资额_累计增长,住宅施工面积_累计值,住宅施工面积_累计增长,住宅竣工面积_累计值,住宅竣工面积_累计增长,地区
201806,0.0,0.0,0.0,0.0,0.0,0.0,河北省
201807,0.0,0.0,0.0,0.0,0.0,0.0,河北省
201808,0.0,0.0,0.0,0.0,0.0,0.0,河北省
201809,0.0,0.0,0.0,0.0,0.0,0.0,河北省
201810,0.0,0.0,0.0,0.0,0.0,0.0,河北省
201811,0.0,0.0,0.0,0.0,0.0,0.0,河北省
201812,0.0,0.0,0.0,0.0,0.0,0.0,河北省
200801,0.0,0.0,0.0,0.0,0.0,0.0,山西省
200802,4.4131,16.1,538.33,53.3,23.34,845.1,山西省
200803,20.2539,14.2,1401.6391,14.7,81.4927,128.9,山西省
200804,49.2057,34.0,2108.7601,14.7,128.0021,65.2,山西省
200805,87.051,47.3,2784.4243,10.5,164.387,28.8,山西省
200806,136.8952,42.5,3330.1238,9.8,262.9699,37.9,山西省
200807,183.5485,46.1,3686.875,12.7,380.5058,63.6,山西省
200808,222.9695,45.7,3971.8278,14.4,450.1163,42.0,山西省
200809,265.3851,37.9,4135.4303,7.6,537.797,26.8,山西省
200810,309.9725,34.4,4345.6165,6.3,626.7243,20.8,山西省
200811,354.0518,27.5,4660.9922,7.4,834.5762,9.8,山西省
200812,441.6276,25.3,5497.8333,9.6,1831.8499,0.3,山西省
200901,0.0,0.0,0.0,0.0,0.0,0.0,山西省
200902,5.19,17.5,435.31,-19.1,10.56,-54.8,山西省
200903,30.3322,49.8,1905.3115,35.9,66.7534,-18.1,山西省
200904,64.8339,31.8,2933.2013,39.1,145.5797,13.7,山西省
200905,107.8362,23.9,3747.1934,34.6,185.034,12.6,山西省
200906,183.2147,33.8,4695.0672,41.0,283.5277,7.8,山西省
200907,247.6154,34.9,5243.6331,42.2,369.0488,-3.0,山西省
200908,302.3179,35.6,5668.44,42.7,478.0238,6.2,山西省
200909,369.9211,39.4,5972.9068,44.4,601.0947,11.8,山西省
200910,424.6869,37.0,6266.9368,44.2,715.0002,14.1,山西省
200911,496.2207,40.2,6693.444,43.6,930.4076,11.5,山西省
200912,612.7713,38.4,7233.3957,32.4,1624.6501,-14.7,山西省
201001,0.0,0.0,0.0,0.0,0.0,0.0,山西省
201002,7.4416,43.5,2568.6846,122.5,21.2276,101.0,山西省
201003,43.5342,43.5,4156.889,118.2,121.8074,82.5,山西省
201004,83.6578,29.0,4967.2906,69.3,187.0359,28.5,山西省
201005,136.2089,26.3,5519.3351,47.3,254.893,37.8,山西省
201006,223.3912,21.9,6282.8981,33.8,389.7478,37.5,山西省
201007,285.0922,15.1,6686.997,27.5,460.0728,24.7,山西省
201008,349.6345,15.7,7377.301,30.1,529.5237,10.8,山西省
201009,434.379,17.4,7690.946,28.8,618.0165,2.8,山西省
201010,496.315,16.9,7921.6006,26.4,752.1669,5.2,山西省
201011,590.51,19.0,8454.2668,26.3,958.1778,3.0,山西省
201012,729.9528,19.4,9126.4719,26.4,1903.671,10.7,山西省
201101,0.0,0.0,0.0,0.0,0.0,0.0,山西省
201102,11.4523,53.7,4659.621,81.3,51.368,142.0,山西省
201103,54.78,25.3,5405.7608,29.8,114.2536,-6.6,山西省
201104,101.0213,18.8,6062.8721,21.4,155.1092,-17.4,山西省
201105,167.1581,20.1,6652.0704,19.1,197.8766,-23.2,山西省
201106,277.7036,26.2,7646.8304,22.7,319.2647,-13.8,山西省
201107,370.364,30.3,8168.3847,23.2,432.6424,2.3,山西省
201108,475.1061,32.1,8700.1524,18.5,578.8715,2.7,山西省
201109,583.7396,30.4,9341.6909,21.6,973.7501,49.3,山西省
201110,711.1883,38.2,10169.4474,27.4,1301.948,60.5,山西省
201111,837.6325,38.1,10626.7501,25.2,1949.5769,94.8,山西省
201112,1029.9414,39.7,11234.7721,23.2,3440.0692,71.0,山西省
201201,0.0,0.0,0.0,0.0,0.0,0.0,山西省
201202,13.8467,20.9,5943.4366,27.6,40.6148,-20.9,山西省
201203,59.898,9.3,6707.9588,24.1,188.9973,65.4,山西省
201204,120.4843,19.3,7566.4615,24.8,282.9829,82.4,山西省
201205,202.541,21.2,8301.6234,24.8,422.21,113.4,山西省
201206,341.3879,22.9,9668.3471,26.4,643.8831,101.7,山西省
201207,453.9939,22.6,10691.7023,30.9,774.4495,79.0,山西省
201208,586.379,23.4,11371.4689,30.7,921.8413,59.2,山西省
201209,735.0893,25.9,12042.3208,28.9,1157.0675,18.8,山西省
201210,888.6035,24.9,12751.6546,25.4,1299.701,-0.2,山西省
201211,1045.1619,24.8,13434.8002,26.4,1565.0003,-19.7,山西省
201212,1278.7716,23.6,14376.4956,27.6,2841.4769,-18.8,山西省
201301,0.0,0.0,0.0,0.0,0.0,0.0,山西省
201302,17.3644,25.4,8067.7823,35.7,60.4717,48.9,山西省
201303,77.5767,29.5,8968.0441,33.7,202.6061,7.2,山西省
201304,148.6877,23.4,9546.4337,26.2,279.5956,-1.2,山西省
201305,269.0961,32.9,10322.8584,24.3,356.0788,-15.7,山西省
201306,443.4401,29.9,11530.6702,19.3,536.0477,-16.7,山西省
201307,574.986,26.7,11985.4226,12.1,662.5143,-14.5,山西省
201308,724.0636,23.5,12504.0229,10.0,742.1329,-19.5,山西省
201309,889.781,21.0,13264.9177,10.2,911.142,-21.3,山西省
201310,1060.7231,19.4,13834.8921,8.5,1108.4262,-14.7,山西省
201311,1250.0131,19.6,14751.5758,9.8,1480.4435,-5.4,山西省
201312,1487.6549,16.1,15329.2456,6.4,3108.0794,7.0,山西省
201401,0.0,0.0,0.0,0.0,0.0,0.0,山西省
201402,31.3067,80.3,8747.1753,8.4,64.9307,7.4,山西省
201403,109.1287,40.7,9889.3621,10.3,181.2211,-10.6,山西省
201404,195.8549,31.7,10349.612,8.4,255.7119,-8.5,山西省
201405,338.7127,25.9,11234.3033,8.8,466.1564,30.9,山西省
201406,537.3563,21.2,12157.911,5.4,694.0345,29.5,山西省
201407,716.0243,24.5,13072.82,9.1,823.7892,24.3,山西省
201408,900.101,24.3,13874.0024,11.0,895.0002,20.6,山西省
201409,1127.0332,26.7,14916.0175,12.4,1018.0067,11.7,山西省
201410,1317.2907,24.2,15572.5453,12.6,1239.0601,11.8,山西省
201411,1479.4262,18.4,15968.5901,8.3,1635.188,10.5,山西省
201412,1709.2801,14.1,16607.0984,7.9,2975.3024,-8.5,山西省
201501,0.0,0.0,0.0,0.0,0.0,0.0,山西省
201502,33.5385,7.1,8839.0017,1.0,66.3026,2.1,山西省
201503,117.5691,7.7,10116.067,2.3,175.2962,-3.3,山西省
201504,226.866,15.8,10849.4493,4.8,293.995,15.0,山西省
201505,370.4318,9.4,11467.208,2.1,408.9001,-12.3,山西省
201506,571.6617,6.4,12694.9914,4.4,642.8883,-7.4,山西省
201507,754.3896,5.4,13309.1745,1.8,797.299,-3.2,山西省
201508,964.6926,7.2,14014.9863,1.0,1019.7537,13.9,山西省
201509,1194.0602,5.9,14896.9711,-0.1,1222.3103,20.1,山西省
201510,1405.6366,6.7,15481.0898,-0.6,1573.1985,27.0,山西省
201511,1624.9205,9.8,16205.3146,1.5,1941.4952,18.7,山西省
201512,1889.7592,5.5,17123.0884,0.4,3527.3445,3.3,山西省
201601,0.0,0.0,0.0,0.0,0.0,0.0,山西省
201602,35.7832,6.7,9910.1181,12.1,119.4711,80.2,山西省
201603,126.1351,7.3,10717.1051,5.9,289.3454,65.1,山西省
201604,223.7788,-1.4,11148.2639,2.8,461.1498,56.9,山西省
201605,359.9188,-2.8,11768.9759,2.6,777.5828,90.2,山西省
201606,557.7015,-2.4,12303.9399,-3.1,941.7294,46.5,山西省
201607,753.3272,-0.1,13022.7695,-2.2,1138.3551,42.8,山西省
201608,949.1369,-1.6,13391.6757,-4.4,1304.7934,28.0,山西省
201609,1159.0777,-2.9,13997.9276,-6.0,1505.1257,23.1,山西省
201610,1314.2291,-6.5,14424.149,-6.8,1725.6358,9.7,山西省
201611,1485.9243,-8.6,14800.8308,-8.7,2303.1841,18.6,山西省
201612,1665.4993,-11.9,15342.9277,-10.4,3579.809,1.5,山西省
201701,0.0,0.0,0.0,0.0,0.0,0.0,山西省
201702,33.1627,-7.3,9786.5909,-1.2,164.3745,37.6,山西省
201703,121.249,-3.9,10371.3406,-3.2,201.8791,-30.2,山西省
201704,209.3575,-6.4,10710.104,-3.9,296.3027,-35.7,山西省
201705,318.8348,-11.4,11068.8609,-5.9,422.0646,-45.7,山西省
201706,475.5724,-14.7,11517.7032,-6.4,539.8489,-42.7,山西省
201707,585.4288,-22.3,11844.053,-9.1,678.2606,-40.4,山西省
201708,661.8171,-30.3,12078.6032,-9.8,734.9837,-43.7,山西省
201709,750.8273,-35.2,12365.0209,-11.7,831.2313,-44.8,山西省
201710,822.5571,-37.4,12541.3909,-13.1,975.4353,-43.5,山西省
201711,886.4383,-40.3,12719.1436,-14.1,1095.8996,-52.4,山西省
201712,946.0132,-43.2,12934.6664,-15.7,1736.9016,-51.5,山西省
201801,0.0,0.0,0.0,0.0,0.0,0.0,山西省
201802,0.0,0.0,0.0,0.0,0.0,0.0,山西省
201803,0.0,0.0,0.0,0.0,0.0,0.0,山西省
201804,0.0,0.0,0.0,0.0,0.0,0.0,山西省
201805,0.0,0.0,0.0,0.0,0.0,0.0,山西省
201806,0.0,0.0,0.0,0.0,0.0,0.0,山西省
201807,0.0,0.0,0.0,0.0,0.0,0.0,山西省
201808,0.0,0.0,0.0,0.0,0.0,0.0,山西省
201809,0.0,0.0,0.0,0.0,0.0,0.0,山西省
201810,0.0,0.0,0.0,0.0,0.0,0.0,山西省
201811,0.0,0.0,0.0,0.0,0.0,0.0,山西省
201812,0.0,0.0,0.0,0.0,0.0,0.0,山西省
200801,0.0,0.0,0.0,0.0,0.0,0.0,内蒙古自治区
200802,0.338,-80.4,12.8,-68.3,0.0,0.0,内蒙古自治区
200803,10.2133,15.1,492.2839,33.5,24.7681,519.2,内蒙古自治区
200804,57.2923,63.7,2184.7722,50.0,78.533,110.4,内蒙古自治区
200805,134.8239,51.7,3767.9324,44.8,134.2019,-7.8,内蒙古自治区
200806,259.0534,61.7,4909.813,43.8,242.4114,21.4,内蒙古自治区
200807,352.7834,55.3,5358.2313,37.6,361.8273,59.7,内蒙古自治区
200808,464.8629,53.3,5844.9029,32.3,486.8803,63.3,内蒙古自治区
200809,563.4498,51.8,6237.6291,31.4,659.1241,37.4,内蒙古自治区
200810,637.1423,46.5,6550.1669,28.4,901.2261,26.1,内蒙古自治区
200811,684.8332,44.7,6673.7387,28.4,1217.937,8.4,内蒙古自治区
200812,703.7232,42.1,6882.8765,26.1,1919.668,-15.2,内蒙古自治区
200901,0.0,0.0,0.0,0.0,0.0,0.0,内蒙古自治区
200902,0.32,-5.3,4171.17,0.0,0.0,0.0,内蒙古自治区
200903,15.1291,48.1,816.3483,65.8,7.2,-70.9,内蒙古自治区
200904,57.5986,0.5,2331.2742,6.7,65.7218,-16.3,内蒙古自治区
200905,123.9041,-8.1,3855.8973,2.3,199.7389,48.8,内蒙古自治区
200906,263.825,1.8,5396.9634,9.9,305.504,26.0,内蒙古自治区
200907,361.6387,2.5,5976.3783,11.5,564.6624,56.1,内蒙古自治区
200908,464.809,0.0,6611.4761,13.1,693.8196,42.5,内蒙古自治区
200909,564.4277,0.2,6998.2386,12.2,871.6335,32.2,内蒙古自治区
200910,639.4921,0.4,7470.7328,14.1,1197.0223,32.8,内蒙古自治区
200911,695.1261,1.5,7621.2153,14.2,1851.0262,52.0,内蒙古自治区
200912,699.9084,-1.4,7745.4888,8.6,2450.7445,8.9,内蒙古自治区
201001,0.0,0.0,0.0,0.0,0.0,0.0,内蒙古自治区
201002,0.4579,43.1,35.604,7.3,0.0,0.0,内蒙古自治区
201003,16.8278,11.2,1410.319,72.8,57.8797,703.9,内蒙古自治区
201004,68.9843,19.8,3034.2776,30.2,169.99,158.7,内蒙古自治区
201005,148.3741,19.7,4747.2901,23.1,258.6871,29.5,内蒙古自治区
201006,283.1649,7.3,6018.4759,11.5,396.6079,29.8,内蒙古自治区
201007,419.2465,15.9,7016.936,17.4,496.8597,-12.0,内蒙古自治区
201008,551.7937,18.7,7944.9807,20.2,605.4386,-12.7,内蒙古自治区
201009,704.4863,24.8,8747.5799,25.0,880.4233,1.0,内蒙古自治区
201010,800.6215,25.2,9326.0987,24.8,1249.528,4.4,内蒙古自治区
201011,908.6523,30.7,9617.3878,26.2,1838.4542,-0.7,内蒙古自治区
201012,925.0086,31.7,9837.661,25.5,2472.751,-3.0,内蒙古自治区
201101,0.0,0.0,0.0,0.0,0.0,0.0,内蒙古自治区
201102,1.984,333.3,136.5798,283.6,1.2,0.0,内蒙古自治区
201103,29.4288,75.0,1839.3105,30.4,69.916,21.3,内蒙古自治区
201104,106.1393,54.4,4357.2187,44.2,137.1777,-16.5,内蒙古自治区
201105,241.0704,64.7,6420.4864,37.7,265.4979,5.6,内蒙古自治区
201106,464.3428,65.2,8584.563,45.2,546.8103,41.3,内蒙古自治区
201107,664.8417,61.8,9843.4467,44.1,704.2677,47.6,内蒙古自治区
201108,877.4861,62.8,10824.8898,40.1,901.7348,57.4,内蒙古自治区
201109,1071.1698,55.7,12107.2527,42.5,1218.0402,49.1,内蒙古自治区
201110,1209.5015,54.6,12819.4334,41.2,1698.2043,49.0,内蒙古自治区
201111,1293.6372,45.1,12956.7126,37.9,2241.697,31.8,内蒙古自治区
201112,1317.0081,45.3,13074.1777,35.9,2684.5266,13.3,内蒙古自治区
201201,0.0,0.0,0.0,0.0,0.0,0.0,内蒙古自治区
201202,2.9133,46.8,6632.0956,0.0,16.8989,0.0,内蒙古自治区
201203,24.566,-16.5,6675.66,0.0,66.7202,-4.6,内蒙古自治区
201204,77.173,-27.3,6958.2982,59.7,164.6661,20.0,内蒙古自治区
201205,187.3868,-22.3,8971.8875,39.7,309.8585,16.7,内蒙古自治区
201206,347.414,-25.2,10246.5702,19.4,505.9705,-7.5,内蒙古自治区
201207,482.103,-27.5,10799.4938,9.7,594.156,-15.6,内蒙古自治区
201208,677.4789,-22.8,11906.4863,10.0,817.7172,-9.3,内蒙古自治区
201209,869.4486,-18.8,12679.5806,4.7,1036.8767,-14.9,内蒙古自治区
201210,1013.681,-16.2,12990.1348,1.3,1576.6216,-7.2,内蒙古自治区
201211,1102.7926,-14.8,13232.4509,2.1,2086.8209,-6.9,内蒙古自治区
201212,1116.9735,-12.6,13468.9302,6.2,2736.5825,-0.1,内蒙古自治区
201301,0.0,0.0,0.0,0.0,0.0,0.0,内蒙古自治区
201302,3.1908,9.5,8057.8996,21.5,13.2948,-21.3,内蒙古自治区
201303,30.6009,24.6,8357.7442,25.2,36.2451,-45.7,内蒙古自治区
201304,94.4256,22.4,9420.2127,35.4,166.9494,1.4,内蒙古自治区
201305,214.1424,14.3,10603.5613,18.2,402.9604,30.0,内蒙古自治区
201306,400.8907,15.4,11874.2647,15.9,601.7004,18.9,内蒙古自治区
201307,557.127,15.6,12422.2861,15.0,808.608,36.1,内蒙古自治区
201308,742.4185,9.6,13132.3581,10.3,1063.6777,30.1,内蒙古自治区
201309,940.8615,8.2,13715.927,8.2,1364.459,31.6,内蒙古自治区
201310,1112.0174,9.7,14153.5899,9.0,1943.8071,23.3,内蒙古自治区
201311,1199.0726,8.7,14597.7762,10.3,2522.1661,20.9,内蒙古自治区
201312,1217.4192,8.4,14493.6704,7.6,2946.5084,9.3,内蒙古自治区
201401,0.0,0.0,0.0,0.0,0.0,0.0,内蒙古自治区
201402,4.9572,55.4,9214.7247,14.4,48.7555,0.0,内蒙古自治区
201403,25.6783,-16.1,9487.528,13.5,93.4671,157.9,内蒙古自治区
201404,86.9568,-7.9,10215.7526,8.4,185.1745,10.9,内蒙古自治区
201405,200.6528,-6.3,10843.3777,2.3,331.6164,-17.7,内蒙古自治区
201406,365.6636,-8.8,11660.7928,-1.8,503.9391,-16.2,内蒙古自治区
201407,518.9106,-6.9,12216.1908,-1.7,689.7617,-14.7,内蒙古自治区
201408,716.5753,-3.5,12893.8147,-1.8,869.0707,-18.3,内蒙古自治区
201409,913.8873,-2.9,13293.9576,-3.1,1219.971,-10.6,内蒙古自治区
201410,1087.8217,-2.2,13717.2128,-3.1,1625.9049,-16.4,内蒙古自治区
201411,1173.9928,-2.1,14095.4106,-3.4,2062.6415,-18.2,内蒙古自治区
201412,1183.2535,-2.7,14018.9276,-2.9,2277.007,-21.3,内蒙古自治区
201501,0.0,0.0,0.0,0.0,0.0,0.0,内蒙古自治区
201502,6.2828,26.7,9316.808,1.1,46.0079,-5.6,内蒙古自治区
201503,31.8578,24.1,9549.5363,0.7,84.0182,-10.1,内蒙古自治区
201504,73.6169,-15.3,9882.0051,-3.3,113.8512,-38.5,内蒙古自治区
201505,160.7434,-19.9,10252.2417,-5.5,247.7813,-25.3,内蒙古自治区
201506,344.7999,-5.7,11005.7652,-5.6,370.089,-26.6,内蒙古自治区
201507,505.6597,-2.6,11620.6762,-4.9,505.3046,-26.7,内蒙古自治区
201508,645.7361,-9.9,11863.0857,-8.0,664.67,-23.5,内蒙古自治区
201509,805.0986,-11.9,12237.2349,-7.9,929.6202,-23.8,内蒙古自治区
201510,949.6369,-12.7,12506.8601,-8.8,1297.3459,-20.2,内蒙古自治区
201511,1005.8319,-14.3,12587.2839,-10.7,1554.5035,-24.6,内蒙古自治区
201512,1016.379,-14.1,12607.0474,-10.0,1834.0862,-22.5,内蒙古自治区
201601,0.0,0.0,0.0,0.0,0.0,0.0,内蒙古自治区
201602,5.4842,-12.7,9552.2422,2.5,40.7281,-11.5,内蒙古自治区
201603,29.253,-8.2,9615.014,0.7,80.3856,-4.3,内蒙古自治区
201604,91.0639,23.7,9852.1267,-0.3,123.2305,8.2,内蒙古自治区
201605,191.5769,19.2,10287.6637,0.3,171.6271,-30.7,内蒙古自治区
201606,372.8189,8.1,10845.2496,-1.5,410.4756,10.9,内蒙古自治区
201607,505.5129,0.0,11242.2695,-3.3,517.23,2.4,内蒙古自治区
201608,648.523,0.4,11445.3284,-3.5,682.8965,2.7,内蒙古自治区
201609,782.6751,-2.8,11746.0776,-4.0,816.2246,-12.2,内蒙古自治区
201610,930.6792,-2.0,12314.6058,-1.5,1111.1837,-14.3,内蒙古自治区
201611,1014.8057,0.9,12615.2565,0.2,1698.8903,9.3,内蒙古自治区
201612,1034.63,1.8,12630.2952,0.2,2010.2238,9.6,内蒙古自治区
201701,0.0,0.0,0.0,0.0,0.0,0.0,内蒙古自治区
201702,5.4654,-0.3,9120.1419,-4.5,49.1604,20.7,内蒙古自治区
201703,30.1932,3.2,9200.1759,-4.3,127.1759,58.2,内蒙古自治区
201704,84.8021,-6.9,9442.89,-4.2,191.8849,55.7,内蒙古自治区
201705,176.489,-7.9,9708.8202,-5.6,269.8679,57.2,内蒙古自治区
201706,301.6112,-19.1,10087.6481,-7.0,446.1958,8.7,内蒙古自治区
201707,425.6456,-15.8,10615.1316,-5.6,577.9971,11.7,内蒙古自治区
201708,526.1858,-18.9,10819.9259,-5.5,758.2099,11.0,内蒙古自治区
201709,644.5813,-17.6,11236.3555,-4.3,868.8388,6.4,内蒙古自治区
201710,733.1146,-21.2,11454.6423,-7.0,1072.9482,-3.4,内蒙古自治区
201711,765.3576,-24.6,11662.3418,-7.6,1405.8246,-17.3,内蒙古自治区
201712,746.4302,-27.9,11099.0147,-12.1,1556.9839,-22.5,内蒙古自治区
201801,0.0,0.0,0.0,0.0,0.0,0.0,内蒙古自治区
201802,0.0,0.0,0.0,0.0,0.0,0.0,内蒙古自治区
201803,0.0,0.0,0.0,0.0,0.0,0.0,内蒙古自治区
201804,0.0,0.0,0.0,0.0,0.0,0.0,内蒙古自治区
201805,0.0,0.0,0.0,0.0,0.0,0.0,内蒙古自治区
201806,0.0,0.0,0.0,0.0,0.0,0.0,内蒙古自治区
201807,0.0,0.0,0.0,0.0,0.0,0.0,内蒙古自治区
201808,0.0,0.0,0.0,0.0,0.0,0.0,内蒙古自治区
201809,0.0,0.0,0.0,0.0,0.0,0.0,内蒙古自治区
201810,0.0,0.0,0.0,0.0,0.0,0.0,内蒙古自治区
201811,0.0,0.0,0.0,0.0,0.0,0.0,内蒙古自治区
201812,0.0,0.0,0.0,0.0,0.0,0.0,内蒙古自治区
200801,0.0,0.0,0.0,0.0,0.0,0.0,辽宁省
200802,19.7133,53.0,1328.94,64.5,30.6,15.4,辽宁省
200803,84.9037,68.7,3766.9797,74.0,154.6773,124.5,辽宁省
200804,172.534,48.8,5590.2281,38.0,266.4539,19.9,辽宁省
200805,315.6405,42.4,6934.2737,30.0,393.2227,1.1,辽宁省
200806,590.5043,53.0,8376.4853,30.2,525.3679,15.8,辽宁省
200807,741.5203,43.3,9190.9965,24.6,619.769,11.2,辽宁省
200808,911.1997,42.7,9744.4987,21.2,754.8326,19.9,辽宁省
200809,1135.2269,39.3,10514.6201,19.4,910.3903,10.0,辽宁省
200810,1307.9495,37.9,11086.1478,17.7,1338.8059,25.1,辽宁省
200811,1469.3863,36.0,11565.6184,18.5,1648.5821,20.1,辽宁省
200812,1632.6821,29.9,12225.0853,18.1,3278.7912,4.7,辽宁省
200901,0.0,0.0,0.0,0.0,0.0,0.0,辽宁省
200902,36.59,85.6,2019.73,52.0,112.41,267.4,辽宁省
200903,120.639,42.1,4647.9538,23.4,231.7111,49.8,辽宁省
200904,245.63,42.4,6927.0165,23.9,365.3488,37.1,辽宁省
200905,427.5981,35.5,8434.2079,21.6,589.1652,49.8,辽宁省
200906,756.4476,28.1,10616.0908,26.7,909.8646,73.2,辽宁省
200907,951.7529,28.4,11247.3403,22.4,1074.2691,73.3,辽宁省
200908,1164.4796,27.8,12016.0361,23.3,1248.9126,65.5,辽宁省
200909,1426.2138,25.6,12930.7242,23.0,1486.9987,63.3,辽宁省
200910,1624.5702,24.2,13574.4372,22.4,1671.7971,24.9,辽宁省
200911,1809.1056,23.1,14003.5934,21.1,1987.7125,20.6,辽宁省
200912,1983.1434,21.2,14887.0434,20.2,3647.6524,2.2,辽宁省
201001,0.0,0.0,0.0,0.0,0.0,0.0,辽宁省
201002,52.8557,44.4,10317.3247,29.7,111.0516,-1.2,辽宁省
201003,174.8966,45.0,11700.6203,151.7,394.6469,70.3,辽宁省
201004,328.5603,33.8,12999.2726,87.7,551.7386,51.0,辽宁省
201005,580.5466,35.8,14227.6387,68.7,734.2191,24.6,辽宁省
201006,1045.8547,38.3,16100.6983,51.7,1006.3925,10.6,辽宁省
201007,1297.6634,36.3,17092.4448,52.0,1153.7258,7.4,辽宁省
201008,1581.9427,35.8,17757.0252,47.8,1379.2909,10.4,辽宁省
201009,1914.6877,34.2,18564.0595,43.6,1648.7171,10.9,辽宁省
201010,2156.364,32.7,19770.6633,45.6,2043.7684,22.2,辽宁省
201011,2381.3177,31.6,20516.5932,46.5,2485.816,25.1,辽宁省
201012,2561.8552,29.1,21214.5433,42.5,3837.0135,5.5,辽宁省
201101,0.0,0.0,0.0,0.0,0.0,0.0,辽宁省
201102,66.5721,26.0,16655.6477,61.4,128.2565,15.5,辽宁省
201103,226.1471,28.6,17618.9651,50.5,438.8212,11.2,辽宁省
201104,443.4238,35.2,18541.5908,42.5,581.4708,4.1,辽宁省
201105,793.7476,38.3,19623.455,38.4,756.1435,2.0,辽宁省
201106,1431.3666,39.0,21222.4175,32.6,1162.6555,15.5,辽宁省
201107,1796.2813,39.7,22680.2056,33.4,1385.2177,19.2,辽宁省
201108,2170.1985,38.2,24702.662,39.4,1638.8332,17.4,辽宁省
201109,2635.0833,38.2,25870.5964,39.5,2100.5393,27.0,辽宁省
201110,2994.8939,40.2,26648.7235,35.2,2646.6338,28.8,辽宁省
201111,3275.8431,38.8,27531.3436,34.7,3459.37,40.2,辽宁省
201112,3515.1692,38.2,27872.7055,31.6,5519.6315,41.2,辽宁省
201201,0.0,0.0,0.0,0.0,0.0,0.0,辽宁省
201202,82.9732,24.6,20327.4851,22.0,148.5072,15.8,辽宁省
201203,299.5579,32.5,20697.9282,17.5,583.3608,32.9,辽宁省
201204,543.7901,22.6,21740.9144,17.3,834.686,43.5,辽宁省
201205,945.985,19.2,22507.2537,14.7,1034.3274,36.8,辽宁省
201206,1657.4453,15.8,25264.4109,19.0,1521.5336,30.9,辽宁省
201207,2051.1299,14.2,26044.0588,14.8,1778.7726,28.4,辽宁省
201208,2470.5726,13.8,27291.0628,10.5,2176.6321,32.8,辽宁省
201209,2979.0235,13.1,28171.5589,8.9,2543.6603,21.1,辽宁省
201210,3421.6852,14.3,29101.3201,9.2,3154.7323,19.2,辽宁省
201211,3781.809,15.4,29868.8337,8.5,3793.9378,9.7,辽宁省
201212,4022.8203,14.5,30107.7026,8.4,5413.5348,-1.3,辽宁省
201301,0.0,0.0,0.0,0.0,0.0,0.0,辽宁省
201302,97.76,17.8,20940.8697,3.0,149.3269,0.6,辽宁省
201303,354.4127,18.3,22673.633,9.5,487.5927,-16.4,辽宁省
201304,664.821,22.3,23978.134,10.3,693.9089,-16.9,辽宁省
201305,1212.1508,28.1,25494.758,13.3,940.1779,-9.1,辽宁省
201306,1975.4639,19.2,27256.0968,7.9,1340.5803,-11.9,辽宁省
201307,2502.4918,22.0,28130.3484,8.0,1897.5595,6.7,辽宁省
201308,2983.3796,20.8,29141.8829,6.8,2313.4097,6.3,辽宁省
201309,3665.7188,23.1,30250.2304,7.4,2896.8691,13.9,辽宁省
201310,4122.4044,20.5,30709.553,5.5,3354.4505,6.3,辽宁省
201311,4486.7409,18.6,31683.1164,6.1,3967.4015,4.6,辽宁省
201312,4693.4601,16.7,31953.6482,6.1,5095.6981,-5.9,辽宁省
201401,0.0,0.0,0.0,0.0,0.0,0.0,辽宁省
201402,123.2171,26.0,22075.2395,5.4,182.9484,22.5,辽宁省
201403,447.6525,26.3,22999.4577,1.4,509.6112,4.5,辽宁省
201404,820.8532,23.5,23799.891,-0.7,760.6551,9.6,辽宁省
201405,1323.7959,9.2,24422.9613,-4.2,1007.3652,7.1,辽宁省
201406,2128.1153,7.7,25583.4759,-6.1,1637.2631,22.1,辽宁省
201407,2544.0007,1.7,26254.9982,-6.7,1909.7501,0.6,辽宁省
201408,2919.3958,-2.1,27050.5643,-7.2,2359.8631,2.0,辽宁省
201409,3300.438,-10.0,27782.0749,-8.2,2673.6641,-7.7,辽宁省
201410,3602.7055,-12.6,28490.9419,-7.2,3187.9728,-5.0,辽宁省
201411,3793.9149,-15.4,28881.3302,-8.8,3751.2729,-5.4,辽宁省
201412,3888.3933,-17.2,28953.4668,-9.4,5076.8652,-1.5,辽宁省
201501,0.0,0.0,0.0,0.0,0.0,0.0,辽宁省
201502,120.5076,-2.2,17800.3762,-19.4,62.344,-65.9,辽宁省
201503,357.1556,-20.2,18030.0994,-21.6,221.2453,-56.6,辽宁省
201504,632.518,-22.9,18542.7898,-22.1,374.5595,-50.8,辽宁省
201505,1026.0217,-22.5,19031.8063,-22.1,536.6626,-46.7,辽宁省
201506,1584.4027,-25.5,19826.8773,-22.5,809.9657,-50.5,辽宁省
201507,1935.7034,-23.9,20513.6268,-21.9,1029.098,-46.1,辽宁省
201508,2219.7898,-24.0,21020.2696,-22.3,1206.4754,-48.9,辽宁省
201509,2438.1224,-26.1,21666.8134,-22.0,1513.336,-43.4,辽宁省
201510,2581.9254,-28.3,21803.294,-23.5,1772.5242,-44.4,辽宁省
201511,2625.169,-30.8,21882.0531,-24.2,2267.5026,-39.6,辽宁省
201512,2641.5774,-32.1,21744.231,-24.9,2675.1916,-47.2,辽宁省
201601,0.0,0.0,0.0,0.0,0.0,0.0,辽宁省
201602,110.3898,-8.4,16261.7157,-8.6,61.1551,-1.9,辽宁省
201603,325.3784,-8.9,16554.538,-8.2,140.3472,-36.6,辽宁省
